env,gen,predicted.value,std.error,status,weight
ID_2019_4,1,10.0895875682048,1.42650140451815,Estimable,3.83082160034688
ID_2019_4,2,11.8576220529383,1.4647074854212,Estimable,3.86609399286148
ID_2019_4,3,8.92217093395908,1.55231817582049,Estimable,3.81894610476322
ID_2019_4,4,8.41734914916764,1.15947658097907,Estimable,6.4266990526521
ID_2019_4,5,9.10255713659838,1.14423908960709,Estimable,3.86610014270465
ID_2019_4,6,10.7753680401652,1.41701333224342,Estimable,3.77618621103336
ID_2019_4,7,8.35223328913258,1.37931886403079,Estimable,3.86583619744939
ID_2019_4,8,6.79168979842478,1.47164256122821,Estimable,6.27325690813619
ID_2019_4,9,6.88856858074407,1.46730164027387,Estimable,6.42843185960419
ID_2019_4,10,6.46770532343908,1.41929623489793,Estimable,3.86556750203615
ID_2019_4,11,5.63056765475159,1.38050873632753,Estimable,3.86559616446823
ID_2019_4,12,4.03040859212334,1.22026759933276,Estimable,6.42845202794976
ID_2019_4,13,4.02112749452104,1.22719887787283,Estimable,6.37791148656997
ID_2019_4,14,7.24228690676102,1.11983098938223,Estimable,3.86610014270466
ID_2019_4,15,9.06084866985839,1.44201779609082,Estimable,6.13252389331955
ID_2019_4,16,4.89723538364776,1.677561821867,Estimable,3.8655834904558
ID_2019_4,17,7.23827437029739,1.14541118633132,Estimable,6.33503557977488
ID_2019_4,18,12.086170888497,1.24160957179761,Estimable,3.86549067237568
ID_2019_4,19,2.03767636337703,1.11261847389177,Estimable,3.82004879523649
ID_2019_4,20,5.60686984165865,1.36293434113339,Estimable,3.86559616446823
ID_2019_4,21,6.58097009993371,1.11902849115383,Estimable,5.46880710920479
ID_2019_4,22,10.0562005049649,1.15961850026437,Estimable,6.31735174507736
ID_2019_4,23,6.3961706169217,1.09071867025415,Estimable,3.85218507896408
ID_2019_4,24,2.92327722899855,1.3984044294646,Estimable,6.42644618790429
ID_2019_4,25,15.1773824086956,1.27570349055673,Estimable,6.42644618790434
ID_2019_4,26,12.3956279083888,1.5561712541302,Estimable,6.27325690813619
ID_2019_4,27,5.11273913229298,1.3452289602684,Estimable,3.86610014270466
ID_2019_4,28,5.87705268210868,1.23777055939148,Estimable,6.42574026703227
ID_2019_4,29,7.1454137723842,1.54055393113618,Estimable,3.86592133398152
ID_2019_4,30,7.06194972932309,1.11371223711038,Estimable,6.18606590712694
ID_2019_4,31,5.70963575212974,1.4052315210227,Estimable,6.42644618790432
ID_2019_4,32,6.12719523413198,1.53106719865793,Estimable,2.50543266159582
ID_2019_4,33,5.64468514881905,1.23695013398833,Estimable,3.8652761875122
ID_2019_4,34,15.5322099066619,1.08232871120096,Estimable,3.8521850789641
ID_2019_4,35,7.79661359969791,1.36897597217629,Estimable,6.31234199816283
ID_2019_4,36,8.20743705070361,1.43309673778636,Estimable,3.86583619744941
ID_2019_4,37,6.8414848375201,1.15638513436038,Estimable,3.86610012075063
ID_2019_4,38,4.34945571954143,0.992880438942578,Estimable,6.42845210020565
ID_2019_4,39,6.08181245918612,1.18985033530888,Estimable,3.86578155769361
ID_2019_4,40,4.85618288977968,1.11841614847826,Estimable,3.86558349045579
ID_2019_4,41,7.60849555089921,1.48943548333094,Estimable,6.42786359802553
ID_2019_4,42,6.47956487833736,1.36519740094849,Estimable,6.42669905265214
ID_2019_4,43,4.21669469710328,0.953427423337625,Estimable,6.42675167435676
ID_2019_4,44,3.50555158293919,1.33354658221004,Estimable,3.78275497627352
ID_2019_4,45,2.39106397407478,1.20108579499271,Estimable,6.42679338755631
ID_2019_4,46,4.4669352899467,1.26325780495342,Estimable,3.86559616446822
ID_2019_4,47,8.19526654505797,1.40114323594492,Estimable,6.20496916451345
ID_2019_4,48,6.10518470344855,1.6771114804337,Estimable,3.86558349045578
ID_2019_4,49,3.7140199766044,1.40724095525267,Estimable,6.27688612563832
ID_2019_4,50,3.85139327893284,1.50872326473419,Estimable,4.14650943716982
ID_2019_4,51,6.61371138117022,1.61407518115497,Estimable,6.15414326734591
ID_2019_4,52,3.18796558351453,1.13850320380135,Estimable,6.42845202794971
