env,gen,predicted.value,std.error,status,weight
ID_2019_1,1,32.6125666564792,1.2292885193222,Estimable,2.27188530647119
ID_2019_1,2,31.6327117787961,1.35209992606374,Estimable,2.3270630014052
ID_2019_1,3,25.8948259193142,1.35355904211989,Estimable,2.32522903617101
ID_2019_1,4,28.7956785611401,1.31399223521836,Estimable,2.38638720459368
ID_2019_1,5,31.8582921624018,1.19667688429505,Estimable,2.32696276414207
ID_2019_1,6,25.7570453578522,1.38188426112131,Estimable,2.30046377698381
ID_2019_1,7,20.9667584541619,1.17878548466162,Estimable,2.3268314362234
ID_2019_1,8,26.1555135540483,1.20315764037411,Estimable,2.38389094335692
ID_2019_1,9,28.6537416543194,1.21412319293412,Estimable,2.3863571997788
ID_2019_1,10,29.517727261746,1.35657533999329,Estimable,2.32708531367851
ID_2019_1,11,27.3922668764458,1.31379390086953,Estimable,2.32708906425417
ID_2019_1,12,26.8723199280212,1.15225302842133,Estimable,2.38639687288232
ID_2019_1,13,28.0474541998983,1.31786621695814,Estimable,2.31694591047984
ID_2019_1,14,30.7369958578685,0.909841707921392,Estimable,2.32696276414207
ID_2019_1,15,24.6694501131545,1.3837987943848,Estimable,2.35058743336063
ID_2019_1,16,23.9800126288807,1.39678323999881,Estimable,2.32701593249026
ID_2019_1,17,29.6634208509265,1.48861130273595,Estimable,2.30577289629499
ID_2019_1,18,35.0449843453888,1.12250118028342,Estimable,2.32684721418273
ID_2019_1,19,28.589052176287,0.895689680226389,Estimable,2.27616338526733
ID_2019_1,20,32.4011410134308,1.33764745174518,Estimable,2.32708906425418
ID_2019_1,21,29.007262213726,1.08332619341066,Estimable,2.25145127169812
ID_2019_1,22,34.3768288794862,1.10686229689727,Estimable,2.2791598533436
ID_2019_1,23,30.6156981886382,0.974291848741423,Estimable,2.31083137788925
ID_2019_1,24,29.9662255081649,1.51296862677681,Estimable,2.38606701618464
ID_2019_1,25,28.3601202730141,1.49984277924904,Estimable,2.38606701618465
ID_2019_1,26,28.4188154580066,1.30227594226596,Estimable,2.38389094335692
ID_2019_1,27,28.3602227407213,1.11569776885941,Estimable,2.32696276414207
ID_2019_1,28,22.5962028842396,1.10787154718889,Estimable,2.38632871902345
ID_2019_1,29,30.4133644259177,1.21774825056467,Estimable,2.32706373118215
ID_2019_1,30,27.8949869743169,0.903216396948434,Estimable,2.25614187898917
ID_2019_1,31,30.7792433249261,1.50658308474893,Estimable,2.38606701618464
ID_2019_1,32,29.9780351205472,1.31946109371362,Estimable,1.4388896894066
ID_2019_1,33,28.4499034546061,1.07758995297336,Estimable,2.32704182245775
ID_2019_1,34,35.1746984553897,0.925469529631966,Estimable,2.31083137788926
ID_2019_1,35,27.8743380099587,1.1963554804082,Estimable,2.3121560415791
ID_2019_1,36,22.8017057789729,1.53921854245002,Estimable,2.3268314362234
ID_2019_1,37,30.9151208431045,1.08175544662312,Estimable,2.32709250324124
ID_2019_1,38,31.7275866976715,1.44784101507954,Estimable,2.38622240398807
ID_2019_1,39,33.9687747140506,1.21421993845992,Estimable,2.32693289171095
ID_2019_1,40,21.5623731026754,0.900470828525961,Estimable,2.32701593249026
ID_2019_1,41,29.3859381025485,1.28439015615011,Estimable,2.38635818115896
ID_2019_1,42,31.6881111032262,1.10106094510696,Estimable,2.38638720459368
ID_2019_1,43,23.1170229890882,0.884201809401485,Estimable,2.38629390304254
ID_2019_1,44,27.1707095575663,1.16188688627983,Estimable,2.29958682351874
ID_2019_1,45,27.0524323106563,1.32797907536004,Estimable,2.38639224824506
ID_2019_1,46,33.1987440882134,1.0196531811648,Estimable,2.32708906425416
ID_2019_1,47,24.2843243272822,1.34908506829729,Estimable,2.24457765992326
ID_2019_1,48,25.6562931390977,1.39995289275792,Estimable,2.32701593249027
ID_2019_1,49,31.4428820857422,1.33970947396608,Estimable,2.31790906192401
ID_2019_1,50,27.2798953857061,1.50872985806519,Estimable,1.47386827271309
ID_2019_1,51,26.1434587537794,1.39414500769926,Estimable,2.34940813504321
ID_2019_1,52,29.1010303503138,1.29059118984192,Estimable,2.38639687288232
ID_2019_1,53,30.2694224100799,1.25742880820768,Estimable,2.32696276414206
ID_2019_1,54,20.2004345365502,1.15320775133072,Estimable,2.3004637769838
ID_2019_1,55,33.7563694755182,0.914608215651279,Estimable,2.32684721418272
ID_2019_1,56,33.3759824491623,1.11714957836803,Estimable,2.36452944373017
ID_2019_1,57,21.4226070603884,1.17741842144871,Estimable,2.22163246113016
ID_2019_1,58,28.6299825458313,1.34014265264224,Estimable,2.28053396647684
ID_2019_1,59,27.8560470686454,1.3622316879299,Estimable,2.3270630014052
ID_2019_1,60,29.0960839418031,0.893761124341607,Estimable,2.37048923368771
ID_2019_1,61,27.3860899813389,1.09934082592631,Estimable,2.2791598533436
ID_2019_1,62,33.9412787973009,0.988247589108301,Estimable,2.3237864764869
ID_2019_1,63,29.3692290754684,1.30142246158942,Estimable,2.3863571997788
ID_2019_1,64,25.7926225420407,1.3186683948376,Estimable,2.38638720459369
ID_2019_1,65,27.6811875040335,0.905901043664845,Estimable,2.23971621241966
ID_2019_1,66,26.8551758409298,1.35890389338863,Estimable,2.38632871902344
ID_2019_1,67,26.0028304289066,1.50369870551053,Estimable,1.47386827271309
ID_2019_1,68,31.0411866268067,1.36876879138152,Estimable,2.32704182245776
ID_2019_1,69,30.6858934798785,1.35650096852282,Estimable,2.32708531367852
ID_2019_1,70,29.3771550039446,1.2565990570842,Estimable,2.32696276414206
ID_2019_1,71,26.1446441085975,1.49611610837821,Estimable,2.38604579850138
