merged,gen,predicted.value,weight
BLUE_ID_2018_1,1,2.53489053026227,95.8594832505749
BLUE_ID_2018_1,2,2.0672571367046,107.683056806318
BLUE_ID_2018_1,3,2.12679352180626,95.9854888608977
BLUE_ID_2018_1,4,1.71628608685803,107.683065182333
BLUE_ID_2018_1,5,2.06315936521795,107.682953329238
BLUE_ID_2018_1,6,2.48121631845271,95.5228055693811
BLUE_ID_2018_1,7,2.58439302190525,107.683054368975
BLUE_ID_2018_1,8,1.91723561594209,95.9854888608977
BLUE_ID_2018_1,9,1.02361380076425,107.683056806318
BLUE_ID_2018_1,10,2.10682333620325,107.683065182332
BLUE_ID_2018_1,11,2.66939349375297,107.683020788327
BLUE_ID_2018_1,12,2.56495323765132,107.682821653454
BLUE_ID_2018_1,13,2.74771784539728,95.5110934871042
BLUE_ID_2018_1,14,2.03349061262113,107.682953329239
BLUE_ID_2018_1,15,2.112805188115,95.5228055693813
BLUE_ID_2018_1,16,2.53155556453271,107.682643552544
BLUE_ID_2018_1,17,2.12315185755883,95.4549546931356
BLUE_ID_2018_1,18,1.72685292624192,107.682623164941
BLUE_ID_2018_1,19,1.6566339882942,95.8785628023657
BLUE_ID_2018_1,20,1.97452278095614,107.683020788327
BLUE_ID_2018_1,21,2.54060702867421,95.9430454815517
BLUE_ID_2018_1,22,1.85665540234489,95.9498334435411
BLUE_ID_2018_1,23,1.91603423735593,95.8906907642636
BLUE_ID_2018_1,24,2.83366057448362,107.682623164941
BLUE_ID_2018_1,25,2.32054259027649,107.682623164941
BLUE_ID_2018_1,26,2.05947648608124,95.9854888608974
BLUE_ID_2018_1,27,2.63396688649323,107.682953329239
BLUE_ID_2018_1,28,1.35621089769028,107.682849174271
BLUE_ID_2018_1,29,2.59571709304408,107.682964133979
BLUE_ID_2018_1,30,1.07328139972965,95.9839333698604
BLUE_ID_2018_1,31,2.61593926157063,107.682623164943
BLUE_ID_2018_1,32,2.12127142980714,58.1089201444545
BLUE_ID_2018_1,33,2.7978812059246,107.682849174272
BLUE_ID_2018_1,34,2.18211216804316,95.890690764264
BLUE_ID_2018_1,35,2.09044612850356,95.859483250574
BLUE_ID_2018_1,36,2.51600959792039,107.683054368975
BLUE_ID_2018_1,37,2.85263089392218,107.682821653454
BLUE_ID_2018_1,38,2.62917674262632,107.68295332924
BLUE_ID_2018_1,39,1.94052088525348,107.68302646948
BLUE_ID_2018_1,40,2.74918700702627,107.682643552543
BLUE_ID_2018_1,41,2.03361319235508,107.682964133979
BLUE_ID_2018_1,42,0.92305180155705,107.683065182333
BLUE_ID_2018_1,43,2.12617225185393,107.682643552543
BLUE_ID_2018_1,44,2.78870462297909,95.4646492778426
BLUE_ID_2018_1,45,1.29096138408741,107.683020788328
BLUE_ID_2018_1,46,1.74479237928959,107.683020788327
BLUE_ID_2018_1,47,2.65767379290318,95.9808750123056
BLUE_ID_2018_1,48,2.73520216037766,107.682643552543
BLUE_ID_2018_1,49,2.28379317938066,95.8785628023657
BLUE_ID_2018_1,50,2.83020255130458,58.1089201444546
BLUE_ID_2018_1,51,2.25662610316794,95.4646492778429
BLUE_ID_2018_1,52,3.05298649718096,107.682821653454
BLUE_ID_2018_1,53,2.4834230951768,107.682953329239
BLUE_ID_2018_1,54,2.97071729792493,95.5228055693813
BLUE_ID_2018_1,55,2.67267030332426,107.682623164941
BLUE_ID_2018_1,56,1.63229937283428,95.8906907642642
BLUE_ID_2018_1,57,1.6279715272129,95.9808750123053
BLUE_ID_2018_1,58,2.73697539277149,94.2342765080684
BLUE_ID_2018_1,59,1.35347118241339,107.683056806319
BLUE_ID_2018_1,60,1.92354964924982,95.8730603240707
BLUE_ID_2018_1,61,2.15457943729786,95.9498334435415
BLUE_ID_2018_1,62,2.57173624759493,94.2342765080681
BLUE_ID_2018_1,63,0.406773081965655,107.683056806318
BLUE_ID_2018_1,64,1.1783969538107,107.683065182333
BLUE_ID_2018_1,65,2.65136553331471,95.9525431449373
BLUE_ID_2018_1,66,2.3065267992028,107.682849174272
BLUE_ID_2018_1,67,2.31391253290069,58.108920144455
BLUE_ID_2018_1,68,2.06585840322135,107.682849174271
BLUE_ID_2018_1,69,1.39819610845194,107.683065182333
BLUE_ID_2018_1,70,2.60093693800548,107.682953329239
BLUE_ID_2018_1,71,2.57938981741149,107.683054368976
BLUE_ID_2018_1,72,2.86755897988535,107.682643552543
BLUE_ID_2018_1,73,1.40379627318413,107.683056806318
BLUE_ID_2018_1,74,1.4972887991201,107.683065182333
BLUE_ID_2018_1,75,2.14009995624696,107.682964133978
BLUE_ID_2018_1,76,2.3389254465325,107.68302646948
BLUE_ID_2018_1,77,1.61161867750032,95.511093487104
BLUE_ID_2018_1,78,2.65973857649294,107.682643552542
BLUE_ID_2018_1,79,1.39148280437933,107.683056806318
BLUE_ID_2018_1,80,2.60464450692288,58.1120455036153
BLUE_ID_2018_1,81,2.37171152907405,107.683020788326
BLUE_ID_2018_1,82,2.23299990735412,107.682821653455
BLUE_ID_2018_1,83,1.02408364590803,95.9839333698601
BLUE_ID_2018_1,84,1.83001664036367,107.682623164941
BLUE_ID_2018_1,85,1.18233623616386,107.683056806318
BLUE_ID_2018_1,86,1.71511553563062,95.8594832505741
BLUE_ID_2018_1,87,2.91750010028307,107.68302646948
BLUE_ID_2018_1,88,2.62166168871832,107.683054368975
BLUE_ID_2018_1,89,2.14548614031767,107.683056806318
BLUE_ID_2018_1,90,1.76564978989162,107.682849174271
BLUE_ID_2018_1,91,1.98969887356525,107.682643552543
BLUE_ID_2018_1,92,3.82833241685194,107.682849174272
BLUE_ID_2018_1,93,2.99764915585311,107.683054368975
BLUE_ID_2018_1,94,2.31814406527675,107.68262316494
BLUE_ID_2018_1,95,2.45604644417479,77.5551422607825
BLUE_ID_2018_1,96,1.81633331166429,107.683065182333
BLUE_ID_2018_1,97,1.4030416879468,95.8906907642641
BLUE_ID_2018_1,98,4.25871807001122,107.682821653454
BLUE_ID_2018_1,99,2.92394473532396,107.682623164941
BLUE_ID_2018_1,100,2.11088596025797,107.682849174271
BLUE_ID_2018_1,101,1.82934550934585,107.682821653455
BLUE_ID_2018_1,102,2.30405593147936,95.7273978470549
BLUE_ID_2018_1,103,2.5416355677351,58.1120455036147
BLUE_ID_2018_1,104,2.06110891941765,107.682643552542
BLUE_ID_2018_1,105,NA,NA
BLUE_ID_2018_1,106,2.32418748812089,107.682953329238
BLUE_ID_2018_1,107,2.33767312461656,107.683054368976
