"gen","predicted.value","std.error"
"114",24.0395183392754,0.246434236327913
"115",22.1801447918332,0.238206845936933
"116",18.9038758641436,0.246429113385474
"117",22.7678713777535,0.238206839901095
"118",23.6702362800005,0.238206845936933
"119",22.820513554502,0.238206839901096
"120",21.8119465155009,0.23820692832124
"121",22.6053567796434,0.246757700886947
"122",23.353866582566,0.238206839901096
"123",22.120304165076,0.238223704392894
"124",18.220005046734,0.284407082317314
"125",14.2120907381769,0.238208060415811
"126",18.4084293489492,0.238206845936933
"127",23.773504758427,0.238208060415811
"128",20.8148187797283,0.238206928321241
"129",22.2232148870767,0.238206839479647
"130",20.9082897161623,0.238223704392894
"131",27.791568484936,0.238206845936933
"132",18.3451663079371,0.238206839901096
"133",19.2065059155844,0.23820692832124
"134",23.6793497571919,0.238206839901096
"135",18.4484939602493,0.238206845936934
"136",15.0627521995854,0.238223704392893
"137",19.7501701463255,0.238206839901096
"138",21.4614976116833,0.238206839901096
"139",21.2818837306534,0.246456075389668
"140",20.2817573082429,0.238206839479648
"141",30.5944871623875,0.238206845936933
"142",13.1457083691345,0.238206839901095
"143",21.5766288449186,0.238206839901096
"144",25.0889579481577,0.238206928321241
"145",23.7877124991365,0.238223704392894
"146",26.1646560420973,0.238206839479647
"147",26.8685036702501,0.238208060415811
"148",22.5166326074954,0.246475677456356
"149",22.1602985891801,0.246429177063439
"150",23.3918165965978,0.238206839479647
"151",25.4537473645206,0.238206839901096
"152",18.1991275114333,0.238206839901096
"153",25.0433443512449,0.238208060415812
"154",23.7352892389827,0.238206839901096
"155",25.8017079466245,0.238206839479647
"156",25.8885419601426,0.238206839479647
"157",25.8890049680606,0.246475677456356
"158",23.6016613089256,0.238206845936933
"159",24.8886037011336,0.238223704392894
"160",28.5912660108033,0.238223704392894
"161",22.097342460836,0.238206928321241
"162",25.4604711586861,0.238206845936933
"163",22.6497772663155,0.238223704392894
"164",21.0663740889983,0.238206928321241
"165",25.0027297251157,0.24642917706344
"166",26.6007406995671,0.238206839901096
"167",25.5453054920472,0.238223704392894
"168",27.0340650466921,0.238206839901096
"169",21.666893709531,0.238206845936933
"170",23.8381097220792,0.23820692832124
"171",22.6682583362871,0.246429769739287
"172",21.6745952913633,0.238208060415811
"173",24.8522872895603,0.238208060415811
"174",24.5930248108898,0.238206839901096
"175",23.7594174793667,0.246757700887338
"176",21.9372060373297,0.238223704392894
"177",24.0666310801892,0.23820692832124
"178",25.1836513208665,0.246757700886944
"179",24.6375517160327,0.238208060415811
"180",24.4619190230578,0.238223704392894
"181",26.9227797354116,0.238208060415882
"182",25.7946522558744,0.246430046880529
"183",25.9219225383281,0.238206928321241
"184",24.6764681994599,0.246432534838264
"185",24.5495093057204,0.238206839479647
"186",24.7534084205565,0.238206839901096
"187",26.8017616122152,0.23820692832124
"188",25.9686635395262,0.238206839479648
"189",25.6894584954747,0.238206928321241
"190",26.3231944970774,0.238223704392894
"191",24.6243558551314,0.238206845936933
"192",27.0895136660255,0.238223704392894
"193",26.5156463543622,0.238208060415811
"194",25.8134678402784,0.238206928321241
"195",24.8452824367573,0.238206928321241
"196",26.4272448650086,0.238206928321241
"197",28.3915355832908,0.246432534838264
"198",24.5780522498935,0.238223704392894
"201",21.9311991484684,0.0772461472595692
"202",25.0558533423651,0.077213924741386
