"gen","predicted.value","std.error"
"1",26.1844412160355,0.238223704392861
"2",27.5935390643808,0.24702614224796
"3",27.6279862898524,0.238206839479647
"4",21.1268224090497,0.246434236327913
"5",28.9177994455236,0.238223704392894
"6",28.7249022063246,0.238208060415811
"7",18.9095355722187,0.238208060415811
"8",15.9553651890755,0.238206928321241
"9",15.0037631413473,0.238223704392894
"10",21.4326854423684,0.238223704392894
"11",17.9075703949896,0.24702614224796
"12",10.3364282619155,0.238206845936933
"13",19.7117361430465,0.238206845936933
"14",21.789510766092,0.238223704392894
"15",22.8801185747729,0.238206845936933
"16",15.784666725044,0.238206928321241
"17",20.8634125167757,0.238206839901096
"18",24.1883417667272,0.24702614224796
"19",21.2736893199782,0.238206845936933
"20",24.1493083893424,0.246429769739287
"21",23.000844120257,0.238208060415811
"22",22.9761344598091,0.238206839901096
"23",20.4857273232766,0.238206928321241
"24",19.5781991184556,0.238206839901096
"25",24.1837856983287,0.238208060415882
"26",23.618507677818,0.238223704392894
"27",19.643183290689,0.238208060415811
"28",13.3098707378037,0.24642917706344
"29",14.5963378766042,0.238206839901096
"30",21.431262950794,0.238206928321241
"31",18.8389938293435,0.238206839901096
"32",23.2797324882222,0.246757700887338
"33",16.6716899876959,0.238206928321241
"34",26.8739411405238,0.284407082317313
"35",21.453797279807,0.284407082317313
"36",18.9724948419604,0.238206845936933
"37",17.0162199858404,0.238206928321241
"38",19.8628056618402,0.24642917706344
"39",15.2228397052269,0.238206839901096
"40",19.9747588376915,0.238208060415811
"41",22.3437091016338,0.238206839901096
"42",12.243567577327,0.238223704392894
"43",17.2537057565136,0.238223704392894
"44",25.7349943615366,0.238206845936933
"45",22.2407755842351,0.238208060415811
"46",16.8709979986887,0.238223704392894
"47",22.7463421065272,0.246430046880529
"48",21.6119651090264,0.238223704392895
"49",20.7105182227056,0.238206845936933
"50",20.9311745702318,0.238206839901096
"51",22.7808844056485,0.246475677456355
"52",14.0584336150436,0.246456075389668
"53",22.582272705575,0.238223704392894
"54",28.7838969477257,0.23820692832124
"55",29.9115052483877,0.238223704392894
"56",30.1478878776946,0.238206845936933
"57",16.095877385434,0.238206845936933
"58",18.3746426276963,0.246430046880529
"59",21.928799658953,0.238208060415811
"60",23.2947872203725,0.238206839479647
"61",25.2649743602465,0.246432534838264
"62",23.5950627753791,0.238206839901096
"63",20.9728230103465,0.238206845936933
"64",24.284717449006,0.238206928321241
"65",25.9414424259097,0.238208060415811
"66",26.2997191544665,0.246430046880529
"67",26.2084846208045,0.238206845936933
"68",18.8191152318996,0.238206928321241
"69",29.0588732854229,0.246429113385474
"70",28.2153537957561,0.238206839901096
"71",20.0178115859856,0.238206839901096
"72",24.8971643446636,0.238206845936933
"73",29.2291956734448,0.246456075389668
"74",14.0890216430673,0.238223704392894
"75",15.1052491197074,0.246429769739287
"76",19.1023651158472,0.238206839479647
"77",19.8646524484085,0.238206928321241
"78",19.3994674057814,0.238208060415811
"79",19.5154534229567,0.238206928321241
"80",23.6802577529525,0.238208060415811
"81",22.2000338660889,0.238223704392894
"82",22.7537509055926,0.238206839901096
"83",22.1975063506304,0.238208060415811
"84",23.5478853737123,0.23820692832124
"85",15.0292599298207,0.238206845936933
"86",20.5076379872507,0.238206928321241
"87",24.6897754652412,0.238206839479647
"88",19.5854481078251,0.246429113385474
"89",23.6336953174526,0.238208060415811
"90",20.5803259681182,0.284407082317313
"91",24.923194759026,0.238206845936933
"92",30.1357165368429,0.238208060415811
"93",20.9147622326159,0.238208060415811
"94",22.0534694992784,0.238208060415811
"95",22.6301887585779,0.238223704392893
"96",23.6776363812179,0.246434236327913
"97",15.9142356795157,0.238223704392894
"98",24.6167976624929,0.238206839479647
"99",17.0191585403439,0.246475677456355
"100",19.1917595601735,0.238206845936933
"101",22.5472340779528,0.238206839479647
"102",25.2693596549256,0.238206845936933
"103",25.2544435522777,0.238208060415811
"104",26.0218930999436,0.23820692832124
"105",22.1849866469764,0.238206845936933
"106",26.7358015346661,0.238208060415811
"107",25.238192151112,0.238208060415811
"108",25.3807342305639,0.246432534838264
"109",20.1512788458192,0.238206839479647
"110",29.6017943026613,0.23820692832124
"111",21.5222600240079,0.238206839901096
"112",20.4153975466592,0.238206845936933
"113",22.2085335942949,0.246456075389668
