"gen","predicted.value","std.error"
"92",31.1275807853369,0.19976371328369
"93",22.9367116089068,0.19976371328369
"94",23.4459951933878,0.19976371328369
"95",23.3400507469293,0.199781630017644
"96",25.2221143516078,0.205627715604769
"97",18.2634606434066,0.199781630017644
"98",25.1984031235218,0.199762826631875
"99",19.7142103559307,0.205657809967435
"100",21.2859420520284,0.199762831297018
"101",23.8023808262584,0.199762826631875
"102",26.3597153898854,0.199762831297018
"103",25.5111929351882,0.199763713283691
"104",26.6685559558463,0.199762890819591
"105",24.5229700316819,0.199762831297018
"106",27.2595498286287,0.199763713283691
"107",25.6828996670518,0.199763713283691
"108",26.316185884897,0.205626480085334
"109",21.0464537845976,0.199762826631874
"110",28.4469133478556,0.199762890819591
"111",22.3349018041087,0.199762826936357
"112",21.9107684586385,0.199762831297018
"113",23.6368243346715,0.205643573981639
"114",25.4086276671966,0.205627715604769
"115",23.0040949338073,0.199762831297018
"116",20.3365095835949,0.205623995573499
"117",24.5031815659699,0.199762826936356
"118",24.8667320580414,0.199762831297018
"119",23.4542008354401,0.199762826936357
"120",23.0968526185648,0.199762890819591
"121",24.3133699265641,0.205862933942389
"122",24.0839290710426,0.199762826936357
"123",23.1683570212337,0.199781630017644
"124",19.6872889533475,0.239108490861345
"125",16.8114634408751,0.19976371328369
"126",20.1957216831245,0.199762831297018
"127",25.0325224661401,0.19976371328369
"128",22.3921975247852,0.199762890819592
"129",23.3266075940728,0.199762826631875
"130",21.8273014725833,0.199781630017644
"131",29.1380364226817,0.199762831297018
"132",20.0690950007965,0.199762826936356
"133",20.7118671804673,0.19976289081959
"134",24.0759369745262,0.199762826936356
"135",20.5022222189822,0.199762831297019
"136",17.3874297182721,0.199781630017644
"137",20.8847040975864,0.199762826936357
"138",22.1641513082951,0.199762826936357
"139",22.2680832631411,0.205643573981639
"140",21.5346741831935,0.199762826631875
"141",30.3234405135367,0.199762831297018
"142",16.0122657377293,0.199762826936356
"143",21.7854020964297,0.199762826936356
"144",25.2112845206605,0.199762890819591
"145",23.8280372803471,0.199781630017644
"146",25.9442390474246,0.199762826631875
"147",26.4984002436254,0.19976371328369
"148",23.8650216247288,0.205657809967435
"149",23.4738819661853,0.205624041815081
"150",23.4284074320913,0.199762826631874
"151",25.2284040338806,0.199762826936357
"152",20.1238039476162,0.199762826936357
"153",25.7067431923603,0.199763713283691
"154",23.8788033774011,0.199762826936357
"155",24.7641149870666,0.199762826631874
"156",25.7067461346263,0.199762826631875
"157",26.9486461437328,0.205657809967436
"158",24.031753313881,0.199762831297019
"159",26.4113759684965,0.199781630017644
"160",29.5137200616824,0.199781630017644
"161",22.9914418326802,0.199762890819591
"162",27.0153555552053,0.199762831297019
"163",23.4729786733026,0.199781630017644
"164",21.9694118256584,0.199762890819591
"165",25.8426288696375,0.205624041815081
"166",25.8272117227902,0.199762826936357
"167",25.8345256686562,0.199781630017644
"168",26.7949891877688,0.199762826936356
"169",23.1254043627296,0.199762831297018
"170",25.506182777635,0.199762890819591
"171",23.8554458370838,0.205624472201233
"172",23.335903691779,0.19976371328369
"173",25.208221781517,0.19976371328369
"174",25.601263921161,0.199762826936356
"175",24.1357896175165,0.205862933942673
"176",22.6023086412808,0.199781630017644
"177",24.8734615250702,0.199762890819591
"178",26.2488123343713,0.205862933942387
"179",25.1704029538339,0.19976371328369
"180",25.2459413741611,0.199781630017644
"181",27.9755962803619,0.199763713283741
"182",26.2864648922183,0.205624673451224
"183",26.6880580741312,0.199762890819591
"184",25.3740812673891,0.205626480085334
"185",25.2979041652932,0.199762826631875
"186",25.2020854894666,0.199762826936357
"187",27.8473254208103,0.19976289081959
"188",26.4526054064525,0.199762826631875
"189",27.0373207681836,0.199762890819591
"190",26.5206251183086,0.199781630017644
"191",25.0235049323419,0.199762831297018
"192",28.3184350881112,0.199781630017644
"193",26.8216798386348,0.19976371328369
"194",26.8019735447799,0.199762890819591
"195",25.7861720103795,0.199762890819591
"196",27.4470058562634,0.199762890819591
"197",28.698862241847,0.205626480085334
"198",24.9821782536651,0.199781630017644
"201",22.9865429581474,0.0642367403739398
"202",25.563591704479,0.0642131591087143
