"gen","predicted.value","std.error"
"1",26.4311192343653,0.199781630017624
"2",27.6403981960274,0.206060930643938
"3",27.91908488441,0.199762826631875
"4",23.107197881789,0.205627715604768
"5",28.6535173275834,0.199781630017644
"6",29.5438953361304,0.199763713283691
"7",20.9749822078272,0.19976371328369
"8",19.1033515523879,0.199762890819591
"9",17.7192064213309,0.199781630017644
"10",22.3685872343987,0.199781630017644
"11",19.903247458015,0.206060930643938
"12",13.3236946389265,0.199762831297018
"13",21.5355433499911,0.199762831297018
"14",22.3581395012414,0.199781630017644
"15",24.3007726299805,0.199762831297018
"16",18.6325647573754,0.199762890819591
"17",23.0139098377232,0.199762826936357
"18",24.6309576632068,0.206060930643938
"19",22.0916754530207,0.199762831297018
"20",24.3792889943097,0.205624472201233
"21",24.8520818257782,0.19976371328369
"22",23.1200692828453,0.199762826936357
"23",22.6464757892235,0.199762890819591
"24",21.3983665326041,0.199762826936357
"25",24.3839929925426,0.199763713283742
"26",23.7871292907798,0.199781630017644
"27",21.0926421640104,0.19976371328369
"28",15.4392407614295,0.205624041815081
"29",16.5979750850495,0.199762826936356
"30",22.2050348135587,0.199762890819591
"31",20.8978473522622,0.199762826936357
"32",24.7771456559513,0.205862933942673
"33",19.3262538371046,0.199762890819591
"34",26.4820773998033,0.239108490861344
"35",22.1664465978198,0.239108490861345
"36",20.4981597410213,0.199762831297018
"37",19.1230806007309,0.199762890819591
"38",20.871609209431,0.205624041815081
"39",17.8815230285174,0.199762826936357
"40",21.2643968245369,0.19976371328369
"41",23.7120972974137,0.199762826936357
"42",14.7054723991619,0.199781630017644
"43",19.1425069476911,0.199781630017644
"44",26.4393865249528,0.199762831297019
"45",23.7844083646883,0.19976371328369
"46",19.121208514735,0.199781630017644
"47",23.8651193915686,0.205624673451224
"48",22.676883745392,0.199781630017644
"49",22.1361065320377,0.199762831297018
"50",22.4206723621545,0.199762826936357
"51",24.126976011072,0.205657809967435
"52",17.1458990953178,0.205643573981639
"53",23.1419809799141,0.199781630017644
"54",29.1077757369941,0.199762890819591
"55",30.3020806872583,0.199781630017644
"56",31.1430145013137,0.199762831297018
"57",18.619086000061,0.199762831297018
"58",20.8865105585529,0.205624673451224
"59",23.2805095715619,0.19976371328369
"60",24.1494511600397,0.199762826631875
"61",25.6753794559467,0.205626480085334
"62",23.788347298354,0.199762826936356
"63",22.0469695511413,0.199762831297018
"64",25.0750612544295,0.199762890819591
"65",26.245772170156,0.19976371328369
"66",27.538720996384,0.205624673451224
"67",27.3814615613869,0.199762831297018
"68",21.3102988603657,0.199762890819591
"69",29.0512297980413,0.205623995573499
"70",29.0652810637233,0.199762826936357
"71",21.1166048649228,0.199762826936357
"72",25.9349471785428,0.199762831297018
"73",29.5098599426375,0.205643573981639
"74",16.5082622210403,0.199781630017644
"75",17.6856815026303,0.205624472201233
"76",21.0380787906219,0.199762826631875
"77",21.5661349163035,0.199762890819591
"78",20.889841157688,0.19976371328369
"79",21.2793930883516,0.199762890819591
"80",24.8249495596477,0.19976371328369
"81",23.1829218372726,0.199781630017644
"82",23.5596996745135,0.199762826936357
"83",23.1171655349996,0.19976371328369
"84",24.6197421439551,0.199762890819591
"85",17.5833431157598,0.199762831297018
"86",21.6709248714643,0.199762890819591
"87",24.4652440137842,0.199762826631875
"88",20.3670971413103,0.205623995573499
"89",24.2255123852013,0.19976371328369
"90",22.5938670869278,0.239108490861344
"91",24.2117489152425,0.199762831297018
