"trial","gen","predicted.value","std.error","status"
"ID_2019_1","1",32.6566937357154,0.696541234738343,"Estimable"
"ID_2019_1","2",30.8974153279936,0.696541257512518,"Estimable"
"ID_2019_1","3",25.689497883386,0.696541234647022,"Estimable"
"ID_2019_1","4",29.3991445218476,0.522036386617425,"Estimable"
"ID_2019_1","5",30.9228611099437,0.696541230852559,"Estimable"
"ID_2019_1","6",26.536688577558,0.696541234650337,"Estimable"
"ID_2019_1","7",25.2521812696998,0.696541230764557,"Estimable"
"ID_2019_1","8",25.7893825710043,0.522036376101477,"Estimable"
"ID_2019_1","9",28.8775352023563,0.522036376127917,"Estimable"
"ID_2019_1","10",29.4104203689722,0.696541230852557,"Estimable"
"ID_2019_1","11",27.928647901095,0.696541257512519,"Estimable"
"ID_2019_1","12",26.2677766378111,0.522036376089476,"Estimable"
"ID_2019_1","13",29.3874067891476,0.522036376101387,"Estimable"
"ID_2019_1","14",30.7025606247002,0.696541230852554,"Estimable"
"ID_2019_1","15",25.2105501640188,0.522036376101384,"Estimable"
"ID_2019_1","16",24.8699303785355,0.696541230761481,"Estimable"
"ID_2019_1","17",31.1682506173399,0.522036376101378,"Estimable"
"ID_2019_1","18",31.8955976498763,0.696541257512519,"Estimable"
"ID_2019_1","19",28.719287747217,0.696541234647042,"Estimable"
"ID_2019_1","20",31.2108660304575,0.696541255735356,"Estimable"
"ID_2019_1","21",25.4340757039749,0.522036376102775,"Estimable"
"ID_2019_1","22",32.3162437502387,0.522036376101374,"Estimable"
"ID_2019_1","23",29.7888555647921,0.696541234647261,"Estimable"
"ID_2019_1","24",28.5788988820669,0.522036376089474,"Estimable"
"ID_2019_1","25",27.9374656671913,0.522036376090866,"Estimable"
"ID_2019_1","26",28.4406868011265,0.522036376139821,"Estimable"
"ID_2019_1","27",28.5295731259932,0.696541230764554,"Estimable"
"ID_2019_1","28",23.304756300353,0.522036386599407,"Estimable"
"ID_2019_1","29",28.781095177274,0.696541230761238,"Estimable"
"ID_2019_1","30",27.1966284003919,0.522036376101482,"Estimable"
"ID_2019_1","31",28.7698041072393,0.52203637608947,"Estimable"
"ID_2019_1","32",27.7451660839504,0.807046601619439,"Estimable"
"ID_2019_1","33",29.548032943758,0.696541230761478,"Estimable"
"ID_2019_1","34",34.1026412736372,0.696551816322486,"Estimable"
"ID_2019_1","35",26.9021903970019,0.522040830720272,"Estimable"
"ID_2019_1","36",25.9694081718563,0.696541230761258,"Estimable"
"ID_2019_1","37",30.0450694781238,0.69654123076148,"Estimable"
"ID_2019_1","38",30.1955153807924,0.522036386599407,"Estimable"
"ID_2019_1","39",31.9425502878053,0.696541230761238,"Estimable"
"ID_2019_1","40",22.681036309326,0.696541230764556,"Estimable"
