gen,ST1_MS_ID_2018_1,ST1_MS_ID_2019_1,ST1_MS_OR_2018_1,ST1_MS_OR_2019_1,ST1_MS_OR_2020_1,ST1_MS_WA_2018_1,ST1_MS_WA_2019_1,ST1_MS_WA_2019_2,ST1_MS_WA_2020_1,ST1_MS_WA_2020_2,ST1_MS_WA_2020_3,ST1_MS_WA_2020_4,ST1_MS_WA_2020_5,ST1_DM_ID_2018_1,ST1_DM_ID_2019_1,ST1_DM_OR_2018_1,ST1_DM_OR_2019_1,ST1_DM_OR_2020_1,ST1_DM_WA_2018_1,ST1_DM_WA_2019_1,ST1_DM_WA_2020_1,ST1_He_ID_2019_1,ST1_He_OR_2018_1,ST1_He_OR_2018_3,ST1_He_OR_2019_1,ST1_He_OR_2019_2,ST1_He_OR_2019_3,ST1_He_OR_2019_4,ST1_He_OR_2020_2,ST1_He_OR_2020_3,ST1_He_OR_2020_4,ST1_He_WA_2018_1,ST1_He_WA_2018_3,ST1_He_WA_2019_1,ST1_He_WA_2019_2,ST1_He_WA_2019_3,ST1_He_WA_2019_4,ST1_He_WA_2019_5,ST1_He_WA_2020_1,ST1_He_WA_2020_2,ST1_He_WA_2020_3,ST1_He_WA_2020_4,ST1_He_WA_2020_5,ST1_Yi_ID_2018_1,ST1_Yi_ID_2018_2,ST1_Yi_ID_2018_3,ST1_Yi_ID_2019_1,ST1_Yi_ID_2019_2,ST1_Yi_ID_2019_3,ST1_Yi_ID_2019_4,ST1_Yi_OR_2018_1,ST1_Yi_OR_2018_2,ST1_Yi_OR_2018_3,ST1_Yi_OR_2019_1,ST1_Yi_OR_2019_2,ST1_Yi_OR_2019_3,ST1_Yi_OR_2019_4,ST1_Yi_OR_2020_1,ST1_Yi_OR_2020_2,ST1_Yi_OR_2020_3,ST1_Yi_OR_2020_4,ST1_Yi_WA_2018_1,ST1_Yi_WA_2018_2,ST1_Yi_WA_2018_3,ST1_Yi_WA_2019_1,ST1_Yi_WA_2019_2,ST1_Yi_WA_2019_3,ST1_Yi_WA_2019_4,ST1_Yi_WA_2019_5,ST1_Yi_WA_2020_1,ST1_Yi_WA_2020_2,ST1_Yi_WA_2020_3,ST1_Yi_WA_2020_4,ST1_Yi_WA_2020_5,ST1_FD_ID_2019_4,ST1_FD_WA_2018_3,ST1_FD_WA_2019_5,ST3_MS_ID,ST3_MS_OR,ST3_MS_WA,ST3_DM_ID,ST3_DM_OR,ST3_DM_WA,ST3_He_ID,ST3_He_OR,ST3_He_WA,ST3_Yi_ID,ST3_Yi_OR,ST3_Yi_WA,ST3_FD_ID,ST3_FD_WA,ST4_DM,ST4_He,ST4_MS,ST4_Yi,ST4_FD,PC1,PC2,PC3
32,2.67596546572004,2.82271470845849,2.13720485350895,2.48497329874225,3.7510313512996,3.33120639819109,2.10544615170545,1.94333945754327,3.21705751272217,2.37792375710327,3.76661403380655,3.57355921900542,1.90945697805444,21.7344004499339,16.9958470541036,17.4246114228484,19.0736821379239,22.0820686744339,21.7825626343401,16.9505227784507,19.1615070747422,25.1602917000921,27.1441963549484,14.9712237165188,36.3685790379642,30.2928699532811,26.174731790597,19.4019228443001,26.5750129500596,29.5582842785777,18.9761556389935,28.7812039020643,26.0729721083443,33.3468562417285,23.6703932662997,22.9519705225559,23.0962681356621,23.8176884294251,32.7444388557675,25.3279136844852,25.0691450348618,31.0809517316074,19.9747098860069,3.13141709213009,3.68287554868386,1.3859520054295,6.72240640435332,6.09082292223703,4.55841403113454,2.86590094965368,4.16387824759773,4.26162962633499,2.71403263441045,6.18395276376531,4.0819909680547,4.07612024611151,3.11471825011817,7.5793580895396,3.21522980234856,3.11158866665487,2.2743065368611,5.34124058253359,5.15055798520813,3.20994993394891,6.89819645200317,4.63344969430884,4.21742323858719,3.83449176915421,3.22953549122578,7.4110151425135,4.47227819629338,4.39575393075385,5.11391501268416,1.79309569559501,8.11698479105214,12.884628897557,12.1215957434473,2.29981468109095,3.1150969482434,3.07804260250393,19.2101692648134,20.5542258044798,19.272299626167,31.4403388769291,26.3712019685497,21.7868701436854,4.42795390155783,4.13401690676437,3.44112950136219,10.3936193677305,12.6327663443507,19.6788982318201,26.5328036630548,2.83098474394609,4.00103343656146,11.5131928560406,4.89573220409853,-2.09596204433138,10.5311416092261
33,3.112085833978,2.77030613447993,2.17687348283219,2.36959586501686,3.51482201786256,3.17904754840313,2.30247868680438,1.98859675777839,3.2151180923885,2.27793160422585,3.30054974195569,3.72737675331719,1.59904563357459,20.2687108603882,17.2735448171353,17.9050602208511,20.6298894067723,21.4272925706346,23.2744063597374,15.5278574150544,17.5283991614066,23.7579924387217,22.2242244167319,9.13527602872861,33.3296245819001,24.368330021215,23.1724427641173,13.3821878351217,16.8540583084825,21.7218215121449,12.0643522978261,25.2363418048043,18.5135485258589,28.5751265867543,17.6675274900365,19.8840803741666,17.5018388370273,18.2855972138212,27.7427453085526,20.0498511021913,20.5051502111391,24.4900352001754,14.4009702467151,2.03688569902954,2.07448648598405,0.286177519010275,5.35685738151846,6.69816185964009,4.51916746835362,1.82230652420312,3.65633488535619,5.15496829568963,0.977376948574109,7.42979318023898,3.4953321934658,3.537157603468,2.21564520772439,6.19384105192754,1.64187662532263,2.95259585376485,1.33931135804797,4.31891339758673,3.63617796130525,2.23448471508567,4.82088296651082,2.61068737792341,2.98096660379959,2.50084945733268,2.23043230935311,5.4777347221798,2.56871959727541,2.75639844274166,3.94158488833938,0.952339550546901,6.98717438903709,3.19854261704965,7.62519859304253,2.21294646699744,3.02822873414989,2.99117438841042,19.3083351479836,20.65239168765,19.3704655093372,26.565494195303,21.4963572869236,16.9120254620592,3.75607768852219,3.46214069372874,2.76925328832656,6.01279372276949,8.25194069938969,19.7770641149903,21.6579589814286,2.74411652985258,3.32915722352583,7.13236721107959,6.65482445518757,32.544062651605,24.8511135614131
35,2.84491680093765,2.89866331316069,2.12648568782057,2.68686326312402,3.96888716453021,3.94498590261086,2.57943024845283,2.50431818749414,3.41278351658767,3.26302365474025,3.98631208532002,4.15033907916837,3.01096578748204,20.3973572198138,17.9134723470793,17.6398330679781,17.7533027586021,20.8538634099689,21.5130343927036,16.6696394040198,18.5987493743074,23.0712069733317,21.8505994283407,14.1251971628135,31.0962114398137,27.8066246048539,24.7397121417855,19.5760577855494,21.8134160998361,27.182552777847,18.1625150352736,25.2138335940021,22.0345206162026,33.0197857685157,22.3691965520742,25.8218360590598,19.5484500893946,21.9777790074371,30.2955498955649,23.8389427591784,26.1241692106259,32.934995026998,15.2700325181491,2.4186570875287,1.61376376906047,1.24479498091573,7.31683636172203,5.27416351736211,4.15925759067302,2.95559475742149,3.71039099116096,5.3696776226532,2.62337702285885,5.89800641010538,4.30686497685671,3.43997877905873,2.78825822592457,6.6916939408936,2.68302033069413,3.57778696365127,2.17605481764847,4.051098327445,4.35024258251915,2.89133192402934,5.95839607714328,4.01732917801243,3.81355523690089,3.43880662768597,2.90319493308587,6.57598671593544,3.83260896731484,3.86028575642636,5.07971302420732,1.65698623667443,10.1116698480549,10.1848423377182,15.5938250662354,2.92873698698045,3.7440192541329,3.70696490839343,18.4827599496939,19.8268164893603,18.5448903110475,29.6817660973846,24.6126291890052,20.0282973641408,4.21789211734703,3.92395512255357,3.2310677171514,13.2373122249374,15.4764592015576,18.9514889167006,24.7742308835102,3.4599070498356,3.79097165235067,14.3568857132475,-16.2311029676601,26.4902301868815,-13.7206776281028
36,2.63181916121242,2.72989003652541,1.6531391703532,2.67820445035892,3.50242494960936,3.51795566060418,2.43751283601864,2.42106041466527,2.94910898041926,2.61313152327815,3.01054564767772,3.8255092530864,1.83963803893576,21.6902936576494,17.3624492759487,17.5341458178047,18.9963564932143,21.3135035525017,23.1007792570097,18.0931499264292,17.236253857895,18.7660394587345,21.5821409664431,13.0197649688601,33.1213747060683,23.7373684088839,24.4393458503695,16.8936920324988,12.5038557868827,24.2475660608216,15.8125658337626,27.6621881504589,18.2698704130168,34.6612820834265,18.8259084575939,20.8978971170852,19.8511874432091,20.2843099422658,28.9966459962031,21.484400420407,22.3653496747733,23.9197257401129,16.3237736471756,2.6226361257765,2.2961737629883,1.16722783443642,7.42817663515035,5.84572087836738,4.01191795654054,3.16259136751233,4.20410469005551,5.58643331688937,1.81486422189317,5.76926958737178,3.89936906884874,3.82710025752596,2.39911000646239,6.9601397527069,2.79443228765306,3.25703662650501,1.90099489316328,4.75850346953898,4.36735827829954,2.78555318569414,6.98712183748682,3.62251343443405,3.6794747101112,3.49740011440245,2.79485305132651,6.55144144464294,3.4991942398197,3.68251526011215,4.82735642246811,1.54883724019921,9.03546712559218,6.91520879751162,8.55826895577771,2.35151426283948,3.16679652999193,3.12974218425246,18.8221501225819,20.1662066622483,18.8842804839355,27.968693798,22.8995568896206,18.3152250647563,4.37287003876538,4.07893304397192,3.38604563856975,7.29205883002059,9.53120580664078,19.2908790895886,23.0611585841257,2.88268432569462,3.94594957376902,8.41163231833069,13.1349424532996,13.7357472766284,9.72274857112656
37,3.31208822842147,3.04952699656995,2.07793578964022,2.71676802131285,3.70362847979796,3.89466625119467,2.42772428072067,1.12264948985375,3.50554212628971,2.7019796606173,4.1007483562124,3.64377145562708,0.564439447353191,22.2945389949436,17.1772530771813,19.4605086077486,17.461902696881,19.9074148526514,21.0336632800546,16.124205781423,18.4217870458449,25.4193439181943,21.7676521757674,9.13390728406626,31.1712096418051,24.1589207722923,23.785928199177,15.6751858248451,14.750098367266,21.6978980984365,15.7866004783826,26.1816956935392,22.8305610316071,31.9742811716542,16.3624267876149,18.7992788386814,14.6751390629371,18.4511277090083,27.046362370784,19.9387018761959,20.6386467118483,25.955933113881,11.4133086511191,3.27801903128037,3.22681477293664,1.22386968041298,5.83578926458656,5.40331309796164,4.15750615673012,1.22853247028853,3.68989326794198,4.40568503756358,1.28951885417068,5.94001436914699,3.46175003727217,3.38710374843492,2.11966679894242,7.67607426296924,1.44657117876795,3.02637181857143,1.04191850431702,3.60030338063323,3.43861315522618,1.91979686721995,5.02063864806764,2.57916378973981,2.58208352065582,2.60921107911726,1.90811980081062,4.76611466313528,1.72120973691724,2.22753961871096,3.98968736195941,0.493545288798686,7.68652066157582,5.35046780105093,6.97227070251596,1.9081499730996,2.72343224025206,2.68637789451258,18.6357207816919,19.9797773213582,18.6978511430454,26.2459144903796,21.1767775820002,16.5924457571358,3.83670287899205,3.54276588419859,2.84987847879642,5.74064055040002,7.97978752702021,19.1044497486985,21.3383792765052,2.43932003595475,3.40978241399569,6.86021403871011,2.93447855798882,29.3496991406427,-6.72447763862075
38,3.16418042072778,2.70818819153652,1.79673395212303,2.14957957264872,3.64556874938145,3.06446949785233,2.69137542069212,1.66498802085032,3.12372590072484,2.94027679732629,3.84739119763531,3.97401409475678,1.61604959333625,20.5057540328029,16.9556537133616,17.7975059523592,17.3898878105719,21.2837038164183,24.5746141787168,19.3194709027537,18.20438844343,28.4195131333139,21.0633793834458,10.274938038119,26.4439782715833,27.8577427714856,24.3223710103842,15.7380230209263,22.8031120626422,22.998753948333,18.0904201765016,23.4025970248962,19.4349882686528,29.1801152473978,16.891439268806,17.7071097495292,17.6726337705518,18.9132089121828,26.7231309338502,19.1207037724181,21.4479740201207,24.7040127681946,14.284515611689,2.29026241814026,5.03946844415437,2.04980799622364,5.78717315070392,5.37583955015238,4.58428731976938,2.59559015742067,3.76679813890791,4.56786919309977,2.6249311417439,6.33011414755768,4.33169303476828,3.6090214286881,1.82614148116849,6.94391906102811,3.17999155856775,3.63417337129695,1.86810959109677,3.95034911900469,3.73806005350718,2.24211906806599,5.44511442393836,2.50357663395618,2.99064118837731,2.8152123846436,2.23824981777514,5.05580246332969,2.31538751491303,2.76922570123621,4.63757060228982,1.3289207661582,5.7950915735707,4.31037396963773,7.2873024679386,2.28002136518931,3.09530363234176,3.05824928660229,18.4211129988562,19.7651695385226,18.4832433602098,26.0278813167956,20.9587444084162,16.3744125835518,4.58217860682739,4.28824161203394,3.59535420663176,5.65466740306734,7.89381437968753,18.8898419658629,21.1203461029212,2.81119142804445,4.15525814183103,6.77424089137744,19.1244527407914,16.1761175656878,31.7358050493643
39,2.85241001239491,2.73315959627013,1.90253042942133,2.39121884760011,3.55900787634706,3.42123540473483,2.79021319168541,1.95722218719987,3.13971087981423,2.2763059319016,3.74436900707195,3.7399937295341,1.38855470759743,19.6864402877722,15.9845736772295,17.8854626492465,16.7329896269234,18.2793897615051,21.6882784623864,18.0208005735106,18.7210458664847,28.294797815736,22.0996541228476,7.22153954776691,29.4933070133723,25.6707247377168,20.758805469553,12.2057276932971,17.5072938210829,20.1085536475791,10.0040102873878,26.3317472242634,18.7500224914409,29.7088832534649,15.9532842495745,16.8441058069884,15.7098729566528,16.6344759448846,26.7672640472499,19.2781168671963,20.691032901198,26.0293430819711,13.7561753319715,2.52745060426999,4.8087017711202,1.25084487107157,6.27933889881709,4.36420166772642,4.05304979178869,1.67093646635682,3.56224779445007,5.02775632942291,2.23987749305701,6.47023753209184,3.74917338448466,3.53576006792803,1.760887268338,5.18091621540119,1.82476574868385,3.34860977104313,0.747382976137029,4.23836798603823,3.32510501774482,1.9783040148201,5.67039083206902,2.44058277524773,2.65624417786824,2.30431718085533,1.96804446536432,5.06430975176871,1.88948573485824,2.32586549722341,3.55356768873859,0.802779274656065,7.08159156694474,3.75835735648304,6.24220821932383,2.14180576915989,2.95708803631234,2.92003369057287,17.4331205015718,18.7771770412382,17.4952508629254,26.0892485048641,21.0201115964847,16.4357797716203,3.83082817120266,3.5368911764092,2.84400377100702,4.96911531104895,7.20826228766914,17.9018494685785,21.1817132909897,2.67297583201503,3.40390770620629,6.08868879935904,5.71887802694816,32.0506300487429,5.5067879048886
40,3.25059839279294,3.06651297829908,2.23980399987616,3.05563283592997,3.61893077872582,3.31468100837615,2.42484351977081,2.0617603998022,3.2805883432608,2.37082967730958,2.81294426571109,3.70116733222453,1.85905103436403,20.7048728141391,16.9679943312527,19.1491066034503,17.1807426516278,21.2938015018742,21.8121888335816,18.5741611130716,19.7302600910478,18.93745027671,21.138310008938,11.9234543299372,31.6825836566612,26.0473156183731,23.1439882062566,14.5480247267394,21.6490592760643,26.3934467618191,13.6392459838734,27.0127618876173,19.729175451069,28.7600763626533,17.3343979365106,18.5746504433956,18.3804062291936,18.0769031345847,29.2110486401945,18.5239674139056,21.2940552947112,27.3951900169812,15.8841897947471,2.63081715701248,3.99749313434046,1.89780707080561,7.88311869013516,6.65433154354327,4.73127608846096,2.78835412286138,3.95520308654429,5.29313630896935,2.34424469445073,5.33607446836547,4.37502016484958,3.80667514886606,2.61132037779687,5.76792459430245,2.97155505253441,3.33231440685066,1.91189022839938,4.58221157301488,4.09229134632879,2.573896962009,5.74209548223482,2.96913517350296,3.41118926870188,2.79966438439511,2.57806815888663,6.18486125776091,3.16319589068008,3.32680930346447,4.3970889400939,1.35444863828197,6.35391195551628,7.98269938148247,9.8019537062068,2.43030049540439,3.24558276255685,3.20852841681737,18.5320014678812,19.8760580075475,18.5941318292348,26.6126597175627,21.5435228091833,16.9591909843189,4.41876379228514,4.12482679749169,3.43193939208951,7.975169889288,10.2143168659082,19.0007304348878,21.7051245036883,2.96147055825954,3.99184332728878,9.0947433775981,-3.16718870779386,27.6195271176599,8.67175684993817
41,2.64872621135233,2.91031801074552,2.37280704641314,2.55999850460622,3.57205037789237,4.14372503223538,2.41886867165584,1.90092764567129,3.75849056687257,2.25946262580854,3.45866590086663,3.44602874000934,1.34006177492275,21.7989748617155,13.1921944875017,18.8805405614878,17.5840179840907,20.3563253791211,22.9711542289587,20.076687463474,19.1711138167067,23.9068122773439,22.3151298443801,14.6883298905218,31.0997522418761,22.8452625153649,23.9648970840902,19.3911836450685,26.2213127880699,28.2084507828072,21.8487292362116,25.6671172950393,17.0918148261034,30.3033552189703,20.2070897503151,18.5403282759364,18.0648708030591,16.9705214696025,25.5959170946223,19.6244196335054,19.6941500004013,21.1859415915964,14.5523408165672,3.22363482805849,3.17663669106414,1.33342629221115,6.79211807479453,5.66817618304309,3.63325515347747,2.68643334132871,3.79265486949868,5.23462630951828,3.10630850049361,6.53761139898341,4.30391179208251,3.58309729988768,2.76375840460532,5.50933439319108,2.58824505704044,3.54251186620248,2.20925427241602,5.34171283455781,3.55752120459254,2.33795531821876,5.87532161552253,3.72357554044368,3.11212189706165,2.25616102675946,2.33641063120743,5.47812214480712,2.62272412806599,2.93029094944696,3.93281674919129,1.22133227746268,8.31616533717552,6.92311799758196,7.00529727793111,2.13170292324569,2.94698519039814,2.90993084465867,18.1000767489995,19.4441332886658,18.162207110353,25.9908160542113,20.9216791458319,16.3373473209675,4.49807334054055,4.2041363457471,3.51124894034492,5.96232418394172,8.20147116056192,18.5688057160061,21.0832808403369,2.66287298610084,4.07115287554419,7.08189767225182,8.37132164381848,10.5318089428285,-5.72142780712427
42,1.63766131986828,3.03671470152898,2.15532071801577,2.81551073113683,3.6459053773853,3.11769224697545,2.24360229729375,0.576631567325351,3.57290843906906,2.02408923232934,3.50886535884958,3.11659251543987,0.764157269099231,21.1259564833212,16.8890142846028,18.5021227961625,18.9993309860901,19.8882848914044,19.7742703520057,17.032010747494,17.862530457733,26.2326383449491,20.1436241395057,4.50849003637305,28.8279481363915,18.4442276999859,18.0523975602902,9.02851251030965,11.801192812336,19.0419839689485,5.97557564666193,24.3893234071974,17.3144722947868,28.3367908658677,14.1407473635179,14.4949868194106,12.0062491133777,15.1759083977466,29.8513881872712,18.6934726856747,21.122548818571,21.5321592447177,12.3607612589061,1.62640950965653,0.879163834916246,1.28584321157092,6.06771446569419,4.02675879239073,3.7631836764604,0.863626843119801,3.92525415407548,5.00663954825291,1.35328833404854,7.72417431877674,2.9194924811034,3.55530518730471,1.73275503184327,6.02927441388552,1.4718315427499,3.38034580150034,1.33985659095391,3.96331023196405,3.74456992383079,2.05421466214256,6.4403767828353,2.55835441644621,2.75246218417126,2.30692549423777,2.0457920953239,5.49616295031368,2.0117423336625,2.45343625837258,3.79536440879855,0.952048415743542,6.59253781728208,2.16249501028181,2.46284799450742,1.7564999806753,2.57178224782775,2.53472790208828,18.3405823615038,19.6846389011701,18.4027127228574,25.0561245367318,19.9869876283523,15.402655803488,3.7194384712319,3.42550147643845,2.73261407103627,1.79886634258898,4.03801331920917,18.8093113285104,20.1485893228574,2.28767004353044,3.29251800623554,2.91843983089908,8.97860562621544,43.2861654655526,-4.74727936348452
43,2.72785535965943,2.67091520694137,2.16987343088894,3.45537797690118,3.27752582320347,2.97458217192971,2.46251535425162,1.54627090504982,3.07949677195701,2.52196863376722,3.25885672621498,3.22750378123443,2.21741945862929,20.6029328694413,18.3580941194243,18.8774964224847,18.3336621621796,19.3668366057975,21.0853218557175,15.6872051805752,17.0943116299016,16.5346490462048,22.649998261313,9.36501836312828,29.4026469162016,21.7552952149406,21.4552039987845,13.7110921041305,21.9599649041454,22.9590294175351,12.2078308682874,26.4558244903715,23.8522819330446,28.2826799377249,17.4819806776321,21.2353592081904,17.2801058726643,19.6084457892952,28.2717569817264,19.2493248241756,20.5825938264388,23.8651946805063,16.9890269138806,1.88913688972135,3.56135225819631,0.48122123359908,7.44263960290765,6.67317988925178,4.21463329207123,2.24615984938681,3.88097030725016,5.0328287752135,1.88351228634132,6.75365387437751,3.44311981332846,3.31815508398564,2.40142070763742,6.46353550367073,2.18450923783408,3.18636057953263,1.70044239353747,5.05473254037912,4.5422280740617,2.76862108954142,6.11177834412111,3.6008376176734,3.65801097978187,3.1971005475388,2.77750944772736,6.27390583869697,3.55656868939132,3.6540572827615,4.68130216336657,1.67219896157605,5.48473694423082,8.52920469220973,5.98306831402074,2.3888083558023,3.20409062295475,3.16703627721528,18.3616072914038,19.7056638310702,18.4237376527574,26.5850829428703,21.5159460344909,16.9316142096266,4.05829561050743,3.76435861571397,3.07147121031179,4.86700381808133,7.10615079470152,18.8303362584105,21.6775477289959,2.91997841865744,3.63137514551106,5.98657730639142,0.503212092745541,30.3314824814117,-19.8660102808947
44,3.09709149683533,3.1643442363365,2.47985052668616,2.85248302770344,3.67780076865305,3.29971519284671,2.53561345570956,1.58222851046125,3.52377337497061,2.50363722318818,3.75465117979556,3.26961005934267,1.40631632340315,21.0642682504069,17.8082231500455,17.6758671469745,18.3841102792612,21.1208694190816,20.9706858458031,15.3885887909433,17.8436118177886,23.0764009361197,21.858382730207,17.2036443708709,35.8975136086352,28.5436629119401,27.6883995458586,24.8736134208305,26.1991537144386,30.5148159398705,25.6151048182488,27.2940109830796,20.9775776469023,30.2143322169249,18.8090545895483,22.4776308351589,20.3702344456738,21.5423687192448,29.330528836415,21.4015498575791,22.1292155710076,24.777074231601,17.4656616595766,2.17253499276894,2.32778599333433,2.97564291882595,8.50918323418647,6.97472058094696,5.55985913399149,3.11113974214307,3.58670132041132,5.60451898443252,3.61368410686089,6.86096654528721,3.9567970863815,4.14192650235681,2.67719077493272,5.58812789643927,2.43795855267099,3.36556072968608,2.8766379801704,4.59614511721418,4.16058615110271,2.5309357425097,5.82395664943062,3.22270001121125,3.35673262947054,2.8599904838634,2.53406508107548,5.72994249161026,2.97059262814338,3.25460760575825,4.65026078493282,1.29525985200357,5.26931736456534,10.3331681045412,8.01783751852349,2.21995949109518,3.03524175824764,2.99818741250816,18.6965230511558,20.0405795908222,18.7586534125094,28.0486454849791,22.9795085765997,18.3951767517354,4.99461196136124,4.70067496656779,4.00778756116561,6.57154160444603,8.81068858106622,19.1652520181625,23.1411102711047,2.75112955395033,4.56769149636488,7.69111509275612,19.6134630911546,-7.85434667636842,-22.5913639260706
45,1.601342223969,2.61786845838004,1.85107221768515,2.32096818603083,3.72008956215837,3.70616316277289,2.71840732748608,1.5057362882591,3.19901867126915,2.57893599066573,3.6066518799262,4.15499536144366,1.24301395576765,22.7894582986052,18.0615824236874,17.6998472856159,18.7369591341883,20.6985729791756,23.7762627636088,22.3121056661092,20.5128454018982,22.0064649723786,23.1841871607211,13.698177148863,34.6261847851139,27.194417255904,23.2819514471495,18.0745553994074,24.6037486258215,28.4917001446038,18.4793430491783,26.0767973620911,20.3941747587408,29.1866864694459,18.4908803495835,18.0545073595514,18.6073672569171,18.4116756166902,26.5993834662593,20.1984774333066,21.2664641572793,27.9779966821557,15.2276603817863,2.95563114228504,1.75305426094796,2.62425296984215,6.55671899071159,5.93370833188692,4.25993016891458,2.2634621148727,3.68864951569521,4.45797909435943,2.20884805160437,5.91963465842625,3.78540649850436,3.31404917507717,2.53686768089661,6.41217802513358,2.52713216588782,3.13998869748479,2.38922900272634,4.46845580938522,3.84657674842792,2.04680265965215,4.7093079111865,2.11912192855741,2.74306742348587,2.08142220112175,2.03820056340479,4.71752855660442,1.97739809323999,2.44098004382782,3.98951832103334,1.07121765144852,4.04595131849748,4.53709125491231,6.07498797113171,2.06852989584378,2.88381216299624,2.84675781725676,19.2996813629968,20.6437379026631,19.3618117243503,26.8924499245197,21.8233130161403,17.2389811912759,4.40699747391342,4.11306047911997,3.42017307371779,4.4657402973314,6.7048872739516,19.7684103300034,21.9849147106453,2.59969995869893,3.98007700891706,5.5853137856415,-27.8079793538496,-1.15773812835359,8.30301532567462
46,2.33345965683817,2.84556747974922,2.20702889792259,2.15894570437427,4.11986791033915,3.81574888442059,2.73218289218844,1.23308044452666,3.8244541108335,1.98785460554695,3.80351742048255,3.02919062061215,0.779519258609386,19.5864513940008,14.9401825645122,19.0008581822378,16.3730518491376,16.4831295980121,21.7907411304343,15.6863683912095,16.9243425905855,28.0452991600592,19.964504009719,2.1459033488514,30.5467620049181,21.8529423667336,21.9370791704856,11.4898239676612,22.1318059155514,27.5598794430036,9.31979592418289,23.8478446329259,20.7082837293361,26.9161120179203,13.7053360301244,13.9306513289418,12.5164909998906,15.9223965874762,26.6124052625645,17.9745803914955,18.2915149782654,20.1876217308702,12.13786557251,2.41927066638838,1.09785792924017,1.29875378222349,5.19258923606141,5.29104587006076,3.7413682751867,2.99976597385283,4.15714705955127,5.09933738465718,1.30941098810888,7.38980592445989,3.48842265365384,3.853150660712,1.94736790180771,5.74422974720021,1.06905337905264,3.03277405664294,0.600672767109371,4.40154214289299,3.91566564666429,2.08221472598584,4.63641451197766,2.28037887231014,2.7879560702841,2.20447391293932,2.07447292657302,5.79261857993708,2.10908082644246,2.50049593361932,3.77375533368118,1.16573157792528,5.03096370684588,2.65370585931364,2.92619984346922,1.8752501481994,2.69053241535185,2.65347806961238,16.9129845140302,18.2570410536965,16.9751148753838,24.4292303036922,19.3600933953128,14.7757615704484,3.83890072021793,3.54496372542447,2.8520763200223,1.98115392009502,4.22030089671522,17.3817134810368,19.5216950898178,2.40642021105455,3.41198025522157,3.10072740840512,-10.5934096171965,20.9800555167426,29.1183139478289
47,2.96494714267419,3.06090330235926,1.91151291294722,2.63928355405921,3.59506305147098,3.34781450586267,2.02586354025734,1.89436456663431,3.85051627211899,2.57248741290153,3.66236131276303,3.55095069106536,1.17082871160186,21.0374420208951,19.1488194034516,18.3655921308628,19.1433599321643,21.8050818763947,20.2007761811072,15.654698787041,20.1475584773657,19.747974911311,23.8175603024402,15.9040447035536,33.607555346732,25.9581583740086,25.9119915440538,20.468998883254,23.5594341372995,28.5424781751567,20.0139346103878,27.8405972206485,20.1568930621966,32.7545403320028,21.6580943947452,21.0329955663585,16.8550585446858,20.430998107598,29.8406183557493,21.4570271348529,24.6985391270186,25.3338329389874,16.4496678318088,2.6578194044758,3.31777229486063,1.70712609761373,7.14834979376983,6.29526255173127,3.33951505490719,3.89487601057931,3.90289070867976,4.90384363846551,3.51785633970706,6.21589684631218,4.38930569814954,3.58233303483145,2.66449457314538,6.24622450956208,2.09707656867826,3.02018929860124,2.27160248567513,4.60244610456907,3.72264761518288,2.26228077340318,6.54462546485472,2.88838379314899,3.01619715183764,2.485379992531,2.25889959861943,5.40504078214136,2.37405479519017,2.80310907007831,4.13215764631831,1.2300799083888,8.49514107094774,5.38533719830001,5.71449480091025,2.08527813134712,2.90056039849957,2.8635060527601,19.5191710307093,20.8632275703757,19.5813013920629,28.4082399576653,23.3391030492859,18.7547712244216,4.55901092463267,4.26507392983921,3.57218652443703,4.86002393430818,7.09917091092838,19.987899997716,23.500704743791,2.61644819420227,4.1320904596363,5.97959742261828,-6.43239981342868,22.9618091599826,-22.6987791923614
