"gen","predicted.value","std.error","weight","lower_95","upper_95"
"1",32.8911846002263,2.50489325517755,1.92227215708407,28.7706351954592,37.0117340049933
"2",31.0106180077716,2.50742199919817,1.92227218008093,26.8859088190906,35.1353271964526
"3",25.4098635915535,2.60264870759822,1.92227215708408,21.1285064675545,29.6912207155526
"4",29.4323417460638,1.31957877799456,3.53056657224626,27.2616346562628,31.6030488358649
"5",31.0107843382492,1.77292716293821,1.92227218008091,28.0943191552158,33.9272495212826
"6",26.3336926864097,1.31984102557885,1.92227215708409,24.1625541993325,28.5048311734869
"7",25.0216711647441,2.48681551158956,1.92227218008091,20.9308596481793,29.1124826813089
"8",25.7160373182508,2.58415048666049,3.53056657207893,21.4651097676943,29.9669648688073
"9",28.9335424470885,2.58372473028747,3.53056657224624,24.6833152657656,33.1837696284114
"10",29.4784419007138,2.31783687292325,1.92227218008092,25.665600244755,33.2912835566725
"11",27.9129023899789,1.81350023520427,1.92227218008092,24.9296945030679,30.8961102768899
"12",26.2340876764605,2.19594130038323,3.53056657224632,22.6217642373301,29.8464111155909
"13",29.4330306235707,2.07636283224095,3.53056657207888,26.0174137645343,32.848647482607
"14",30.8603654767523,2.15974590978378,1.92227218008094,27.307583455158,34.4131474983466
"15",25.0812480537167,1.33222220529169,3.53056657207891,22.8897425260118,27.2727535814215
"16",24.6606924931437,2.44364757851767,1.92227218008091,20.6408922264821,28.6804927598053
"17",31.2689495906522,1.60187610851313,3.5305665720789,28.6338633921481,33.9040357891563
"18",32.11689905593,1.78462232646404,1.92227218008092,29.1811953288967,35.0526027829633
"19",28.7135671725558,2.16025087034097,1.92227215708407,25.1599544908449,32.2671798542667
"20",31.3648703356698,2.28992185938568,1.92227218008091,27.5979488769804,35.1317917943592
"21",25.3026314841539,2.17827442229952,3.53056657207888,21.7193700594712,28.8858929088366
"22",32.4336067053758,2.10810954643554,3.53056657207895,28.9657665014893,35.9014469092622
"23",29.8804994196585,2.04272364650549,1.92227215708409,26.520219021157,33.2407798181601
"24",28.5890449561852,2.31218895642488,3.53056657224625,24.7854941228662,32.3925957895041
"25",27.8894288734405,2.07537290491033,3.5305665722463,24.475440444863,31.303417302018
"26",28.4183047649615,2.59291549266858,3.53056657207889,24.1529587795217,32.6836507504014
"27",28.5663628126587,2.45860045697425,1.92227218008093,24.5219650609361,32.6107605643814
"28",23.1284480164016,2.2277114581834,3.53056657224627,19.46386266769,26.7930333651133
"29",28.8205815674475,2.46572158314284,1.92227218008093,24.7644695631775,32.8766935717175
"30",27.1402490936205,2.15879355922996,3.53056657207885,23.5890336886872,30.6914644985538
"31",28.7927650710591,2.24449774420705,3.5305665722463,25.1005662818385,32.4849638602797
"32",27.6440153427667,2.54683501339305,1.39647136728986,23.4544717457351,31.8335589397982
"33",29.6581724150859,2.2284048078342,1.92227218008093,25.9924465061986,33.3238983239731
"34",34.4615250833937,2.04787818127953,1.9222721570841,31.0927654751889,37.8302846915985
"35",26.8345968043332,2.47946319412331,3.5305665720789,22.7558798500004,30.9133137586661
"36",25.7956436756912,2.24529822146388,1.92227218008091,22.1021281013831,29.4891592499993
"37",30.1936061582582,1.78054009235653,1.92227218008092,27.2646177063317,33.1225946101847
"38",30.2710760382444,1.30580678985795,3.53056657224627,28.1230238689281,32.4191282075607
"39",32.2398270896488,1.32701946026906,1.92227218008093,30.0568800775062,34.4227741017914
"40",22.2790404150307,2.15707382606225,1.92227218008092,18.7306539711583,25.8274268589031
"41",28.5736376343479,2.24365946902222,3.53056657224622,24.8828178078064,32.2644574608895
"42",31.2670599742196,2.47872165322145,3.53056657224627,27.1895628546703,35.3445570937689
"43",21.8125765053772,1.5467625162838,3.53056657224624,19.2681521660904,24.3570008446641
