merged,Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
WA_2019_5,WA,1,1,10101,123,1,4,2019,5,NA,NA,21.1,3.31,13.3,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,2,10102,29,1,3,2019,5,NA,NA,11.3,2.21,10.2,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,3,10103,162,1,2,2019,5,NA,NA,20.8,3.05,15.2,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,4,10104,201,1,1,2019,5,2.6,17.84,18,3.53,12.4,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,5,10105,126,2,4,2019,5,NA,NA,13.9,2.3,9.2,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,6,10106,191,2,3,2019,5,NA,NA,17.4,2.31,11.4,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,7,10107,159,2,2,2019,5,NA,NA,18.6,2.99,13.7,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,8,10108,139,2,1,2019,5,NA,NA,17.3,3.21,7.6,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,9,10109,77,3,4,2019,5,NA,NA,16.8,2.09,7.9,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,10,10110,69,3,3,2019,5,NA,NA,22.6,2.36,13.7,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,11,10111,121,3,2,2019,5,NA,NA,19.8,2.84,13.7,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,12,10112,84,3,1,2019,5,NA,NA,18.5,3.27,11.1,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,13,10113,133,4,4,2019,5,NA,NA,16.9,1.7,9.5,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,14,10114,125,4,3,2019,5,NA,NA,13.1,2.13,5.4,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,15,10115,202,4,2,2019,5,2.8,17.49,16.9,2.39,11.4,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,16,10116,32,4,1,2019,5,NA,NA,20.5,3.17,15.9,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,17,10117,37,5,4,2019,5,NA,NA,14.4,1.89,8.9,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,18,10118,13,5,3,2019,5,NA,NA,17.4,2.41,7.3,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,19,10119,116,5,2,2019,5,NA,NA,15.1,2.48,8.6,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,1,20,10120,164,5,1,2019,5,NA,NA,17.6,3.27,12.1,3.53,2.39,18,16.9,17.84,17.49,2.6,2.8
WA_2019_5,WA,2,1,10201,35,6,4,2019,5,NA,NA,17.1,1.99,19.1,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,2,10202,146,6,3,2019,5,NA,NA,21.1,3.11,14,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,3,10203,43,6,2,2019,5,NA,NA,15.5,2.36,7.6,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,4,10204,24,6,1,2019,5,NA,NA,15.3,2.78,8.6,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,5,10205,202,7,4,2019,5,2.6,19.47,17,1.44,13.7,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,6,10206,104,7,3,2019,5,2.7,18.13,17.8,3.21,11.7,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,7,10207,76,7,2,2019,5,NA,NA,15.9,2.35,8.9,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,8,10208,107,7,1,2019,5,NA,NA,21.3,3.11,15.6,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,9,10209,158,8,4,2019,5,NA,NA,20.4,2.72,17.1,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,10,10210,195,8,3,2019,5,NA,NA,19.4,2.94,13,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,11,10211,78,8,2,2019,5,NA,NA,15.5,2.31,7.3,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,12,10212,3,8,1,2019,5,NA,NA,21,2.8,11.4,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,13,10213,82,9,4,2019,5,NA,NA,18.5,1.94,10.5,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,14,10214,201,9,3,2019,5,2.4,19.18,16.5,2.55,10.2,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,15,10215,34,9,2,2019,5,NA,NA,19.9,2.95,17.1,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,16,10216,156,9,1,2019,5,NA,NA,22.4,3.29,18.4,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,17,10217,6,10,4,2019,5,NA,NA,21,1.64,7.9,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,18,10218,52,10,3,2019,5,NA,NA,13.5,1.94,6.7,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,19,10219,90,10,2,2019,5,NA,NA,15,1.37,5.1,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,2,20,10220,140,10,1,2019,5,NA,NA,15,2.26,5.7,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA_2019_5,WA,3,1,10301,91,11,4,2019,5,NA,NA,18.5,2.6,12.7,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA_2019_5,WA,3,2,10302,201,11,3,2019,5,2.5,17.96,18,2.71,9.5,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA_2019_5,WA,3,3,10303,40,11,2,2019,5,NA,NA,13.3,2.09,8.9,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA_2019_5,WA,3,4,10304,177,11,1,2019,5,NA,NA,18.9,3.05,10.5,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA_2019_5,WA,3,5,10305,119,12,4,2019,5,NA,NA,16.3,1.81,10.2,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA_2019_5,WA,3,6,10306,189,12,3,2019,5,NA,NA,20.3,3.29,14.9,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA_2019_5,WA,3,7,10307,145,12,2,2019,5,NA,NA,17.3,2.6,12.4,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA_2019_5,WA,3,8,10308,186,12,1,2019,5,NA,NA,21.8,2.45,9.5,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
