merged,Location,block,Position,ID,id,row,col,Year,Cut,MSC,DM_Pct,Height_inch,Yield_MgHa,FallDormancy_cm,MSC_201,DM_201,Height_201,Yield_201,FD_201,MSC_202,DM_202,Height_202,Yield_202,FD_202
WA_2020_3,WA,1,1,10101,123,1,4,2020,3,3,NA,18.5,4.3,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,2,10102,29,1,3,2020,3,4.3,NA,14,2.25,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,3,10103,162,1,2,2020,3,3.2,NA,20.3,4.59,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,4,10104,201,1,1,2020,3,3.4,NA,18.7,3.28,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,5,10105,126,2,4,2020,3,3.6,NA,14.9,3.14,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,6,10106,191,2,3,2020,3,3.6,NA,17.3,3.55,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,7,10107,159,2,2,2020,3,3.7,NA,20.8,4.63,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,8,10108,139,2,1,2020,3,3.1,NA,19.9,3.38,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,9,10109,77,3,4,2020,3,4,NA,15.3,2.67,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,10,10110,69,3,3,2020,3,3.4,NA,21,3.87,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,11,10111,121,3,2,2020,3,3.9,NA,18.2,4.16,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,12,10112,84,3,1,2020,3,3.3,NA,22.8,3.59,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,13,10113,133,4,4,2020,3,4.3,NA,15.1,2.56,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,14,10114,125,4,3,2020,3,2.7,NA,13.8,2.11,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,15,10115,202,4,2,2020,3,2.8,NA,16.9,3.67,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,16,10116,32,4,1,2020,3,3.3,NA,19.6,4.02,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,17,10117,37,5,4,2020,3,4,NA,14.8,2.34,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,18,10118,13,5,3,2020,3,3.5,NA,15.5,2.81,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,19,10119,116,5,2,2020,3,2.4,NA,16.4,3.75,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,1,20,10120,164,5,1,2020,3,3.6,NA,18,5.47,NA,3.4,NA,18.7,3.28,NA,2.8,NA,16.9,3.67,NA
WA_2020_3,WA,2,1,10201,35,6,4,2020,3,4.4,NA,21.3,3.07,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,2,10202,146,6,3,2020,3,3.8,NA,24.2,5.27,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,3,10203,43,6,2,2020,3,3.5,NA,14.4,3.18,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,4,10204,24,6,1,2020,3,2.7,NA,15.7,3.2,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,5,10205,202,7,4,2020,3,4,NA,17.7,2.73,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,6,10206,104,7,3,2020,3,3,NA,18.3,4.12,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,7,10207,76,7,2,2020,3,3.2,NA,16.9,3.2,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,8,10208,107,7,1,2020,3,3.2,NA,21.8,4.78,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,9,10209,158,8,4,2020,3,4.2,NA,19.7,4.76,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,10,10210,195,8,3,2020,3,3.6,NA,19.7,4.26,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,11,10211,78,8,2,2020,3,3.5,NA,15.5,2.95,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,12,10212,3,8,1,2020,3,3.1,NA,22.4,3.92,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,13,10213,82,9,4,2020,3,3.2,NA,17.5,2.93,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,14,10214,201,9,3,2020,3,3.4,NA,18.4,3.28,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,15,10215,34,9,2,2020,3,3.8,NA,23.4,5.17,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,16,10216,156,9,1,2020,3,3.5,NA,19.7,4.14,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,17,10217,6,10,4,2020,3,3.4,NA,20.5,2.66,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,18,10218,52,10,3,2020,3,2.9,NA,13.6,2.23,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,19,10219,90,10,2,2020,3,2.7,NA,16,2.46,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
WA_2020_3,WA,2,20,10220,140,10,1,2020,3,2.8,NA,18,3.57,NA,3.4,NA,18.4,3.28,NA,4,NA,17.7,2.73,NA
