merged,Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
OR_2019_4,OR,3,11,30311,144,26,2,2019,4,2,18.98,21,3.07,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,12,30312,79,26,1,2019,4,NA,NA,15,2.49,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,13,30313,195,27,2,2019,4,NA,NA,21,2.8,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,14,30314,77,27,1,2019,4,NA,NA,18,2.49,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,15,30315,54,28,2,2019,4,NA,NA,30,3.39,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,16,30316,161,28,1,2019,4,NA,NA,22,2.73,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,17,30317,104,29,2,2019,4,2,19.83,24,3.58,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,18,30318,177,29,1,2019,4,NA,NA,22,3,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,19,30319,4,30,2,2019,4,NA,NA,18,2.73,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,3,20,30320,201,30,1,2019,4,2,19.62,20,2.75,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR_2019_4,OR,4,1,30401,108,31,2,2019,4,NA,NA,25,3.77,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,2,30402,197,31,1,2019,4,NA,NA,26,3.19,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,3,30403,100,32,2,2019,4,NA,NA,15,2.71,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,4,30404,49,32,1,2019,4,NA,NA,17,2.24,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,5,30405,15,33,2,2019,4,NA,NA,21,3.64,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,6,30406,201,33,1,2019,4,2,19.97,19,3.11,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,7,30407,13,34,2,2019,4,NA,NA,17,3.21,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,8,30408,63,34,1,2019,4,NA,NA,17,2.19,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,9,30409,191,35,2,2019,4,NA,NA,25,3.69,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,10,30410,44,35,1,2019,4,2.1,20.72,24,3.19,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,11,30411,102,36,2,2019,4,NA,NA,27,3.6,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,12,30412,115,36,1,2019,4,NA,NA,19,2.93,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,13,30413,202,37,2,2019,4,2,19.14,23,3.95,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,14,30414,112,37,1,2019,4,2.1,20.48,17,2.95,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,15,30415,131,38,2,2019,4,NA,NA,28,2.93,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,16,30416,85,38,1,2019,4,NA,NA,11,1.89,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,17,30417,126,39,2,2019,4,NA,NA,15,2.62,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,18,30418,67,39,1,2019,4,NA,NA,24,3.21,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,19,30419,47,40,2,2019,4,NA,NA,20,3.25,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,4,20,30420,182,40,1,2019,4,NA,NA,24,3.25,NA,3.11,3.95,19,23,19.97,19.14,2,2
OR_2019_4,OR,5,1,30501,75,41,2,2019,4,NA,NA,12,2.28,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,2,30502,171,41,1,2019,4,NA,NA,24,3.1,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,3,30503,154,42,2,2019,4,NA,NA,20,3.71,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,4,30504,119,42,1,2019,4,NA,NA,19,3,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,5,30505,201,43,2,2019,4,2.6,20.62,19,3.52,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,6,30506,17,43,1,2019,4,NA,NA,19,2.52,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,7,30507,22,44,2,2019,4,NA,NA,18,2.76,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,8,30508,202,44,1,2019,4,3.2,19.75,26,3.68,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,9,30509,82,45,2,2019,4,NA,NA,20,2.88,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,10,30510,50,45,1,2019,4,NA,NA,18,2.49,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,11,30511,134,46,2,2019,4,NA,NA,19,2.91,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,12,30512,62,46,1,2019,4,NA,NA,21,3.26,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,13,30513,29,47,2,2019,4,NA,NA,7,1.63,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,14,30514,122,47,1,2019,4,NA,NA,19,3.41,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,15,30515,137,48,2,2019,4,NA,NA,16,2.69,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,16,30516,71,48,1,2019,4,NA,NA,17,2.71,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,17,30517,41,49,2,2019,4,NA,NA,19,3.38,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,18,30518,39,49,1,2019,4,NA,NA,12,1.98,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,19,30519,28,50,2,2019,4,NA,NA,6,1.63,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,5,20,30520,38,50,1,2019,4,NA,NA,17,2.41,NA,3.52,3.68,19,26,20.62,19.75,2.6,3.2
OR_2019_4,OR,6,1,30601,201,51,2,2019,4,2.1,20.92,18,2.24,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,2,30602,116,51,1,2019,4,NA,NA,17,2.71,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,3,30603,60,52,2,2019,4,NA,NA,23,2.76,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,4,30604,156,52,1,2019,4,NA,NA,25,4.27,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,5,30605,188,53,2,2019,4,NA,NA,23,3.19,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,6,30606,140,53,1,2019,4,NA,NA,17,2.78,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,7,30607,76,54,2,2019,4,NA,NA,14,1.93,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,8,30608,109,54,1,2019,4,NA,NA,18,2.49,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,9,30609,101,55,2,2019,4,NA,NA,18,2.93,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,10,30610,185,55,1,2019,4,NA,NA,21,3.9,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,11,30611,146,56,2,2019,4,NA,NA,26,3.75,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,12,30612,202,56,1,2019,4,2.7,20.29,25,3.64,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,13,30613,129,57,2,2019,4,NA,NA,17,2.76,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,14,30614,87,57,1,2019,4,NA,NA,25,2.71,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,15,30615,150,58,2,2019,4,NA,NA,21,3.26,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,16,30616,155,58,1,2019,4,NA,NA,26,3.84,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,17,30617,98,59,2,2019,4,NA,NA,25,3.06,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,18,30618,3,59,1,2019,4,NA,NA,29,3.21,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,19,30619,88,60,2,2019,4,NA,NA,14,2.39,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,6,20,30620,69,60,1,2019,4,NA,NA,29,3.32,NA,2.24,3.64,18,25,20.92,20.29,2.1,2.7
OR_2019_4,OR,7,1,30701,149,61,2,2019,4,NA,NA,19,2.75,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,2,30702,165,61,1,2019,4,NA,NA,26,3.95,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,3,30703,138,62,2,2019,4,NA,NA,17,2.47,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,4,30704,201,62,1,2019,4,2.1,20.04,18,2.81,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,5,30705,31,63,2,2019,4,NA,NA,16,2.43,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,6,30706,152,63,1,2019,4,NA,NA,13,2.36,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,7,30707,70,64,2,2019,4,NA,NA,28,3.26,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,8,30708,151,64,1,2019,4,NA,NA,24,3.73,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,9,30709,142,65,2,2019,4,NA,NA,8,1.65,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,10,30710,117,65,1,2019,4,NA,NA,19,2.88,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,11,30711,111,66,2,2019,4,NA,NA,20,3.21,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,12,30712,166,66,1,2019,4,NA,NA,24,3.84,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,13,30713,186,67,2,2019,4,NA,NA,24,3.6,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,14,30714,24,67,1,2019,4,NA,NA,15,2.71,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,15,30715,143,68,2,2019,4,NA,NA,18,3.47,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,16,30716,168,68,1,2019,4,NA,NA,26,3.71,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,17,30717,132,69,2,2019,4,NA,NA,15,2.62,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,18,30718,174,69,1,2019,4,NA,NA,20,4.4,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,19,30719,202,70,2,2019,4,2.5,19.67,25,4.25,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,7,20,30720,20,70,1,2019,4,NA,NA,19,3.19,NA,2.81,4.25,18,25,20.04,19.67,2.1,2.5
OR_2019_4,OR,8,1,30801,58,71,2,2019,4,NA,NA,16,3.62,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,2,30802,66,71,1,2019,4,NA,NA,31,3,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,3,30803,36,72,2,2019,4,NA,NA,17,2.56,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,4,30804,19,72,1,2019,4,NA,NA,18,1.87,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,5,30805,169,73,2,2019,4,NA,NA,24,4.3,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,6,30806,118,73,1,2019,4,NA,NA,23,2.93,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,7,30807,201,74,2,2019,4,2,18.66,20,3.23,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,8,30808,91,74,1,2019,4,NA,NA,23,3.84,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,9,30809,105,75,2,2019,4,NA,NA,21,3.67,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,10,30810,72,75,1,2019,4,NA,NA,27,2.5,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,11,30811,158,76,2,2019,4,NA,NA,24,4.03,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,12,30812,141,76,1,2019,4,NA,NA,32,2.69,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,13,30813,135,77,2,2019,4,NA,NA,17,3.38,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,14,30814,162,77,1,2019,4,NA,NA,25,3.78,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,15,30815,57,78,2,2019,4,NA,NA,13,2.34,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,16,30816,12,78,1,2019,4,NA,NA,6,1.08,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,17,30817,56,79,2,2019,4,NA,NA,31,3.1,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,18,30818,202,79,1,2019,4,3.1,20.06,22,3.15,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,19,30819,61,80,2,2019,4,3.2,21.17,25,2.89,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,8,20,30820,184,80,1,2019,4,NA,NA,23,2.84,NA,3.23,3.15,20,22,18.66,20.06,2,3.1
OR_2019_4,OR,9,1,30901,96,81,2,2019,4,NA,NA,19,3.41,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,2,30902,114,81,1,2019,4,NA,NA,24,3.25,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,3,30903,64,82,2,2019,4,NA,NA,24,2.65,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,4,30904,164,82,1,2019,4,NA,NA,18,3.34,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,5,30905,196,83,2,2019,4,NA,NA,25,3.64,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,6,30906,68,83,1,2019,4,NA,NA,16,2.02,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,7,30907,202,84,2,2019,4,2.7,18.12,24,3.34,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,8,30908,30,84,1,2019,4,NA,NA,19,2.84,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,9,30909,170,85,2,2019,4,NA,NA,24,3.9,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,10,30910,120,85,1,2019,4,NA,NA,19,3.21,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,11,30911,16,86,2,2019,4,NA,NA,13,2.37,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,12,30912,86,86,1,2019,4,NA,NA,21,2.63,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,13,30913,33,87,2,2019,4,NA,NA,13,2.19,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,14,30914,8,87,1,2019,4,NA,NA,14,2.45,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,15,30915,23,88,2,2019,4,NA,NA,18,2.71,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,16,30916,201,88,1,2019,4,2.5,20.11,19,2.87,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,17,30917,128,89,2,2019,4,NA,NA,16,2.56,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,18,30918,194,89,1,2019,4,NA,NA,26,3.56,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,19,30919,52,90,2,2019,4,NA,NA,9,1.8,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,9,20,30920,73,90,1,2019,4,NA,NA,29,2.47,NA,2.87,3.34,19,24,20.11,18.12,2.5,2.7
OR_2019_4,OR,10,1,31001,148,91,2,2019,4,NA,NA,20,2.02,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,2,31002,157,91,1,2019,4,NA,NA,23,2.97,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,3,31003,80,92,2,2019,4,NA,NA,24,3.45,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,4,31004,6,92,1,2019,4,NA,NA,29,2.63,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,5,31005,93,93,2,2019,4,NA,NA,18,2.86,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,6,31006,45,93,1,2019,4,NA,NA,18,2.02,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,7,31007,83,94,2,2019,4,NA,NA,20,3.77,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,8,31008,147,94,1,2019,4,NA,NA,26,2.88,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,9,31009,125,95,2,2019,4,NA,NA,11,2.19,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,10,31010,202,95,1,2019,4,2,19.35,24,2.3,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,11,31011,172,96,2,2019,4,NA,NA,20,3.8,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,12,31012,106,96,1,2019,4,NA,NA,23,3.36,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,13,31013,89,97,2,2019,4,NA,NA,25,2.93,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,14,31014,127,97,1,2019,4,NA,NA,19,2.84,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
