merged,Location,block,Position,ID,id,row,col,Year,Cut,MSC,DM_Pct,Height_inch,Yield_MgHa,FallDormancy_cm,MSC_201,DM_201,Height_201,Yield_201,FD_201,MSC_202,DM_202,Height_202,Yield_202,FD_202
WA_2020_1,WA,1,1,10101,123,1,4,2020,1,3.1,18.95833333,25.5,6.92,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,2,10102,29,1,3,2020,1,4.3,14.95253165,20.4,3.79,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,3,10103,162,1,2,2020,1,3.2,18.22526685,26.9,6.06,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,4,10104,201,1,1,2020,1,3.5,17.77197563,23.8,6.52,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,5,10105,126,2,4,2020,1,3.4,16.47117544,21.2,4.82,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,6,10106,191,2,3,2020,1,3.7,19.59331652,22.7,5.83,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,7,10107,159,2,2,2020,1,3.1,18.05803571,27.6,8.49,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,8,10108,139,2,1,2020,1,2.8,16.69306303,22.3,7.2,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,9,10109,77,3,4,2020,1,3.8,17.31123389,19.3,3.85,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,10,10110,69,3,3,2020,1,3,15.78185328,23.7,4.68,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,11,10111,121,3,2,2020,1,3.4,18.26884723,22.9,5.6,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,12,10112,84,3,1,2020,1,3.8,16.75569801,27,5.77,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,13,10113,133,4,4,2020,1,3.7,17.66061654,19.3,3.84,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,14,10114,125,4,3,2020,1,3.4,13.63224638,19.2,3.17,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,15,10115,202,4,2,2020,1,3.5,18.99813483,26.2,7.08,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,16,10116,32,4,1,2020,1,3.5,17.5330183,26.7,6.33,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,17,10117,37,5,4,2020,1,3.8,17.5024777,21.3,3.88,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
WA_2020_1,WA,1,18,10118,13,5,3,2020,1,3.4,17.7278402,21.6,4.95,NA,3.5,17.77197563,23.8,6.52,NA,3.5,18.99813483,26.2,7.08,NA
