env,block,id,position,row,col,resp,cov1,cov2
OR_2018_1,2,21,12,16,1,2.4,2.2,2.7
OR_2018_1,2,179,11,16,2,2.1,2.2,2.7
OR_2018_1,2,92,14,17,1,2.2,2.2,2.7
OR_2018_1,2,59,13,17,2,2.6,2.2,2.7
OR_2018_1,2,193,16,18,1,2.5,2.2,2.7
OR_2018_1,2,27,15,18,2,2.1,2.2,2.7
OR_2018_1,2,94,18,19,1,2.4,2.2,2.7
OR_2018_1,2,202,17,19,2,2.7,2.2,2.7
OR_2018_1,2,51,20,20,1,2.3,2.2,2.7
OR_2018_1,2,99,19,20,2,2.6,2.2,2.7
OR_2018_1,3,113,2,21,1,2.2,2.2,2.3
OR_2018_1,3,139,1,21,2,2,2.2,2.3
OR_2018_1,3,37,4,22,1,2,2.2,2.3
OR_2018_1,3,183,3,22,2,2.5,2.2,2.3
OR_2018_1,3,84,6,23,1,2,2.2,2.3
OR_2018_1,3,189,5,23,2,2.5,2.2,2.3
OR_2018_1,3,187,8,24,1,2.2,2.2,2.3
OR_2018_1,3,133,7,24,2,2.1,2.2,2.3
OR_2018_1,3,110,10,25,1,2.2,2.2,2.3
OR_2018_1,3,202,9,25,2,2.3,2.2,2.3
OR_2018_1,3,79,12,26,1,2.5,2.2,2.3
OR_2018_1,3,144,11,26,2,2.6,2.2,2.3
OR_2018_1,3,77,14,27,1,2.1,2.2,2.3
OR_2018_1,3,195,13,27,2,2.7,2.2,2.3
OR_2018_1,3,161,16,28,1,2.6,2.2,2.3
OR_2018_1,3,54,15,28,2,2.4,2.2,2.3
OR_2018_1,3,177,18,29,1,2,2.2,2.3
OR_2018_1,3,104,17,29,2,2.2,2.2,2.3
OR_2018_1,3,201,20,30,1,2.2,2.2,2.3
OR_2018_1,3,4,19,30,2,2.3,2.2,2.3
OR_2018_1,4,197,2,31,1,2,2.6,2.7
OR_2018_1,4,108,1,31,2,3,2.6,2.7
OR_2018_1,4,49,4,32,1,2,2.6,2.7
OR_2018_1,4,100,3,32,2,2.5,2.6,2.7
OR_2018_1,4,201,6,33,1,2.6,2.6,2.7
OR_2018_1,4,15,5,33,2,2.2,2.6,2.7
OR_2018_1,4,63,8,34,1,2,2.6,2.7
OR_2018_1,4,13,7,34,2,2.4,2.6,2.7
OR_2018_1,4,44,10,35,1,2.9,2.6,2.7
OR_2018_1,4,191,9,35,2,2.7,2.6,2.7
OR_2018_1,4,115,12,36,1,2,2.6,2.7
OR_2018_1,4,102,11,36,2,3,2.6,2.7
OR_2018_1,4,112,14,37,1,2.2,2.6,2.7
OR_2018_1,4,202,13,37,2,2.7,2.6,2.7
OR_2018_1,4,85,16,38,1,2.2,2.6,2.7
OR_2018_1,4,131,15,38,2,2.2,2.6,2.7
OR_2018_1,4,67,18,39,1,2.3,2.6,2.7
OR_2018_1,4,126,17,39,2,2.4,2.6,2.7
OR_2018_1,4,182,20,40,1,2.2,2.6,2.7
OR_2018_1,4,47,19,40,2,2.2,2.6,2.7
OR_2018_1,5,171,2,41,1,3.2,2.7,2.6
OR_2018_1,5,75,1,41,2,2.7,2.7,2.6
OR_2018_1,5,119,4,42,1,3.3,2.7,2.6
OR_2018_1,5,154,3,42,2,2.7,2.7,2.6
OR_2018_1,5,17,6,43,1,2,2.7,2.6
OR_2018_1,5,201,5,43,2,2.7,2.7,2.6
OR_2018_1,5,202,8,44,1,2.6,2.7,2.6
OR_2018_1,5,22,7,44,2,2.6,2.7,2.6
OR_2018_1,5,50,10,45,1,2.1,2.7,2.6
OR_2018_1,5,82,9,45,2,2.3,2.7,2.6
OR_2018_1,5,62,12,46,1,2.9,2.7,2.6
OR_2018_1,5,134,11,46,2,2.5,2.7,2.6
OR_2018_1,5,122,14,47,1,2.7,2.7,2.6
OR_2018_1,5,29,13,47,2,2.7,2.7,2.6
OR_2018_1,5,71,16,48,1,2.7,2.7,2.6
OR_2018_1,5,137,15,48,2,2.8,2.7,2.6
OR_2018_1,5,39,18,49,1,2.2,2.7,2.6
OR_2018_1,5,41,17,49,2,2.8,2.7,2.6
OR_2018_1,5,38,20,50,1,2.1,2.7,2.6
OR_2018_1,5,28,19,50,2,2.1,2.7,2.6
OR_2018_1,6,116,2,51,1,2,2.5,2.2
OR_2018_1,6,201,1,51,2,2.5,2.5,2.2
OR_2018_1,6,156,4,52,1,2.6,2.5,2.2
OR_2018_1,6,60,3,52,2,2.1,2.5,2.2
OR_2018_1,6,140,6,53,1,2,2.5,2.2
OR_2018_1,6,188,5,53,2,2.6,2.5,2.2
OR_2018_1,6,109,8,54,1,2,2.5,2.2
OR_2018_1,6,76,7,54,2,2.6,2.5,2.2
OR_2018_1,6,185,10,55,1,2.4,2.5,2.2
OR_2018_1,6,101,9,55,2,2.6,2.5,2.2
OR_2018_1,6,202,12,56,1,2.2,2.5,2.2
OR_2018_1,6,146,11,56,2,2.6,2.5,2.2
OR_2018_1,6,87,14,57,1,3.3,2.5,2.2
OR_2018_1,6,129,13,57,2,2.6,2.5,2.2
OR_2018_1,6,155,16,58,1,2.7,2.5,2.2
OR_2018_1,6,150,15,58,2,2.5,2.5,2.2
OR_2018_1,6,3,18,59,1,2.3,2.5,2.2
OR_2018_1,6,98,17,59,2,3,2.5,2.2
OR_2018_1,6,69,20,60,1,2,2.5,2.2
OR_2018_1,6,88,19,60,2,2.8,2.5,2.2
OR_2018_1,7,165,2,61,1,2.1,2.4,2.7
OR_2018_1,7,149,1,61,2,2.7,2.4,2.7
OR_2018_1,7,201,4,62,1,2.4,2.4,2.7
OR_2018_1,7,138,3,62,2,2.7,2.4,2.7
OR_2018_1,7,152,6,63,1,2.3,2.4,2.7
OR_2018_1,7,31,5,63,2,2.1,2.4,2.7
OR_2018_1,7,151,8,64,1,2.3,2.4,2.7
OR_2018_1,7,70,7,64,2,2.3,2.4,2.7
OR_2018_1,7,117,10,65,1,2.2,2.4,2.7
OR_2018_1,7,142,9,65,2,2.3,2.4,2.7
OR_2018_1,7,166,12,66,1,2.1,2.4,2.7
OR_2018_1,7,111,11,66,2,2.5,2.4,2.7
OR_2018_1,7,24,14,67,1,2.1,2.4,2.7
OR_2018_1,7,186,13,67,2,2.2,2.4,2.7
OR_2018_1,7,168,16,68,1,2.1,2.4,2.7
OR_2018_1,7,143,15,68,2,2.5,2.4,2.7
OR_2018_1,7,174,18,69,1,2.6,2.4,2.7
OR_2018_1,7,132,17,69,2,2.8,2.4,2.7
OR_2018_1,7,20,20,70,1,2,2.4,2.7
OR_2018_1,7,202,19,70,2,2.7,2.4,2.7
OR_2018_1,8,66,2,71,1,2.1,3.1,3.5
OR_2018_1,8,58,1,71,2,2.5,3.1,3.5
OR_2018_1,8,19,4,72,1,2.5,3.1,3.5
OR_2018_1,8,36,3,72,2,2.5,3.1,3.5
OR_2018_1,8,118,6,73,1,2.3,3.1,3.5
OR_2018_1,8,169,5,73,2,2.7,3.1,3.5
OR_2018_1,8,91,8,74,1,3,3.1,3.5
OR_2018_1,8,201,7,74,2,3.1,3.1,3.5
OR_2018_1,8,72,10,75,1,2.3,3.1,3.5
OR_2018_1,8,105,9,75,2,2.2,3.1,3.5
OR_2018_1,8,141,12,76,1,2.1,3.1,3.5
OR_2018_1,8,158,11,76,2,2.9,3.1,3.5
OR_2018_1,8,162,14,77,1,2.9,3.1,3.5
OR_2018_1,8,135,13,77,2,2.7,3.1,3.5
OR_2018_1,8,12,16,78,1,2.2,3.1,3.5
OR_2018_1,8,57,15,78,2,2.5,3.1,3.5
OR_2018_1,8,202,18,79,1,3.5,3.1,3.5
OR_2018_1,8,56,17,79,2,2,3.1,3.5
OR_2018_1,8,184,20,80,1,3.2,3.1,3.5
OR_2018_1,8,61,19,80,2,2.3,3.1,3.5
OR_2018_1,9,114,2,81,1,2.8,2.6,2.6
OR_2018_1,9,96,1,81,2,3.1,2.6,2.6
OR_2018_1,9,164,4,82,1,2.5,2.6,2.6
OR_2018_1,9,64,3,82,2,3.5,2.6,2.6
OR_2018_1,9,68,6,83,1,2.5,2.6,2.6
OR_2018_1,9,196,5,83,2,2.8,2.6,2.6
OR_2018_1,9,30,8,84,1,2.1,2.6,2.6
OR_2018_1,9,202,7,84,2,2.6,2.6,2.6
OR_2018_1,9,120,10,85,1,2.6,2.6,2.6
OR_2018_1,9,170,9,85,2,3.1,2.6,2.6
OR_2018_1,9,86,12,86,1,2.5,2.6,2.6
OR_2018_1,9,16,11,86,2,2.2,2.6,2.6
OR_2018_1,9,8,14,87,1,2.7,2.6,2.6
OR_2018_1,9,33,13,87,2,2.5,2.6,2.6
OR_2018_1,9,201,16,88,1,2.6,2.6,2.6
OR_2018_1,9,23,15,88,2,2.7,2.6,2.6
OR_2018_1,9,194,18,89,1,3.1,2.6,2.6
OR_2018_1,9,128,17,89,2,2.8,2.6,2.6
OR_2018_1,9,73,20,90,1,2.2,2.6,2.6
OR_2018_1,9,52,19,90,2,2.4,2.6,2.6
OR_2018_1,10,157,2,91,1,2.3,3.2,2.4
OR_2018_1,10,148,1,91,2,2.7,3.2,2.4
OR_2018_1,10,6,4,92,1,2.5,3.2,2.4
OR_2018_1,10,80,3,92,2,3,3.2,2.4
OR_2018_1,10,45,6,93,1,2.2,3.2,2.4
OR_2018_1,10,93,5,93,2,2.2,3.2,2.4
OR_2018_1,10,147,8,94,1,2.3,3.2,2.4
OR_2018_1,10,83,7,94,2,2.9,3.2,2.4
OR_2018_1,10,202,10,95,1,2.4,3.2,2.4
OR_2018_1,10,125,9,95,2,2.6,3.2,2.4
OR_2018_1,10,106,12,96,1,2.5,3.2,2.4
OR_2018_1,10,172,11,96,2,3.2,3.2,2.4
OR_2018_1,10,127,14,97,1,3,3.2,2.4
OR_2018_1,10,89,13,97,2,2.6,3.2,2.4
OR_2018_1,10,103,16,98,1,2.4,3.2,2.4
OR_2018_1,10,107,15,98,2,2.3,3.2,2.4
OR_2018_1,10,7,18,99,1,2.5,3.2,2.4
OR_2018_1,10,201,17,99,2,3.2,3.2,2.4
OR_2018_1,10,175,20,100,1,2.6,3.2,2.4
OR_2018_1,10,32,19,100,2,2.8,3.2,2.4
OR_2018_1,11,11,2,101,1,2.5,2.8,2.6
OR_2018_1,11,2,1,101,2,2.7,2.8,2.6
OR_2018_1,11,5,4,102,1,2.4,2.8,2.6
OR_2018_1,11,201,3,102,2,2.8,2.8,2.6
OR_2018_1,11,136,6,103,1,2.3,2.8,2.6
OR_2018_1,11,180,5,103,2,2.6,2.8,2.6
OR_2018_1,11,26,8,104,1,2.1,2.8,2.6
OR_2018_1,11,9,7,104,2,2.7,2.8,2.6
OR_2018_1,11,1,10,105,1,2.4,2.8,2.6
OR_2018_1,11,53,9,105,2,3.1,2.8,2.6
OR_2018_1,11,42,12,106,1,2.6,2.8,2.6
OR_2018_1,11,198,11,106,2,2.6,2.8,2.6
OR_2018_1,11,14,14,107,1,2.4,2.8,2.6
OR_2018_1,11,43,13,107,2,2.6,2.8,2.6
OR_2018_1,11,130,16,108,1,2.5,2.8,2.6
OR_2018_1,11,163,15,108,2,2.7,2.8,2.6
OR_2018_1,11,202,18,109,1,2.6,2.8,2.6
OR_2018_1,11,97,17,109,2,2.7,2.8,2.6
OR_2018_1,11,35,20,110,1,2.4,2.8,2.6
OR_2018_1,11,124,19,110,2,2.2,2.8,2.6
OR_2019_1,1,90,2,1,1,2.8,3.1,3.4
OR_2019_1,1,34,1,1,2,3.1,3.1,3.4
OR_2019_1,1,55,4,2,1,3.1,3.1,3.4
OR_2019_1,1,201,3,2,2,3.1,3.1,3.4
OR_2019_1,1,192,6,3,1,3.3,3.1,3.4
OR_2019_1,1,10,5,3,2,3.1,3.1,3.4
OR_2019_1,1,48,8,4,1,3.4,3.1,3.4
OR_2019_1,1,145,7,4,2,2.6,3.1,3.4
OR_2019_1,1,159,10,5,1,3.6,3.1,3.4
OR_2019_1,1,74,9,5,2,2.4,3.1,3.4
OR_2019_1,1,95,12,6,1,3.4,3.1,3.4
OR_2019_1,1,176,11,6,2,2.5,3.1,3.4
OR_2019_1,1,81,14,7,1,3.6,3.1,3.4
OR_2019_1,1,190,13,7,2,2.7,3.1,3.4
OR_2019_1,1,123,16,8,1,3.3,3.1,3.4
OR_2019_1,1,167,15,8,2,2.6,3.1,3.4
OR_2019_1,1,160,18,9,1,3.2,3.1,3.4
OR_2019_1,1,46,17,9,2,2.5,3.1,3.4
OR_2019_1,1,202,20,10,1,3.4,3.1,3.4
OR_2019_1,1,18,19,10,2,2.6,3.1,3.4
OR_2019_1,2,121,2,11,1,3.2,3,2.7
OR_2019_1,2,178,1,11,2,3.1,3,2.7
OR_2019_1,2,65,4,12,1,3.3,3,2.7
OR_2019_1,2,173,3,12,2,2.8,3,2.7
OR_2019_1,2,25,6,13,1,3.3,3,2.7
OR_2019_1,2,181,5,13,2,2.7,3,2.7
OR_2019_1,2,40,8,14,1,3.3,3,2.7
OR_2019_1,2,153,7,14,2,2.8,3,2.7
OR_2019_1,2,201,10,15,1,3,3,2.7
OR_2019_1,2,78,9,15,2,2.8,3,2.7
OR_2019_1,2,21,12,16,1,3,3,2.7
OR_2019_1,2,179,11,16,2,2.4,3,2.7
OR_2019_1,2,92,14,17,1,3.3,3,2.7
OR_2019_1,2,59,13,17,2,3.6,3,2.7
OR_2019_1,2,193,16,18,1,3.5,3,2.7
OR_2019_1,2,27,15,18,2,2.5,3,2.7
OR_2019_1,2,94,18,19,1,2.8,3,2.7
OR_2019_1,2,202,17,19,2,2.7,3,2.7
OR_2019_1,2,51,20,20,1,3.3,3,2.7
OR_2019_1,2,99,19,20,2,2.8,3,2.7
OR_2019_1,3,113,2,21,1,3.1,3.4,3.4
OR_2019_1,3,139,1,21,2,2.8,3.4,3.4
OR_2019_1,3,37,4,22,1,3.4,3.4,3.4
OR_2019_1,3,183,3,22,2,2.6,3.4,3.4
OR_2019_1,3,84,6,23,1,2.2,3.4,3.4
OR_2019_1,3,189,5,23,2,2.8,3.4,3.4
OR_2019_1,3,187,8,24,1,3.1,3.4,3.4
OR_2019_1,3,133,7,24,2,2.2,3.4,3.4
OR_2019_1,3,110,10,25,1,2.3,3.4,3.4
OR_2019_1,3,202,9,25,2,3.4,3.4,3.4
OR_2019_1,3,79,12,26,1,3.4,3.4,3.4
OR_2019_1,3,144,11,26,2,2.6,3.4,3.4
OR_2019_1,3,77,14,27,1,3.8,3.4,3.4
OR_2019_1,3,195,13,27,2,2.2,3.4,3.4
OR_2019_1,3,161,16,28,1,3.1,3.4,3.4
OR_2019_1,3,54,15,28,2,2.8,3.4,3.4
OR_2019_1,3,177,18,29,1,3.4,3.4,3.4
OR_2019_1,3,104,17,29,2,2.8,3.4,3.4
OR_2019_1,3,201,20,30,1,3.4,3.4,3.4
OR_2019_1,3,4,19,30,2,2.2,3.4,3.4
OR_2019_1,4,197,2,31,1,2.7,3.4,3
OR_2019_1,4,108,1,31,2,3.3,3.4,3
OR_2019_1,4,49,4,32,1,3.1,3.4,3
OR_2019_1,4,100,3,32,2,3,3.4,3
OR_2019_1,4,201,6,33,1,3.4,3.4,3
OR_2019_1,4,15,5,33,2,2.4,3.4,3
OR_2019_1,4,63,8,34,1,3.3,3.4,3
OR_2019_1,4,13,7,34,2,2.6,3.4,3
OR_2019_1,4,44,10,35,1,3.5,3.4,3
OR_2019_1,4,191,9,35,2,3,3.4,3
OR_2019_1,4,115,12,36,1,3.7,3.4,3
OR_2019_1,4,102,11,36,2,3.4,3.4,3
OR_2019_1,4,112,14,37,1,2.8,3.4,3
OR_2019_1,4,202,13,37,2,3,3.4,3
OR_2019_1,4,85,16,38,1,3.2,3.4,3
OR_2019_1,4,131,15,38,2,2.6,3.4,3
OR_2019_1,4,67,18,39,1,3.2,3.4,3
OR_2019_1,4,126,17,39,2,2.4,3.4,3
OR_2019_1,4,182,20,40,1,3.2,3.4,3
OR_2019_1,4,47,19,40,2,3,3.4,3
OR_2019_1,5,171,2,41,1,3,3.4,3.3
OR_2019_1,5,75,1,41,2,2.7,3.4,3.3
OR_2019_1,5,119,4,42,1,2.1,3.4,3.3
OR_2019_1,5,154,3,42,2,2.9,3.4,3.3
OR_2019_1,5,17,6,43,1,2.9,3.4,3.3
OR_2019_1,5,201,5,43,2,3.4,3.4,3.3
OR_2019_1,5,202,8,44,1,3.3,3.4,3.3
OR_2019_1,5,22,7,44,2,2.6,3.4,3.3
OR_2019_1,5,50,10,45,1,2.8,3.4,3.3
OR_2019_1,5,82,9,45,2,2.8,3.4,3.3
OR_2019_1,5,62,12,46,1,2.6,3.4,3.3
OR_2019_1,5,134,11,46,2,2.9,3.4,3.3
OR_2019_1,5,122,14,47,1,2.7,3.4,3.3
OR_2019_1,5,29,13,47,2,3.5,3.4,3.3
OR_2019_1,5,71,16,48,1,2.2,3.4,3.3
OR_2019_1,5,137,15,48,2,2.6,3.4,3.3
OR_2019_1,5,39,18,49,1,2.8,3.4,3.3
OR_2019_1,5,41,17,49,2,3.2,3.4,3.3
OR_2019_1,5,38,20,50,1,2.5,3.4,3.3
OR_2019_1,5,28,19,50,2,2.6,3.4,3.3
OR_2019_1,6,116,2,51,1,2.7,2.9,2.6
OR_2019_1,6,201,1,51,2,2.9,2.9,2.6
OR_2019_1,6,156,4,52,1,3.3,2.9,2.6
OR_2019_1,6,60,3,52,2,2.9,2.9,2.6
OR_2019_1,6,140,6,53,1,3.2,2.9,2.6
OR_2019_1,6,188,5,53,2,2.9,2.9,2.6
OR_2019_1,6,109,8,54,1,2.7,2.9,2.6
OR_2019_1,6,76,7,54,2,3.3,2.9,2.6
OR_2019_1,6,185,10,55,1,3.4,2.9,2.6
OR_2019_1,6,101,9,55,2,3.4,2.9,2.6
OR_2019_1,6,202,12,56,1,2.6,2.9,2.6
OR_2019_1,6,146,11,56,2,3.6,2.9,2.6
OR_2019_1,6,87,14,57,1,2.9,2.9,2.6
OR_2019_1,6,129,13,57,2,2.9,2.9,2.6
OR_2019_1,6,155,16,58,1,3.2,2.9,2.6
OR_2019_1,6,150,15,58,2,3.5,2.9,2.6
OR_2019_1,6,3,18,59,1,2.8,2.9,2.6
OR_2019_1,6,98,17,59,2,2.7,2.9,2.6
OR_2019_1,6,69,20,60,1,2.9,2.9,2.6
OR_2019_1,6,88,19,60,2,3,2.9,2.6
OR_2019_1,7,165,2,61,1,3.1,2.8,3
OR_2019_1,7,149,1,61,2,3.6,2.8,3
OR_2019_1,7,201,4,62,1,2.8,2.8,3
OR_2019_1,7,138,3,62,2,3.4,2.8,3
OR_2019_1,7,152,6,63,1,2.5,2.8,3
OR_2019_1,7,31,5,63,2,2.4,2.8,3
OR_2019_1,7,151,8,64,1,3,2.8,3
OR_2019_1,7,70,7,64,2,2.8,2.8,3
OR_2019_1,7,117,10,65,1,2.8,2.8,3
OR_2019_1,7,142,9,65,2,3.6,2.8,3
OR_2019_1,7,166,12,66,1,2.9,2.8,3
OR_2019_1,7,111,11,66,2,2.6,2.8,3
OR_2019_1,7,24,14,67,1,3,2.8,3
OR_2019_1,7,186,13,67,2,3,2.8,3
OR_2019_1,7,168,16,68,1,2.6,2.8,3
OR_2019_1,7,143,15,68,2,3.6,2.8,3
OR_2019_1,7,174,18,69,1,3.5,2.8,3
OR_2019_1,7,132,17,69,2,2.8,2.8,3
OR_2019_1,7,20,20,70,1,3.3,2.8,3
OR_2019_1,7,202,19,70,2,3,2.8,3
OR_2019_1,8,66,2,71,1,3,2.8,3.4
OR_2019_1,8,58,1,71,2,2.5,2.8,3.4
OR_2019_1,8,19,4,72,1,3.3,2.8,3.4
OR_2019_1,8,36,3,72,2,2.9,2.8,3.4
OR_2019_1,8,118,6,73,1,2.9,2.8,3.4
OR_2019_1,8,169,5,73,2,3.4,2.8,3.4
OR_2019_1,8,91,8,74,1,2.9,2.8,3.4
OR_2019_1,8,201,7,74,2,2.8,2.8,3.4
OR_2019_1,8,72,10,75,1,2.8,2.8,3.4
OR_2019_1,8,105,9,75,2,3.1,2.8,3.4
OR_2019_1,8,141,12,76,1,2.6,2.8,3.4
OR_2019_1,8,158,11,76,2,2.8,2.8,3.4
OR_2019_1,8,162,14,77,1,2.7,2.8,3.4
OR_2019_1,8,135,13,77,2,3.1,2.8,3.4
OR_2019_1,8,12,16,78,1,3.3,2.8,3.4
OR_2019_1,8,57,15,78,2,3.2,2.8,3.4
OR_2019_1,8,202,18,79,1,3.4,2.8,3.4
OR_2019_1,8,56,17,79,2,3,2.8,3.4
OR_2019_1,8,184,20,80,1,2.8,2.8,3.4
OR_2019_1,8,61,19,80,2,3.7,2.8,3.4
OR_2019_1,9,114,2,81,1,2.9,3,3.3
OR_2019_1,9,96,1,81,2,3.6,3,3.3
OR_2019_1,9,164,4,82,1,3,3,3.3
OR_2019_1,9,64,3,82,2,2.8,3,3.3
OR_2019_1,9,68,6,83,1,2.5,3,3.3
OR_2019_1,9,196,5,83,2,3.6,3,3.3
OR_2019_1,9,30,8,84,1,3.1,3,3.3
OR_2019_1,9,202,7,84,2,3.3,3,3.3
OR_2019_1,9,120,10,85,1,2.4,3,3.3
OR_2019_1,9,170,9,85,2,3.2,3,3.3
OR_2019_1,9,86,12,86,1,2.4,3,3.3
OR_2019_1,9,16,11,86,2,3.4,3,3.3
OR_2019_1,9,8,14,87,1,2.9,3,3.3
OR_2019_1,9,33,13,87,2,2.8,3,3.3
OR_2019_1,9,201,16,88,1,3,3,3.3
OR_2019_1,9,23,15,88,2,3.4,3,3.3
OR_2019_1,9,194,18,89,1,3.2,3,3.3
OR_2019_1,9,128,17,89,2,2.6,3,3.3
OR_2019_1,9,73,20,90,1,3.1,3,3.3
OR_2019_1,9,52,19,90,2,2,3,3.3
OR_2019_1,10,157,2,91,1,3,2.9,3.5
OR_2019_1,10,148,1,91,2,2.9,2.9,3.5
OR_2019_1,10,6,4,92,1,2.7,2.9,3.5
OR_2019_1,10,80,3,92,2,2.8,2.9,3.5
OR_2019_1,10,45,6,93,1,2.8,2.9,3.5
OR_2019_1,10,93,5,93,2,2.4,2.9,3.5
OR_2019_1,10,147,8,94,1,3.4,2.9,3.5
OR_2019_1,10,83,7,94,2,3.6,2.9,3.5
OR_2019_1,10,202,10,95,1,3.5,2.9,3.5
OR_2019_1,10,125,9,95,2,2.8,2.9,3.5
OR_2019_1,10,106,12,96,1,3.2,2.9,3.5
OR_2019_1,10,172,11,96,2,3.1,2.9,3.5
OR_2019_1,10,127,14,97,1,3.5,2.9,3.5
OR_2019_1,10,89,13,97,2,3.1,2.9,3.5
OR_2019_1,10,103,16,98,1,3,2.9,3.5
OR_2019_1,10,107,15,98,2,3.1,2.9,3.5
OR_2019_1,10,7,18,99,1,3.1,2.9,3.5
OR_2019_1,10,201,17,99,2,2.9,2.9,3.5
OR_2019_1,10,175,20,100,1,3.3,2.9,3.5
OR_2019_1,10,32,19,100,2,2.7,2.9,3.5
OR_2019_1,11,11,2,101,1,3.3,2.6,2.8
OR_2019_1,11,2,1,101,2,2.3,2.6,2.8
OR_2019_1,11,5,4,102,1,3.2,2.6,2.8
OR_2019_1,11,201,3,102,2,2.6,2.6,2.8
OR_2019_1,11,136,6,103,1,3.5,2.6,2.8
OR_2019_1,11,180,5,103,2,2.6,2.6,2.8
OR_2019_1,11,26,8,104,1,3.2,2.6,2.8
OR_2019_1,11,9,7,104,2,2.2,2.6,2.8
OR_2019_1,11,1,10,105,1,3.2,2.6,2.8
OR_2019_1,11,53,9,105,2,2.8,2.6,2.8
OR_2019_1,11,42,12,106,1,2.8,2.6,2.8
OR_2019_1,11,198,11,106,2,3,2.6,2.8
OR_2019_1,11,14,14,107,1,2.3,2.6,2.8
OR_2019_1,11,43,13,107,2,3.5,2.6,2.8
OR_2019_1,11,130,16,108,1,3.1,2.6,2.8
OR_2019_1,11,163,15,108,2,2.9,2.6,2.8
OR_2019_1,11,202,18,109,1,2.8,2.6,2.8
OR_2019_1,11,97,17,109,2,3,2.6,2.8
OR_2019_1,11,35,20,110,1,2.6,2.6,2.8
OR_2019_1,11,124,19,110,2,3.6,2.6,2.8
OR_2020_1,1,90,2,1,1,3.4,3.9,4
OR_2020_1,1,34,1,1,2,3.6,3.9,4
OR_2020_1,1,55,4,2,1,3.8,3.9,4
OR_2020_1,1,201,3,2,2,3.9,3.9,4
OR_2020_1,1,192,6,3,1,3.5,3.9,4
OR_2020_1,1,10,5,3,2,3.8,3.9,4
OR_2020_1,1,48,8,4,1,4.1,3.9,4
OR_2020_1,1,145,7,4,2,3.6,3.9,4
OR_2020_1,1,159,10,5,1,3.6,3.9,4
OR_2020_1,1,74,9,5,2,3.7,3.9,4
OR_2020_1,1,95,12,6,1,3.9,3.9,4
OR_2020_1,1,176,11,6,2,3.7,3.9,4
OR_2020_1,1,81,14,7,1,3.8,3.9,4
OR_2020_1,1,190,13,7,2,3.8,3.9,4
OR_2020_1,1,123,16,8,1,3.8,3.9,4
OR_2020_1,1,167,15,8,2,3.8,3.9,4
OR_2020_1,1,160,18,9,1,3.8,3.9,4
OR_2020_1,1,46,17,9,2,4.6,3.9,4
OR_2020_1,1,202,20,10,1,4,3.9,4
OR_2020_1,1,18,19,10,2,3.6,3.9,4
OR_2020_1,2,121,2,11,1,3.8,3.7,3.9
OR_2020_1,2,178,1,11,2,3.8,3.7,3.9
OR_2020_1,2,65,4,12,1,3.8,3.7,3.9
OR_2020_1,2,173,3,12,2,3.9,3.7,3.9
OR_2020_1,2,25,6,13,1,3.9,3.7,3.9
OR_2020_1,2,181,5,13,2,4,3.7,3.9
OR_2020_1,2,40,8,14,1,3.9,3.7,3.9
OR_2020_1,2,153,7,14,2,4.2,3.7,3.9
OR_2020_1,2,201,10,15,1,3.7,3.7,3.9
OR_2020_1,2,78,9,15,2,4.1,3.7,3.9
OR_2020_1,2,21,12,16,1,4,3.7,3.9
OR_2020_1,2,179,11,16,2,2.9,3.7,3.9
OR_2020_1,2,92,14,17,1,3.9,3.7,3.9
OR_2020_1,2,59,13,17,2,3.5,3.7,3.9
OR_2020_1,2,193,16,18,1,3.8,3.7,3.9
OR_2020_1,2,27,15,18,2,3.8,3.7,3.9
OR_2020_1,2,94,18,19,1,3.9,3.7,3.9
OR_2020_1,2,202,17,19,2,3.9,3.7,3.9
OR_2020_1,2,51,20,20,1,4.2,3.7,3.9
OR_2020_1,2,99,19,20,2,3.4,3.7,3.9
OR_2020_1,3,113,2,21,1,3.9,3.9,3.8
OR_2020_1,3,139,1,21,2,3.7,3.9,3.8
OR_2020_1,3,37,4,22,1,3.9,3.9,3.8
OR_2020_1,3,183,3,22,2,3.9,3.9,3.8
OR_2020_1,3,84,6,23,1,3.9,3.9,3.8
OR_2020_1,3,189,5,23,2,3.7,3.9,3.8
OR_2020_1,3,187,8,24,1,3.9,3.9,3.8
OR_2020_1,3,133,7,24,2,4,3.9,3.8
OR_2020_1,3,110,10,25,1,3.8,3.9,3.8
OR_2020_1,3,202,9,25,2,3.8,3.9,3.8
OR_2020_1,3,79,12,26,1,3.9,3.9,3.8
OR_2020_1,3,144,11,26,2,3.9,3.9,3.8
OR_2020_1,3,77,14,27,1,4,3.9,3.8
OR_2020_1,3,195,13,27,2,3.8,3.9,3.8
OR_2020_1,3,161,16,28,1,4,3.9,3.8
OR_2020_1,3,54,15,28,2,4.2,3.9,3.8
OR_2020_1,3,177,18,29,1,3.9,3.9,3.8
OR_2020_1,3,104,17,29,2,4,3.9,3.8
OR_2020_1,3,201,20,30,1,3.9,3.9,3.8
OR_2020_1,3,4,19,30,2,3.7,3.9,3.8
OR_2020_1,4,197,2,31,1,3.9,3.8,3.9
OR_2020_1,4,108,1,31,2,4.5,3.8,3.9
OR_2020_1,4,49,4,32,1,4,3.8,3.9
OR_2020_1,4,100,3,32,2,4.2,3.8,3.9
OR_2020_1,4,201,6,33,1,3.8,3.8,3.9
