merged,gen,predicted.value,weight
BLUE_ID_2019_4,1,10.1668179044304,0.926228470433028
BLUE_ID_2019_4,2,11.562086326558,0.926229884236859
BLUE_ID_2019_4,3,8.3076882531642,0.9262284704336
BLUE_ID_2019_4,4,5.98862571978387,0.942449041500962
BLUE_ID_2019_4,5,9.33685899224681,0.926229884236857
BLUE_ID_2019_4,6,8.2867595691579,0.926228470430245
BLUE_ID_2019_4,7,7.76681817154791,0.926229884236859
BLUE_ID_2019_4,8,5.8093173674308,0.942447977114768
BLUE_ID_2019_4,9,6.24017529352876,0.942449041500962
BLUE_ID_2019_4,10,6.23645005084426,0.92622988423686
BLUE_ID_2019_4,11,6.66897704479412,0.926229884236859
BLUE_ID_2019_4,12,5.14191598283344,0.942449041500963
BLUE_ID_2019_4,13,6.32322605710024,0.942447977111793
BLUE_ID_2019_4,14,7.20445291234232,0.926229884236857
BLUE_ID_2019_4,15,6.99735941619396,0.942447977112248
BLUE_ID_2019_4,16,5.33569709288098,0.926229884236848
BLUE_ID_2019_4,17,6.59561179233271,0.942447977111537
BLUE_ID_2019_4,18,12.1426106894598,0.92622988423685
BLUE_ID_2019_4,19,2.62231040281596,0.926228470433116
BLUE_ID_2019_4,20,7.22288751569419,0.926229884236861
BLUE_ID_2019_4,21,7.67994197715841,0.942447977114766
BLUE_ID_2019_4,22,9.89539645191862,0.942447977114768
BLUE_ID_2019_4,23,5.74430999171625,0.926228470433597
BLUE_ID_2019_4,24,6.20565882062011,0.942449041500952
BLUE_ID_2019_4,25,14.5241202889833,0.942449041500954
BLUE_ID_2019_4,26,10.9683198645086,0.942447977114769
BLUE_ID_2019_4,27,5.18033548425759,0.926229884236857
BLUE_ID_2019_4,28,4.52776097092482,0.942449041500962
BLUE_ID_2019_4,29,7.67394175023631,0.926229884236855
BLUE_ID_2019_4,30,6.43016074064926,0.942447977114771
BLUE_ID_2019_4,31,5.54825638586837,0.942449041500956
BLUE_ID_2019_4,32,7.08791748134807,0.572986305927087
BLUE_ID_2019_4,33,6.24441431969686,0.926229884236858
BLUE_ID_2019_4,34,15.5664774198149,0.926228470433598
BLUE_ID_2019_4,35,6.8618346939107,0.942447977114364
BLUE_ID_2019_4,36,7.33729280738989,0.926229884236856
BLUE_ID_2019_4,37,6.20266767067261,0.926229884236857
BLUE_ID_2019_4,38,6.03367089548845,0.942449041500961
BLUE_ID_2019_4,39,5.29256906710959,0.92622988423686
BLUE_ID_2019_4,40,5.3994581777345,0.926229884236849
BLUE_ID_2019_4,41,7.14658632442918,0.942449041500965
BLUE_ID_2019_4,42,5.64429177336861,0.942449041500965
BLUE_ID_2019_4,43,4.77580202132055,0.942449041500953
BLUE_ID_2019_4,44,5.55806116321659,0.926228470429842
BLUE_ID_2019_4,45,6.69208078826897,0.942449041500963
BLUE_ID_2019_4,46,6.65158363141387,0.92622988423686
