merged,Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
WA_2019_1,WA,1,1,10101,123,1,4,2019,1,2.7,13.74,31,5.32,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,2,10102,29,1,3,2019,1,2.9,17.31,22.5,4.69,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,3,10103,162,1,2,2019,1,2.8,18.1,29.5,6.57,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,4,10104,201,1,1,2019,1,2.9,18.86,24.5,5.98,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,5,10105,126,2,4,2019,1,3.2,15.95,25.5,5.79,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,6,10106,191,2,3,2019,1,2.6,20.12,24.5,5.2,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,7,10107,159,2,2,2019,1,2.8,16.11,28,5.39,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,8,10108,139,2,1,2019,1,2.8,17.5,24,6.8,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,9,10109,77,3,4,2019,1,2.6,16.71,28,5.74,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,10,10110,69,3,3,2019,1,2.6,18.78,27.5,5.61,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,11,10111,121,3,2,2019,1,2.7,16.89,27.5,4.81,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,12,10112,84,3,1,2019,1,3,17.91,30,4.94,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,13,10113,133,4,4,2019,1,2.9,16.07,23.5,3.86,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,14,10114,125,4,3,2019,1,2.5,16.62,21.5,4.33,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,15,10115,202,4,2,2019,1,2.9,16.53,26,6.02,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,16,10116,32,4,1,2019,1,2.2,17.73,25,6.89,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,17,10117,37,5,4,2019,1,2.6,15.8,26.5,4.67,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,18,10118,13,5,3,2019,1,2.9,16.28,24.5,5.59,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,19,10119,116,5,2,2019,1,2.6,16.44,29.5,5,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,1,20,10120,164,5,1,2019,1,2.3,19.28,25,5.83,NA,5.98,6.02,24.5,26,18.86,16.53,2.9,2.9
WA_2019_1,WA,2,1,10201,35,6,4,2019,1,2.6,17.17,28,4.93,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,2,10202,146,6,3,2019,1,2.7,17.75,27,5.52,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,3,10203,43,6,2,2019,1,2.6,15.59,22,5.31,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,4,10204,24,6,1,2019,1,3,16.55,28.5,5.65,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,5,10205,202,7,4,2019,1,2.8,18.31,29,5.41,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,6,10206,104,7,3,2019,1,2.7,17.46,31,5.88,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,7,10207,76,7,2,2019,1,2.8,16.05,25.5,5.7,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,8,10208,107,7,1,2019,1,3.1,18.73,28,4.44,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,9,10209,158,8,4,2019,1,3,17.44,27.5,6.55,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,10,10210,195,8,3,2019,1,2.8,15.12,28.5,4.76,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,11,10211,78,8,2,2019,1,3.1,16.92,24.5,5.37,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,12,10212,3,8,1,2019,1,3,19.41,25.5,6.93,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,13,10213,82,9,4,2019,1,3.1,16.52,NA,5.27,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,14,10214,201,9,3,2019,1,2.7,17.3,26.5,5.77,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,15,10215,34,9,2,2019,1,3,19.32,30.5,6.5,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,16,10216,156,9,1,2019,1,3,18.5,29,7.2,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,17,10217,6,10,4,2019,1,2.6,18.27,31.6,5.53,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,18,10218,52,10,3,2019,1,2.7,NA,26,5.05,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,19,10219,90,10,2,2019,1,2.7,16.06,23,4.51,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,2,20,10220,140,10,1,2019,1,2.8,17.87,30,6.09,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA_2019_1,WA,3,1,10301,91,11,4,2019,1,2.8,14.91,28,4.92,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,2,10302,201,11,3,2019,1,3,18.11,29,7.23,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,3,10303,40,11,2,2019,1,2.9,19.14,23.5,5.75,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,4,10304,177,11,1,2019,1,2.6,14.4,27.5,5.32,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,5,10305,119,12,4,2019,1,2.8,16.8,26.5,5.03,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,6,10306,189,12,3,2019,1,2.8,16.97,29,6.77,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,7,10307,145,12,2,2019,1,2.5,18.38,29,6.28,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,8,10308,186,12,1,2019,1,2.9,17.5,30.5,5.94,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,9,10309,114,13,4,2019,1,2.8,16.44,30,4.43,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,10,10310,50,13,3,2019,1,2.6,16.17,24,5.81,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,11,10311,111,13,2,2019,1,2.7,15.51,27.5,4.9,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,12,10312,202,13,1,2019,1,3.4,17.85,28,5.96,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,13,10313,66,14,4,2019,1,2.9,18.91,25.5,4.95,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,14,10314,12,14,3,2019,1,2.5,15.49,21.5,4.14,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,15,10315,197,14,2,2019,1,2.8,14.8,27.5,5.9,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,16,10316,185,14,1,2019,1,2.6,18.59,30,6.6,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,17,10317,26,15,4,2019,1,3,20.68,23.5,5.25,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,18,10318,182,15,3,2019,1,3,17.14,27,6.81,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,19,10319,33,15,2,2019,1,2.8,15.28,25.5,5.43,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,3,20,10320,36,15,1,2019,1,3,19.21,31,7.12,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA_2019_1,WA,4,1,10401,149,16,4,2019,1,2.7,17.98,23,4.65,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,2,10402,115,16,3,2019,1,2.8,16.41,27.5,6.1,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,3,10403,136,16,2,2019,1,2.8,15.37,24,4.75,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,4,10404,22,16,1,2019,1,2.7,17.63,27,6.02,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,5,10405,53,17,4,2019,1,2.8,20.22,21.5,4.58,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,6,10406,165,17,3,2019,1,3,17.41,27,6.59,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,7,10407,202,17,2,2019,1,2.8,17.09,30.5,6.32,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,8,10408,56,17,1,2019,1,3.3,19.53,34,NA,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,9,10409,73,18,4,2019,1,2.7,21.99,27,5.04,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,10,10410,131,18,3,2019,1,2.7,17.63,28,5.49,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,11,10411,89,18,2,2019,1,2.7,17.32,28.5,5.56,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,12,10412,94,18,1,2019,1,2.8,19.67,27.5,6.51,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,13,10413,201,19,4,2019,1,2.9,18.79,21,4.86,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,14,10414,190,19,3,2019,1,2.6,18.05,29,6.45,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,15,10415,68,19,2,2019,1,2.6,16.75,29,5.1,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,16,10416,196,19,1,2019,1,3.2,15.42,28,6.28,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,17,10417,100,20,4,2019,1,2.7,16.47,19,3.26,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,18,10418,120,20,3,2019,1,2.6,16.82,22,4.76,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,19,10419,61,20,2,2019,1,3.1,19.03,27,6.52,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,4,20,10420,179,20,1,2019,1,2.9,17.65,26,6.54,NA,4.86,6.32,21,30.5,18.79,17.09,2.9,2.8
WA_2019_1,WA,5,1,10501,124,21,4,2019,1,3,13.97,23,3.15,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,2,10502,174,21,3,2019,1,2.8,16.03,26.5,7.01,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,3,10503,128,21,2,2019,1,2.6,16.96,27,5.59,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,4,10504,103,21,1,2019,1,2.9,17.9,30.5,6.5,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,5,10505,181,22,4,2019,1,2.6,17.5,33,5.26,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,6,10506,108,22,3,2019,1,2.9,18.39,26,6.21,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,7,10507,14,22,2,2019,1,2.9,17.86,28,2.79,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,8,10508,201,22,1,2019,1,3,18.59,26.5,5.68,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,9,10509,127,23,4,2019,1,3,17.76,24.5,3.12,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,10,10510,17,23,3,2019,1,2.6,16.7,22,6.24,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
WA_2019_1,WA,5,11,10511,172,23,2,2019,1,2.6,15.38,30,5.84,NA,5.68,6.34,26.5,31.5,18.59,17.43,3,2.8
