gen,ST1_MS_ID_2018_1,ST1_MS_ID_2019_1,ST1_MS_OR_2018_1,ST1_MS_OR_2019_1,ST1_MS_OR_2020_1,ST1_MS_WA_2018_1,ST1_MS_WA_2019_1,ST1_MS_WA_2019_2,ST1_MS_WA_2020_1,ST1_MS_WA_2020_2,ST1_MS_WA_2020_3,ST1_MS_WA_2020_4,ST1_MS_WA_2020_5,ST1_DM_ID_2018_1,ST1_DM_ID_2019_1,ST1_DM_OR_2018_1,ST1_DM_OR_2019_1,ST1_DM_OR_2020_1,ST1_DM_WA_2018_1,ST1_DM_WA_2019_1,ST1_DM_WA_2020_1,ST1_He_ID_2019_1,ST1_He_OR_2018_1,ST1_He_OR_2018_3,ST1_He_OR_2019_1,ST1_He_OR_2019_2,ST1_He_OR_2019_3,ST1_He_OR_2019_4,ST1_He_OR_2020_2,ST1_He_OR_2020_3,ST1_He_OR_2020_4,ST1_He_WA_2018_1,ST1_He_WA_2018_3,ST1_He_WA_2019_1,ST1_He_WA_2019_2,ST1_He_WA_2019_3,ST1_He_WA_2019_4,ST1_He_WA_2019_5,ST1_He_WA_2020_1,ST1_He_WA_2020_2,ST1_He_WA_2020_3,ST1_He_WA_2020_4,ST1_He_WA_2020_5,ST1_Yi_ID_2018_1,ST1_Yi_ID_2018_2,ST1_Yi_ID_2018_3,ST1_Yi_ID_2019_1,ST1_Yi_ID_2019_2,ST1_Yi_ID_2019_3,ST1_Yi_ID_2019_4,ST1_Yi_OR_2018_1,ST1_Yi_OR_2018_2,ST1_Yi_OR_2018_3,ST1_Yi_OR_2019_1,ST1_Yi_OR_2019_2,ST1_Yi_OR_2019_3,ST1_Yi_OR_2019_4,ST1_Yi_OR_2020_1,ST1_Yi_OR_2020_2,ST1_Yi_OR_2020_3,ST1_Yi_OR_2020_4,ST1_Yi_WA_2018_1,ST1_Yi_WA_2018_2,ST1_Yi_WA_2018_3,ST1_Yi_WA_2019_1,ST1_Yi_WA_2019_2,ST1_Yi_WA_2019_3,ST1_Yi_WA_2019_4,ST1_Yi_WA_2019_5,ST1_Yi_WA_2020_1,ST1_Yi_WA_2020_2,ST1_Yi_WA_2020_3,ST1_Yi_WA_2020_4,ST1_Yi_WA_2020_5,ST1_FD_ID_2019_4,ST1_FD_WA_2018_3,ST1_FD_WA_2019_5,ST2_He_OR_2018,ST2_He_OR_2019,ST2_He_OR_2020,ST2_He_WA_2018,ST2_He_WA_2019,ST2_He_WA_2020,ST2_Yi_ID_2018,ST2_Yi_ID_2019,ST2_Yi_OR_2018,ST2_Yi_OR_2019,ST2_Yi_OR_2020,ST2_Yi_WA_2018,ST2_Yi_WA_2019,ST2_Yi_WA_2020,ST3_MS_ID,ST3_MS_OR,ST3_MS_WA,ST3_DM_ID,ST3_DM_OR,ST3_DM_WA,ST3_He_OR,ST3_He_WA,ST3_Yi_ID,ST3_Yi_OR,ST3_Yi_WA,ST4_MS_Overall,ST4_DM_Overall,ST4_He_Overall,ST4_Yi_Overall,ST4_FD_Overall,PC1,PC2,PC3
35,2.09939598449807,2.30138850582742,2.52301624914249,2.91600899938574,3.98971871663281,4.39580379953487,2.77859596717999,2.56090250867715,3.74468597109777,3.51593671980903,4.07582054877763,4.4079611297341,3.08687019408763,20.3084865098667,17.394875032502,19.5889813427406,19.430059463944,21.1528510464908,20.4730379101186,16.8688675722733,18.6483530663732,27.7659789813855,23.1389890621844,13.9288308474112,27.8175786261856,27.7907507361979,26.2244405973611,19.2474532238258,22.6626448883853,27.5783167906363,19.112543630819,22.5831180126684,16.2363157939113,27.0716689634577,16.4496691678003,17.0827646681424,14.209423732091,16.8588729273649,24.9141283443452,20.4609326224198,21.432309345868,28.7490884232106,11.9309366799631,3.58622230316202,3.08222457442671,2.00483218851044,7.639613769424,6.20681604222691,4.61421012118126,3.65321817122975,4.22862078973634,5.2849008116123,2.7319595061591,6.41400111000996,4.44551186077104,3.95532621105837,3.12901818960448,6.6416482563513,22.8080027529498,3.84663082228645,2.32756162848395,3.13417424886696,4.36060190173068,2.69575729703121,5.14862214022905,3.34431398424508,3.89720661828229,2.99270345538633,2.83882907374803,6.22493044106136,3.50759271559785,3.71465401490197,5.19972389933996,1.28269494150158,7.76118012222507,13.4919464429611,13.8329037932183,18.4573722271451,24.3982294650951,22.7575898491281,19.0225364637231,18.2468052230007,22.3271777821468,2.81132809170933,5.42685886127829,4.03870516233498,4.22130679133213,8.65142673191484,3.39111427735438,3.69673937186754,4.01115989327984,2.19669076483787,3.06572601986667,3.57616943457823,18.9224551444499,20.0808808934333,18.6640238964005,22.475818521778,20.1386123559536,4.28997628269023,5.75407709142242,3.7460566601636,3.26123886879882,19.2331889930386,21.5112161848016,4.67555238197118,11.6953434528015,-16.2311029676601,26.4902301868815,-13.7206776281028
36,2.50599276078006,2.10391462118605,2.31901800171155,2.91619127210066,3.869688050747,3.75268169756647,2.58719790924313,2.19792546144931,3.41136324795184,2.86704166889089,3.6640420436525,4.10182570204231,1.93324282959981,20.99220814972,16.6652972880886,19.7510464021861,19.5418159565288,21.2673264234789,24.0475250819661,16.9688512114746,16.6342989514089,26.3092132329135,22.5236143164085,13.8114985949498,31.1075117949343,25.90679734274,24.5153730863671,17.4245518195901,18.0170181626043,23.9684058139589,16.5421993453918,22.3714433887898,12.6105624098863,26.0106755043606,14.0134491639707,15.3776241617063,15.3006736120543,15.2674790698262,23.9828140675673,17.6715230708945,17.2679090375271,18.5374008085012,11.6164515562597,3.31818493087232,3.20230214326884,1.82037417551302,7.44639329729806,6.08349878075359,4.85323930564364,3.0888169548225,4.51021935658377,5.22896103233458,2.33362448250741,6.50906200283934,4.32543117901447,3.81805128622649,2.867797482256,6.39267555807853,17.4482047699175,3.23611675007655,2.2264828117925,4.06655560756169,3.96318946015233,2.64743871803201,7.23154462434552,2.9132436071091,3.18031974206475,3.12992076868009,2.43839729392739,5.84135045310538,1.81727753413934,3.1513088436987,4.30071671566227,0.988771144391007,7.27134986368255,7.53744911387114,8.82386677082751,18.3868861797907,24.524508483818,18.743660765052,17.3362652796036,17.7063272421554,18.0587041619751,2.74141827751651,5.32746575958538,4.07091284485373,4.33535881480397,7.26112619714293,3.57370147872538,3.86311505528997,3.20789962575819,2.30304468111926,3.02648149693203,3.08654129320985,18.7724486362338,20.2328020804824,19.2691082989439,21.2065905140085,17.7987273716834,4.19975713363392,5.28724565808494,3.53196664411896,2.94077886668628,19.4835461831065,19.5524631527819,4.33482163911835,7.8775552494604,13.1349424532996,13.7357472766284,9.72274857112656
37,2.83379955171403,2.47974206210013,2.40379485084217,3.14907812369913,3.90573985164387,3.97481555027506,2.66504668811461,1.71492088784872,3.59660158475769,2.91961840476419,3.85357599403488,3.87742322849583,0.896128634844634,21.4454451955655,16.9715051610039,20.3265106684385,19.3016272317767,21.0179916827862,20.1328130924729,16.7539648792321,17.6574581195005,28.5984289677696,21.6171387474466,7.90812718287742,30.0078335893374,23.3597434277959,21.9978373001542,14.9865235362479,16.3516539465304,18.329087576396,14.0175871852324,21.1479666755624,19.1553487863334,24.447782883073,11.0983396995747,13.0878771695324,9.06924321847487,14.0969422774815,22.6109449021206,13.9637856685795,15.5547945151442,21.871927371127,8.88155943615277,5.30346391230432,3.15919671232399,1.83050149659759,6.9382586900523,5.9292602329739,4.77502143167306,1.52287122839178,3.49634160655168,5.07056402974611,1.63272571566691,6.31516835536129,3.6156560294295,3.61447850715567,2.53448945564888,6.54939038480775,16.3391563369843,3.10215467278014,1.59168982281969,3.28133480009759,3.68168125732157,1.60225461350606,4.69652060367835,2.375471945586,2.34062903622906,2.26827541447228,2.62448400423457,5.13422684560845,1.97231481769217,2.93051437724809,4.3860248221327,0.63841893788203,6.40207750936568,7.07318154853458,8.68762472899246,14.7370386172722,23.5474742371374,16.190899977928,20.9281895960593,14.0443683210691,16.5923665963753,3.65427719682137,4.70485661287175,3.28672861910381,3.82345628004577,6.7930638804615,2.85209698910266,2.88644710591351,3.08897718213362,2.65717405821688,3.13696534838588,2.92405367352345,19.3459610421601,20.4774720768377,18.0599044372171,19.0082867855532,16.135497499203,4.09862297642098,4.68020004817203,2.95224296683492,2.94386810870269,19.200914503847,17.8254760937702,3.91137226119219,7.38762792896424,2.93447855798882,29.3496991406427,-6.72447763862075
38,2.61526597734854,2.47908376808325,2.31320062538809,2.60032215493032,3.86360952861875,3.57110448600779,2.73988143912409,2.06752860579054,3.47057934310123,2.76887130045795,3.91929399455615,3.9901519717153,1.89228954589187,20.8411393933365,17.5934632395775,20.1168553114657,20.1200970112594,22.0551366963956,24.7719714129032,17.4862139435704,18.2177478004027,29.9239252640862,22.1010159418186,9.76027979722864,26.0095726916406,24.8343483965178,23.3416993905125,16.5315563786491,22.4117844461836,22.7689786258556,16.1896892370046,20.5225829355482,12.214288269275,25.2820558878705,12.7767433444387,14.0213408608746,13.850888242621,12.1978188036897,23.3432494733095,14.4177636163167,16.292414023027,18.2542174405191,10.6254767369077,2.65094684100829,3.91626867472277,2.44091440360343,7.07956305058119,6.17057265559865,4.61716032047183,3.6373844041777,3.90045395944126,5.16216205479319,2.68227829453546,6.60847356983585,4.23370130153171,3.77406341469804,2.78484160075626,6.61077140842612,23.7131310256563,3.88519642977182,2.24100909157466,3.49200624075884,4.2538378971216,2.54710702308461,4.97977933939534,2.77502792463222,2.61991383580796,2.41467292637022,2.48822951318636,5.57946957102159,2.46970359364525,2.78975330210249,3.96650176052861,0.910345198149585,6.27300319923089,7.224726754095,8.68795328182554,15.8816712941966,23.3204084399294,21.3089208147977,15.9051786028509,15.7542581875471,16.5104453547518,3.14699505830565,5.36436582967541,3.91650907660989,4.29145162835747,9.33764565461749,3.45268771341556,3.01204994699978,3.13573990893922,2.54853538001469,2.91346607558218,3.06422983034087,19.0692608754438,20.6473538571227,20.1662365077584,20.8505035398205,15.8907314629593,4.39899423063341,6.00072454235441,3.1647465626648,2.94547559546261,20.1503281011139,18.5305313547225,4.43210453635449,7.39522774505048,19.1244527407914,16.1761175656878,31.7358050493643
39,1.9466802758468,2.18629502022694,2.32540057080255,2.7690510318816,3.8702052666965,3.48893029764815,2.99846015562533,2.19319593546272,3.36014784980418,2.54505679554489,3.80689515643053,3.86868465621656,1.8705052008333,19.7211474754148,16.2981692642961,19.0579868567761,18.9480868683411,20.5278198732919,22.0572076227466,16.4376678004381,18.2715233463935,30.1413084306849,21.0858937867613,6.77074391720295,30.0699175393383,21.9409779650301,20.5224216954047,11.7737474648109,17.7261530317525,19.1822905750386,10.0433597071888,20.3353094138216,12.8227798142177,23.5318411218382,11.0372771324798,11.4929989499385,9.39012453417773,9.39329562915421,21.8069534810416,13.5270535290403,15.6481231795008,21.299764253543,8.74323228546122,3.02072831752918,3.51179409414637,1.66825874944116,7.05531060441697,5.27558787075256,4.65222986881569,2.38222599850194,3.50813297581568,5.01894477392158,2.18117914841069,6.6088441244997,3.65681880324402,3.47730042934628,2.24644086007507,5.99052874741041,18.5221404177144,3.54131120446439,1.22985227971609,3.69513010146986,2.89988772345388,1.11898806473785,4.9412129301179,1.9443653001699,1.93458304095017,1.75210193969548,1.73937858538109,4.383409092173,1.45523134434437,1.85377079803033,3.12753833833288,0.340171489496068,5.4040806880358,4.54914036126589,6.81866129606482,14.0350826412186,21.7466188777813,15.550382632874,17.0717443070389,12.8162949650364,16.9092133798261,2.98135417933547,4.85640350732164,3.65945930962031,4.05411732135771,7.27446293747404,2.56226353612062,2.49562752457877,2.26072877571326,2.06600361578895,3.00207712368442,3.03275844598951,18.0431384650761,19.5770183584725,19.1280608797795,17.8031524441804,14.8955704122715,3.95389275089904,5.0787405888567,2.41101588612978,2.86380832407846,18.9149511384623,16.7402530653376,3.70107735537339,5.59062744845551,5.71887802694816,32.0506300487429,5.5067879048886
40,2.73242694506289,2.59647248782959,2.43297345529091,3.23040279541148,3.89162360016863,3.75511155309098,2.85165861904762,2.05939842915633,3.51123637358202,2.76914395239191,3.58414458218345,3.65926145269104,1.76086864655432,20.2076733184245,17.030888574515,20.013382374228,19.8256568603794,21.6533714295159,21.7912045584821,17.222791236477,19.8497109681823,25.487278100743,22.1312240355299,11.4583990282903,30.3924071585767,24.8710497906396,23.4255957022891,15.55028909321,21.7895986211219,25.837380580191,15.7590076421469,21.9418388557143,19.2427141561871,25.3341389316735,13.0633676182689,14.2609637351224,12.6818575790966,12.4734230257175,23.3889667035675,14.9846329276433,16.5705010169735,22.2273836355898,10.776055725267,2.67503524961712,3.54060526963308,2.02396573954761,7.45700910237082,6.63979692631026,5.02511286303372,3.49901973551835,3.94336591080293,5.18775999630289,2.43035913588024,6.52525460367638,4.23809582588388,3.77919466319117,2.84895288462162,6.34236573371056,22.9081562057352,3.34869235172925,2.21716832621623,4.09092573945502,4.0318777665144,1.94988129201854,7.44344418446631,2.82052062226547,2.93215428559773,2.29918799471552,1.87667417608029,6.18129529403796,2.86553474174127,2.77407538301354,3.99090307341843,0.935565436468229,5.86318915249419,7.94392756390282,9.03864993853583,16.9322144804757,23.2543547379336,21.894853048384,21.1691203070582,15.4610030416959,17.8130300226387,2.76530658105863,5.74507097753225,3.8466373584074,4.34873220253978,8.68701245608318,3.35275440241911,3.4532028104585,3.3561163644774,2.66654045827,3.1939926855092,2.97716076457957,18.4466293561367,20.4110393771891,19.749453336628,21.2357651581512,17.2611064583208,4.48802678793824,5.77611375952806,3.39288345880122,2.98728637634317,19.6993349150255,19.2567306210709,4.47812743592175,7.61525555164428,-3.16718870779386,27.6195271176599,8.67175684993817
41,2.04041407132867,2.20163284324855,2.59059448058071,3.05365238033325,3.91603273977613,3.98513226979297,2.74613971760757,2.25513212488253,3.72412087433981,3.07750309327258,3.75550371275896,3.7996459784643,1.9617544081661,21.0800318340863,14.9350702638811,19.6987584433438,19.4469794237507,21.2573703151936,21.6571564291773,16.8840051192514,19.5554331300399,28.7948595240615,22.5488905675871,14.7794032560607,31.5036647968285,25.6501473737002,24.5855722942248,18.5230621857997,23.7051163995778,29.0891074985298,18.6866918466182,22.3991153583317,12.7959760023691,26.0542553512021,15.5521504097471,15.2678622681867,13.6846948128756,12.4743424345638,24.021067398156,16.7078716814673,16.3326624510465,18.2648436113799,11.4559280526401,4.04262863939439,3.19997765407118,1.86080358051285,7.10108573221805,5.97206619241176,4.20900936310758,3.57512638349289,4.05966874153026,5.07318246149554,2.85349810826942,6.65032466680493,4.25132732764094,3.54719211059013,2.46853660021827,6.07002174920383,23.7401395375182,3.58891650291222,1.95507381943206,5.06575620569833,2.47175869689097,1.22497459961743,5.0386450234054,2.20567542660587,2.0320282836237,1.59869804018314,1.24223207919486,3.80569596459479,1.29775775614956,1.60082489909017,3.68972094807202,0.491837739440461,7.20580437363969,8.22710543667158,9.2768643499559,18.9865856670349,24.5612023379504,25.3575034031097,17.4417791717431,16.5420688876563,17.1392353671026,3.18537747258435,5.30566806693863,4.1894329984014,4.61871804606623,9.22129178476957,2.90199927356052,2.44978064102128,2.13790246610394,2.11856026646994,3.166415375937,3.15407632786874,17.6854633291538,20.4046256144141,19.6023787921145,23.5554052743024,16.8862486824525,4.36337945473063,6.20115613466889,2.42097573508327,3.0082506688117,19.3143506198405,20.1307857079525,4.06400596236746,8.23659138675573,8.37132164381848,10.5318089428285,-5.72142780712427
42,0.959837170418187,2.49862300510494,2.43397843745073,2.94909184849466,3.86690333807611,3.50137707585459,2.74260641644759,1.59063211684743,3.48589326101271,2.77525121213766,3.71068064735531,3.28518939357217,1.86393057759897,20.7366885738944,16.81148404259,19.748108858017,19.2813793976547,20.9305352214275,19.8803639235046,16.7358500288584,17.0634964536002,29.432348838832,20.5534791189696,4.26163754719803,25.2716280218899,20.1926127029971,19.0437574873829,8.55850066294795,13.12535536761,19.2991004079346,7.66558243565417,18.8282786255175,11.440568017291,22.6138826194267,9.71964029895874,10.1682491404468,8.64435191756178,13.5160416489869,21.0011918135634,13.8802123451381,16.9024650146248,18.1050379302117,7.75602641144201,1.82743054999617,2.65334335995262,1.75963632857856,7.05320013843901,4.85943311898939,4.40706655785593,1.30589435774395,4.85325195410171,5.0543910302305,1.50625640523076,6.93726807516581,3.28813872695913,3.58049057155436,2.35923259506403,6.06944237136841,13.94227358,3.98237095806843,1.44657219722071,3.09019859181864,3.18433014268335,1.8334073212141,6.650320298147,2.17361459878134,2.24000025072984,2.07820234835904,2.06563776227251,5.71437923346077,1.67607313598627,2.76960205414172,3.8357337557391,0.50814898183438,5.58501360714882,4.12932034637935,6.33834683221515,12.4835775927413,18.0774913471821,13.0785211305343,15.4742744253959,13.303495670664,17.0020748320516,2.07747955807404,4.21057546426503,3.84095652255581,3.77300393760277,6.40878637349505,2.7085618500589,3.0589550978669,2.99357039994341,1.73165506932069,3.11641064949086,2.85258290571315,18.8361867574285,20.316432872242,17.7762143960026,14.8727867642209,14.8504733741244,3.18151659909989,4.61845467470414,2.94936369131328,2.74338419233624,18.8984883124434,15.4536340170266,3.70017230166734,5.35089359524778,8.97860562621544,43.2861654655526,-4.74727936348452
43,2.1269930634107,2.09030819741099,2.44638573341107,3.37509873256258,3.83903428025225,3.56773298845608,2.80247897591385,1.9407120558234,3.4401458378631,2.90161997141505,3.63668166907121,3.41242823065428,2.28449162344814,20.0938654701368,16.921322098188,19.3244729681589,18.9562676636767,20.5506454251311,20.7414705970405,16.4449867997221,17.3585862912956,25.2582901623735,21.8408651387725,9.17769872280021,26.7626698106957,23.8836226296615,22.6191879639435,13.8916317830572,20.132378565931,22.0346611090351,13.3737137335886,21.6239408737085,20.2716112972986,24.8335189560165,11.9241218374824,13.6834842340652,12.8455575920825,14.9778196819424,22.9495346537542,16.5541229319573,15.6400230198386,18.2824472147161,11.2521494399081,2.84736757567686,3.23480013684347,1.42294762585832,7.15432198575845,6.4314744423052,4.42593838413211,2.80922481366661,3.31615320956365,5.15187470199707,1.92270274596323,6.46506947999311,3.92581205511386,3.73985741240674,2.72308823006917,6.27620044488862,21.1811996825738,2.8545910760264,1.85457926546632,3.92783208318034,4.12638508559707,2.48049354241596,5.49973081723432,2.69666440872453,3.34606663077044,2.71596342444631,2.25510365199684,4.62435280174908,2.57493938217064,2.83909370351088,4.14363568104782,0.858671873543966,5.23766279600012,6.71819597079336,8.13469478074928,15.5220027888682,21.0926901394703,18.375474233849,21.7655161793854,15.9631254866079,17.5169644724935,2.39236357693488,5.17538303899888,3.34381129856761,3.99719311539431,7.69411607050394,3.52991438731875,3.36227403136909,3.02680136655955,2.10711033734879,3.25285398225246,2.99808914860642,18.6792625602679,19.8512350814678,18.1613127212083,18.8003919376032,17.4657243644369,3.9763487442409,5.11936468696604,3.26729422964796,2.91262395074559,18.7989521641687,18.3551386978468,4.18793988240939,6.69685118251425,0.503212092745541,30.3314824814117,-19.8660102808947
44,2.76885120451617,2.6950635191956,2.58620233297264,3.2551731504183,3.89545885932098,3.73797310979754,2.61116111221466,2.09735201288099,3.54909071893642,2.79195520112187,3.83094432385452,3.47824905129099,1.68194348783797,20.4174163968935,17.1635441344698,19.4672804218188,19.24478116078,20.9215260208954,20.7345136147186,16.7031071892573,17.9433833699844,28.6068355105478,23.3500242103913,17.3658738696003,36.3291833869982,28.3728718303203,26.8105441350087,22.8286914378749,24.8705977939658,30.5953136563121,21.832709962689,22.8141691903102,14.5789436689153,27.4355235308154,14.6885777004412,17.3854790846104,16.6999201621243,16.8068779319269,25.2335110420853,16.2676239344768,16.7875086238052,18.5995152890809,12.8348613881213,2.10758759629727,3.17185836331272,2.66781434226971,7.62797968587836,6.80626874575917,5.49110105600741,3.80395641699198,3.39947775328516,5.20033641742549,3.29250834502185,6.62819988037904,4.28260081132988,3.81769906557513,2.87338264574673,6.3663836616284,24.6196225758465,3.59094066295209,2.63276473826978,4.4611789225006,4.3664185566961,2.36102076875432,5.2781037254869,2.85146118459579,3.14925241366287,2.43911598459553,2.13936294099133,4.81357842722093,2.15717579962495,2.18078584380048,4.11842843099739,0.955016779232542,6.31453940636175,11.1677054145519,10.9876284261294,20.5842975753188,29.2434646282497,26.71704803959,18.0634692472848,18.5633228573782,17.1773771327101,2.76803414365351,6.108983206246,4.03509256053918,4.49810035919329,9.68217734995553,3.74622517913572,3.17620252134917,2.74902231712609,2.73497942848891,3.26126759435647,2.93846226968362,18.90729377991,20.05063940583,18.4080383377967,26.5380138592486,17.9015140830901,4.71605519144694,6.2846497078645,3.13673405699175,2.9984167757199,19.0744440386022,21.8679616972919,4.50488330781085,9.48995774901435,19.6134630911546,-7.85434667636842,-22.5913639260706
45,1.3176795705787,2.08874189251957,2.31496902858289,2.8224095197038,3.8989458007765,3.60472865480443,2.89892993016692,1.96935096359607,3.44966438194664,2.737295434162,3.80084465405527,4.28765773965875,1.89281438626989,21.627675304769,17.3421571915025,19.5663479518782,19.9103606063696,21.675144617408,23.4854366415369,17.2985719681571,19.9794688799331,27.4989319403896,22.455122138357,13.8817699080557,36.1552281907201,25.8577421532321,24.3251511816358,17.8023698357125,22.5559383235376,29.9392629672383,17.5406567766167,22.0654243214834,15.0779430945102,25.8925852619339,14.1612417945726,15.0307281316288,13.9636164650386,11.7084081775791,23.8791573222998,14.9814903137035,16.2633204342803,24.011626293083,11.2820621737801,4.57566873160318,3.17781593990472,1.75961210515337,7.01961472584601,5.95852675098002,4.60978456601397,2.90711669744704,4.10390806282958,4.99947023524473,2.20335494046705,6.25723119100166,3.69207391531778,3.43765527800569,2.23697764341981,5.98994306040447,22.1115125191922,3.39765273522092,1.87979814645378,4.12137132721157,3.49234202000352,1.68421588831679,4.07782970958469,1.91370963469292,1.98745091608012,1.24141289411544,1.00022929665053,3.22524973999,0.976349124036617,1.55188050086994,3.49724883182855,0.317009470250801,6.64375363264672,6.36277877934119,7.9628660885192,18.4307612213978,26.0846887383072,24.5197795312035,18.5610109624666,16.0280976912083,17.9253660096342,3.37176138621322,5.25843853197314,3.89222842492965,3.93779298903792,8.86609974670122,3.1210580196442,2.0284651486773,1.90700725053581,1.70145715306036,3.01514366268775,3.1059232014961,19.4422792768469,19.8789439097419,20.4279231548516,23.754420337551,17.1049481066445,4.3976631077888,5.67220122316034,2.22486773201599,2.85261784283242,20.1106453951943,20.2877171454268,3.85174247090766,6.98979950016904,-27.8079793538496,-1.15773812835359,8.30301532567462
46,1.75933925909027,2.39979036753117,2.41815214101874,2.64966622201743,4.02532284375374,3.83364192207124,3.15646543571351,1.88010660016065,3.70578994568853,2.73048931115021,3.96487566264389,3.31787020656155,1.93494508383354,19.5330213444946,15.3646771779639,18.3276990473862,17.9960974528876,19.2772792063841,20.2411057977423,15.5859645656939,17.738690110482,30.7195132261286,20.9419618864973,1.47850062539672,31.4149749955356,21.5439545362632,20.1226826157216,10.9470546166972,19.2443871356829,30.1051389997338,9.60956890585628,20.1777250150328,19.8145132980823,23.2836820841401,9.21285930574994,11.0963249037899,6.65019488907791,12.3523673338206,21.5891255078924,13.2574789820146,14.7190338871068,17.0813385216984,8.47635305392414,1.32217182351185,2.96401986323723,1.59390995305552,6.63041847841849,5.54387256131033,4.29797355302607,4.02096961032169,4.93885057756432,4.98987874940514,1.67402971091411,6.85415955996015,3.36906036832603,3.42583614304784,2.13275277782266,5.86647278928809,20.4745383759491,3.25684031278311,1.01640551562801,3.79999841206782,2.65125478194926,0.880083960954835,3.37243696479834,1.73466352364692,1.66557219683303,1.6008712706299,1.20496419630878,5.50933075277255,0.467601353827764,1.72660916807969,3.66247000555109,0.203497652290847,6.42045822583128,4.57058388125304,6.83669974233517,10.7594958466459,21.864729655276,21.0859976433255,21.1060696436875,11.9220718596573,15.5674327854153,2.07563559953779,5.27467549211342,4.0477972296506,4.06267770580791,7.50878688470115,2.43457440225748,1.9060870191289,2.36858938708166,2.07917014010465,3.02708943090369,3.03133497664017,17.7071503522741,18.7915119911073,18.120459607939,18.6376785804517,14.6297003251879,3.92724772133591,5.25323837406562,2.19437299516624,2.90588115394111,18.0080668378793,16.9926697420838,3.64037145042841,5.94258061647317,-10.5934096171965,20.9800555167426,29.1183139478289
47,2.64363047194556,2.49922356867944,2.3946123785137,2.97069750535606,3.89285305587127,3.88500829446597,2.36210840035213,2.37682513764923,3.70197257311383,3.43844524319086,3.77345494856693,3.80188573979184,1.51278341385913,20.5180010449864,17.7203416813182,19.7230507520301,19.6192696463386,21.4013939601013,19.8066487732639,17.0381456354282,19.4631327346741,26.9157852086205,23.0551255795061,16.3301535954534,32.0696613139941,27.4195470843457,25.9915282872798,20.1153404340102,23.158045498225,29.6977096176363,18.9620014772598,22.4913024048679,13.0492873636171,26.9270764087753,16.7844018701758,16.4837347883512,15.0907602085606,18.3810816269281,24.7872085133727,16.5796195100296,20.8144175548325,21.4319669645209,11.8978122641586,3.51809700381138,3.50100437082128,2.10239777071349,7.39323886162109,6.29497724408806,4.44977123694117,4.83279029839476,4.33408408845293,5.17213150932049,3.27764592855184,6.46720122538434,4.5022222580014,3.75324778358455,2.8275340373819,6.30844093311748,22.871554455171,3.40592300294412,2.39584397205491,4.23255482712567,4.19363968222612,2.3610745735373,6.65557695362294,2.76919358095143,2.80402825899877,2.22474671366492,2.11204524979111,4.59855862334938,2.30591181136781,2.53365511130003,3.97281346340884,0.899861039287898,7.07509526141798,7.47336317313513,8.76995695576167,19.9444557502939,26.0155172075682,24.0430930437164,17.1867616909015,18.8708426157106,19.2126958874326,3.12054564775455,5.84930622098964,4.39473567540806,4.53530923734796,8.94756335890447,3.60966060705082,3.29569653075523,2.81879531262376,2.57166043199031,3.05269875312426,3.10274076447322,19.1839310052484,20.3159006611806,18.6689447791869,24.056939123253,18.7724635745543,4.69629891014964,6.12755407573375,3.18194922696226,3.01950005625815,19.4112480285176,21.292434889751,4.48618599577382,7.77280513010493,-6.43239981342868,22.9618091599826,-22.6987791923614
48,2.71934196045064,2.69512936790824,2.41012777813432,3.1836496169111,3.93298221738568,3.67795816468142,3.17404822905884,2.05332500058687,3.46958234348952,2.8527496158722,3.86591137728316,4.2524742665018,1.92566850492483,20.2275556561043,17.7869082681252,19.8107619553337,20.2612376171255,22.1747077339392,21.1456222942738,17.6124862619582,21.6513317468346,27.2419131389981,22.3227664740742,13.1249933284673,28.454184650768,25.4460263250941,23.9575625419093,18.5677881583641,22.5367048050873,26.119810209705,16.3958236477964,21.6894864403434,11.7381284818889,25.6643852991592,14.7246013426178,14.4803625005524,12.3728045773855,14.5150772500598,23.6788489401227,13.8654758880849,15.854086186522,24.4398666342603,11.0366476554655,2.92995242509935,3.76979914169218,1.6030400850714,7.07482891944326,5.98499882211219,4.56032051743927,4.12805799848869,3.80576636148364,4.96349527861669,1.97572625695282,6.34936951495243,3.22232726816327,3.37188813547598,2.11792183049042,5.82189409736941,22.0605701303995,3.05788189482439,1.77499566878678,2.95421057990171,2.48653135896397,1.32430468970864,2.54373360090425,1.71109087031163,1.68655498078972,1.33501489983644,1.18047849008896,2.87510807016471,0.630136625428213,1.30404483739516,3.00232615878514,0.173317069363108,6.87486150462633,6.87865310427229,8.65113835940118,17.9634569235673,25.0021914591653,22.313162635928,16.4329250626359,16.0510197042808,17.4895230802996,2.94235180331397,5.72005349253104,3.69964578054236,3.7521123330767,8.70007801300033,2.25743025242474,1.71333064825432,1.58599340483907,2.70983367253945,3.1795808115366,3.14071391990235,18.7861370182574,20.5134736807546,20.1866833381495,22.5545802178189,16.582897969866,4.55020673032016,5.4857260566476,1.76488527792424,3.09330372639912,20.0838264417118,19.4648792943966,3.60579634124204,7.46821765609994,-13.9512563191249,12.1451555331882,-15.6554427179098
