"score","component","gen","score_rotated"
1.12993240352894,"Comp1","1",1.12993240352894
0.693861129183368,"Comp1","2",0.693861129183368
-0.328675826976603,"Comp1","3",-0.328675826976603
-0.46443454463706,"Comp1","4",-0.46443454463706
-0.086137488868,"Comp1","5",-0.086137488868
0.338987591294932,"Comp1","6",0.338987591294932
-0.538026867363991,"Comp1","7",-0.538026867363991
-0.870382306075389,"Comp1","8",-0.870382306075389
-0.914427405145604,"Comp1","9",-0.914427405145604
0.577024419794754,"Comp1","10",0.577024419794754
-0.248114361887518,"Comp1","11",-0.248114361887518
-2.01994328970296,"Comp1","12",-2.01994328970296
-0.246529676462058,"Comp1","13",-0.246529676462058
0.0235421300654735,"Comp1","14",0.0235421300654735
0.138443637364109,"Comp1","15",0.138443637364109
-0.969180818029233,"Comp1","16",-0.969180818029233
-0.316131213096105,"Comp1","17",-0.316131213096105
0.492867120728459,"Comp1","18",0.492867120728459
1.21708132353854,"Comp1","19",1.21708132353854
1.23876428672557,"Comp1","20",1.23876428672557
-0.386196510050234,"Comp1","21",-0.386196510050234
-0.243910714149183,"Comp1","22",-0.243910714149183
0.0987964189208304,"Comp1","23",0.0987964189208304
0.222543501424825,"Comp1","24",0.222543501424825
-0.192618906904886,"Comp1","25",-0.192618906904886
0.0695028048122701,"Comp1","26",0.0695028048122701
-0.368021879063333,"Comp1","27",-0.368021879063333
-2.38428684245004,"Comp1","28",-2.38428684245004
-1.95461529789921,"Comp1","29",-1.95461529789921
-0.381909530257689,"Comp1","30",-0.381909530257689
-0.780339769360954,"Comp1","31",-0.780339769360954
0.0849659315679029,"Comp1","32",0.0849659315679029
-1.18687270515629,"Comp1","33",-1.18687270515629
0.156317546576669,"Comp1","34",0.156317546576669
0.0417146857539982,"Comp1","35",0.0417146857539982
0.17894418636542,"Comp1","36",0.17894418636542
-1.52940514664793,"Comp1","37",-1.52940514664793
-0.206217925715112,"Comp1","38",-0.206217925715112
-0.471267308936568,"Comp1","39",-0.471267308936568
-0.248954614960025,"Comp1","40",-0.248954614960025
0.538154517465287,"Comp1","41",0.538154517465287
-0.767600620990895,"Comp1","42",-0.767600620990895
-1.18324641425059,"Comp1","43",-1.18324641425059
0.469644913333302,"Comp1","44",0.469644913333302
-0.31790498142848,"Comp1","45",-0.31790498142848
-0.191849883774831,"Comp1","46",-0.191849883774831
0.752842321254831,"Comp1","47",0.752842321254831
-0.577321459356663,"Comp1","48",-0.577321459356663
-0.0298201339857805,"Comp1","49",-0.0298201339857805
-0.0551454624080229,"Comp1","50",-0.0551454624080229
0.519074188031412,"Comp1","51",0.519074188031412
-1.0413277651007,"Comp1","52",-1.0413277651007
-0.335935888514397,"Comp1","53",-0.335935888514397
-1.3146659448575,"Comp1","54",-1.3146659448575
0.423582189441581,"Comp1","55",0.423582189441581
-0.159436306692887,"Comp1","56",-0.159436306692887
-1.1163622011685,"Comp1","57",-1.1163622011685
0.490322736244237,"Comp1","58",0.490322736244237
-0.196491610137432,"Comp1","59",-0.196491610137432
0.930424746947755,"Comp1","60",0.930424746947755
0.547718065007332,"Comp1","61",0.547718065007332
-1.25436479799378,"Comp1","62",-1.25436479799378
-0.932627206053426,"Comp1","63",-0.932627206053426
-0.31719550263149,"Comp1","64",-0.31719550263149
-0.598882542072559,"Comp1","65",-0.598882542072559
1.27540715583686,"Comp1","66",1.27540715583686
0.522613085176257,"Comp1","67",0.522613085176257
-1.24494560379444,"Comp1","68",-1.24494560379444
0.36083289769319,"Comp1","69",0.36083289769319
-0.400542282400134,"Comp1","70",-0.400542282400134
0.05549550760608,"Comp1","71",0.05549550760608
-0.861627749339472,"Comp1","72",-0.861627749339472
0.769200375314629,"Comp1","73",0.769200375314629
-0.179553049742636,"Comp1","74",-0.179553049742636
-0.934679161759957,"Comp1","75",-0.934679161759957
0.0384844602407636,"Comp1","76",0.0384844602407636
1.11970650256237,"Comp1","77",1.11970650256237
0.0403596365322232,"Comp1","78",0.0403596365322232
-0.747206050854087,"Comp1","79",-0.747206050854087
0.653864469156069,"Comp1","80",0.653864469156069
0.649736958278957,"Comp1","81",0.649736958278957
0.0908700930264305,"Comp1","82",0.0908700930264305
0.903673770919821,"Comp1","83",0.903673770919821
-0.662977078495763,"Comp1","84",-0.662977078495763
-1.470948851315,"Comp1","85",-1.470948851315
-0.415284087941956,"Comp1","86",-0.415284087941956
-1.20385478658638,"Comp1","87",-1.20385478658638
-0.6655950972526,"Comp1","88",-0.6655950972526
-0.300825476968631,"Comp1","89",-0.300825476968631
-1.04070309217006,"Comp1","90",-1.04070309217006
-0.807242452003295,"Comp1","91",-0.807242452003295
0.544703006964118,"Comp1","92",0.544703006964118
0.445556315430029,"Comp1","93",0.445556315430029
-0.293177006614271,"Comp1","94",-0.293177006614271
-0.607691221561756,"Comp1","95",-0.607691221561756
-0.522417076025557,"Comp1","96",-0.522417076025557
-0.682838235654619,"Comp1","97",-0.682838235654619
-0.0390338959132084,"Comp1","98",-0.0390338959132084
-0.594097437001981,"Comp1","99",-0.594097437001981
-0.445300640944062,"Comp1","100",-0.445300640944062
0.30389478003438,"Comp1","101",0.30389478003438
0.637972464786649,"Comp1","102",0.637972464786649
0.22750098940101,"Comp1","103",0.22750098940101
0.725369397156688,"Comp1","104",0.725369397156688
0.059013157557606,"Comp1","105",0.059013157557606
0.256393110762656,"Comp1","106",0.256393110762656
-0.736844914118265,"Comp1","107",-0.736844914118265
0.709091711428534,"Comp1","108",0.709091711428534
0.504296962690989,"Comp1","109",0.504296962690989
1.05338164280035,"Comp1","110",1.05338164280035
0.0190552710298068,"Comp1","111",0.0190552710298068
-0.669332130331659,"Comp1","112",-0.669332130331659
0.130403567052711,"Comp1","113",0.130403567052711
0.0952498401292382,"Comp1","114",0.0952498401292382
0.0363481970814434,"Comp1","115",0.0363481970814434
0.126321085979759,"Comp1","116",0.126321085979759
1.32335159132944,"Comp1","117",1.32335159132944
0.279857479165002,"Comp1","118",0.279857479165002
0.0382024558492112,"Comp1","119",0.0382024558492112
-0.690076347031068,"Comp1","120",-0.690076347031068
-0.465907965520455,"Comp1","121",-0.465907965520455
0.146984439285041,"Comp1","122",0.146984439285041
-0.203577071605341,"Comp1","123",-0.203577071605341
-0.93783414743657,"Comp1","124",-0.93783414743657
-0.354807316289608,"Comp1","125",-0.354807316289608
-0.0500763849025487,"Comp1","126",-0.0500763849025487
0.0642778110706332,"Comp1","127",0.0642778110706332
-0.214251314455579,"Comp1","128",-0.214251314455579
0.512342791015503,"Comp1","129",0.512342791015503
-0.0712112457008913,"Comp1","130",-0.0712112457008913
0.0158808017859149,"Comp1","131",0.0158808017859149
-0.387568912068157,"Comp1","132",-0.387568912068157
0.716223128251244,"Comp1","133",0.716223128251244
0.132231800099602,"Comp1","134",0.132231800099602
-0.99828145426739,"Comp1","135",-0.99828145426739
-0.554309101983895,"Comp1","136",-0.554309101983895
-0.592885373933183,"Comp1","137",-0.592885373933183
-0.977315473774806,"Comp1","138",-0.977315473774806
0.0746746393847476,"Comp1","139",0.0746746393847476
-0.190939147379662,"Comp1","140",-0.190939147379662
-0.50810838377119,"Comp1","141",-0.50810838377119
-1.61044894774567,"Comp1","142",-1.61044894774567
-0.0597220384239737,"Comp1","143",-0.0597220384239737
0.387016680126282,"Comp1","144",0.387016680126282
1.45143784296512,"Comp1","145",1.45143784296512
0.537117345588514,"Comp1","146",0.537117345588514
0.427706042228918,"Comp1","147",0.427706042228918
0.33045768707031,"Comp1","148",0.33045768707031
0.0173608396838955,"Comp1","149",0.0173608396838955
-0.388512979825507,"Comp1","150",-0.388512979825507
0.295168965479494,"Comp1","151",0.295168965479494
-0.546141576225161,"Comp1","152",-0.546141576225161
1.16556837358591,"Comp1","153",1.16556837358591
0.271399493882333,"Comp1","154",0.271399493882333
1.20773417938521,"Comp1","155",1.20773417938521
1.49735523102696,"Comp1","156",1.49735523102696
0.310168186462357,"Comp1","157",0.310168186462357
-0.64807602434513,"Comp1","158",-0.64807602434513
-0.188461320786584,"Comp1","159",-0.188461320786584
0.414305500153914,"Comp1","160",0.414305500153914
-0.702495672517809,"Comp1","161",-0.702495672517809
-0.0154627359158114,"Comp1","162",-0.0154627359158114
-1.1126121191633,"Comp1","163",-1.1126121191633
-0.316586228439795,"Comp1","164",-0.316586228439795
1.44362887004024,"Comp1","165",1.44362887004024
1.09938361041757,"Comp1","166",1.09938361041757
1.6579471049332,"Comp1","167",1.6579471049332
-0.998668156530761,"Comp1","168",-0.998668156530761
0.491399130426687,"Comp1","169",0.491399130426687
0.579558749823843,"Comp1","170",0.579558749823843
1.18459072184916,"Comp1","171",1.18459072184916
1.68015332184911,"Comp1","172",1.68015332184911
1.50041366379956,"Comp1","173",1.50041366379956
1.96873004591082,"Comp1","174",1.96873004591082
1.03154549853798,"Comp1","175",1.03154549853798
0.743998041730881,"Comp1","176",0.743998041730881
0.544820467423715,"Comp1","177",0.544820467423715
1.56591384401842,"Comp1","178",1.56591384401842
0.8528461156355,"Comp1","179",0.8528461156355
0.344463986499173,"Comp1","180",0.344463986499173
1.38920191202421,"Comp1","181",1.38920191202421
0.802724178070005,"Comp1","182",0.802724178070005
0.555319600703326,"Comp1","183",0.555319600703326
0.750610357382271,"Comp1","184",0.750610357382271
0.208343023427264,"Comp1","185",0.208343023427264
-0.36325271279045,"Comp1","186",-0.36325271279045
-0.556647057527825,"Comp1","187",-0.556647057527825
0.0938782721283361,"Comp1","188",0.0938782721283361
0.971651652500533,"Comp1","189",0.971651652500533
0.732315416424411,"Comp1","190",0.732315416424411
0.0710344542854683,"Comp1","191",0.0710344542854683
0.384640102253169,"Comp1","192",0.384640102253169
0.00907066835068176,"Comp1","193",0.00907066835068176
0.26239802845477,"Comp1","194",0.26239802845477
-0.819132240735937,"Comp1","195",-0.819132240735937
0.0860596613692337,"Comp1","196",0.0860596613692337
-0.149951895082032,"Comp1","197",-0.149951895082032
0.374807880552612,"Comp1","198",0.374807880552612
-0.137433145210172,"Comp1","201",-0.137433145210172
0.336130635022081,"Comp1","202",0.336130635022081
