,env,loc,year,cut,block,gen,row,col,FDR,cov1,cov2,date_init,date,harv_days1,harv_days2,harv_days3,cut_freq,cons_days,cons_days1
370,OR_2019_4,OR,2019,4,8,72,75,1,6.53343810512727,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
371,OR_2019_4,OR,2019,4,8,158,76,2,4.80254258692785,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
372,OR_2019_4,OR,2019,4,8,141,76,1,9.41826396879297,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
373,OR_2019_4,OR,2019,4,8,135,77,2,0.763786377795864,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
374,OR_2019_4,OR,2019,4,8,162,77,1,5.37950775966099,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
375,OR_2019_4,OR,2019,4,8,57,78,2,0.1,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
376,OR_2019_4,OR,2019,4,8,12,78,1,0.1,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
377,OR_2019_4,OR,2019,4,8,56,79,2,8.84129879605983,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
378,OR_2019_4,OR,2019,4,8,202,79,1,3.64861224146157,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
379,OR_2019_4,OR,2019,4,8,61,80,2,5.37950775966099,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
380,OR_2019_4,OR,2019,4,8,184,80,1,4.22557741419471,2.49468189599529,3.64861224146157,2019-01-01,2019-10-02,49,49,274,49,448,639
381,OR_2019_4,OR,2019,4,9,96,81,2,1.91771672326214,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
382,OR_2019_4,OR,2019,4,9,114,81,1,4.80254258692785,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
383,OR_2019_4,OR,2019,4,9,64,82,2,4.80254258692785,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
384,OR_2019_4,OR,2019,4,9,164,82,1,1.340751550529,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
385,OR_2019_4,OR,2019,4,9,196,83,2,5.37950775966099,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
386,OR_2019_4,OR,2019,4,9,68,83,1,0.186821205062722,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
387,OR_2019_4,OR,2019,4,9,202,84,2,4.80254258692785,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
388,OR_2019_4,OR,2019,4,9,30,84,1,1.91771672326214,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
389,OR_2019_4,OR,2019,4,9,170,85,2,4.80254258692785,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
390,OR_2019_4,OR,2019,4,9,120,85,1,1.91771672326214,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
391,OR_2019_4,OR,2019,4,9,16,86,2,0.1,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
392,OR_2019_4,OR,2019,4,9,86,86,1,3.07164706872842,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
393,OR_2019_4,OR,2019,4,9,33,87,2,0.1,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
394,OR_2019_4,OR,2019,4,9,8,87,1,0.1,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
395,OR_2019_4,OR,2019,4,9,23,88,2,1.340751550529,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
396,OR_2019_4,OR,2019,4,9,201,88,1,1.91771672326214,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
397,OR_2019_4,OR,2019,4,9,128,89,2,0.186821205062722,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
398,OR_2019_4,OR,2019,4,9,194,89,1,5.95647293239413,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
399,OR_2019_4,OR,2019,4,9,52,90,2,0.1,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
400,OR_2019_4,OR,2019,4,9,73,90,1,7.68736845059355,1.91771672326214,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
401,OR_2019_4,OR,2019,4,10,148,91,2,2.49468189599529,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
402,OR_2019_4,OR,2019,4,10,157,91,1,4.22557741419471,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
403,OR_2019_4,OR,2019,4,10,80,92,2,4.80254258692785,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
404,OR_2019_4,OR,2019,4,10,6,92,1,7.68736845059355,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
405,OR_2019_4,OR,2019,4,10,93,93,2,1.340751550529,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
406,OR_2019_4,OR,2019,4,10,45,93,1,1.340751550529,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
407,OR_2019_4,OR,2019,4,10,83,94,2,2.49468189599529,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
408,OR_2019_4,OR,2019,4,10,147,94,1,5.95647293239413,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
409,OR_2019_4,OR,2019,4,10,125,95,2,0.1,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
410,OR_2019_4,OR,2019,4,10,202,95,1,4.80254258692785,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
411,OR_2019_4,OR,2019,4,10,172,96,2,2.49468189599529,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
412,OR_2019_4,OR,2019,4,10,106,96,1,4.22557741419471,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
413,OR_2019_4,OR,2019,4,10,89,97,2,5.37950775966099,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
414,OR_2019_4,OR,2019,4,10,127,97,1,1.91771672326214,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
415,OR_2019_4,OR,2019,4,10,107,98,2,6.53343810512727,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
416,OR_2019_4,OR,2019,4,10,103,98,1,3.64861224146157,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
417,OR_2019_4,OR,2019,4,10,201,99,2,3.07164706872842,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
418,OR_2019_4,OR,2019,4,10,7,99,1,0.186821205062722,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
419,OR_2019_4,OR,2019,4,10,32,100,2,1.91771672326214,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
420,OR_2019_4,OR,2019,4,10,175,100,1,3.64861224146157,3.07164706872842,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
421,OR_2019_4,OR,2019,4,11,2,101,2,7.11040327786041,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
422,OR_2019_4,OR,2019,4,11,11,101,1,0.1,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
423,OR_2019_4,OR,2019,4,11,201,102,2,1.340751550529,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
424,OR_2019_4,OR,2019,4,11,5,102,1,7.11040327786041,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
425,OR_2019_4,OR,2019,4,11,180,103,2,4.80254258692785,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
426,OR_2019_4,OR,2019,4,11,136,103,1,0.1,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
427,OR_2019_4,OR,2019,4,11,9,104,2,0.1,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
428,OR_2019_4,OR,2019,4,11,26,104,1,4.22557741419471,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
429,OR_2019_4,OR,2019,4,11,53,105,2,4.80254258692785,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
430,OR_2019_4,OR,2019,4,11,1,105,1,7.11040327786041,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
431,OR_2019_4,OR,2019,4,11,198,106,2,5.95647293239413,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
432,OR_2019_4,OR,2019,4,11,42,106,1,0.1,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
433,OR_2019_4,OR,2019,4,11,43,107,2,0.1,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
434,OR_2019_4,OR,2019,4,11,14,107,1,3.64861224146157,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
435,OR_2019_4,OR,2019,4,11,163,108,2,2.49468189599529,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
436,OR_2019_4,OR,2019,4,11,130,108,1,1.91771672326214,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
437,OR_2019_4,OR,2019,4,11,97,109,2,0.1,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
438,OR_2019_4,OR,2019,4,11,202,109,1,4.80254258692785,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
439,OR_2019_4,OR,2019,4,11,124,110,2,0.1,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
440,OR_2019_4,OR,2019,4,11,35,110,1,1.340751550529,1.340751550529,4.80254258692785,2019-01-01,2019-10-02,49,49,274,49,448,639
441,OR_2020_4,OR,2020,4,1,34,1,2,5.0859375,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
442,OR_2020_4,OR,2020,4,1,90,1,1,2.70703125,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
443,OR_2020_4,OR,2020,4,1,201,2,2,2.3671875,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
444,OR_2020_4,OR,2020,4,1,55,2,1,4.06640625,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
445,OR_2020_4,OR,2020,4,1,10,3,2,2.02734375,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
446,OR_2020_4,OR,2020,4,1,192,3,1,4.06640625,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
447,OR_2020_4,OR,2020,4,1,145,4,2,2.70703125,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
448,OR_2020_4,OR,2020,4,1,48,4,1,2.02734375,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
449,OR_2020_4,OR,2020,4,1,74,5,2,0.1,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
450,OR_2020_4,OR,2020,4,1,159,5,1,4.06640625,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
451,OR_2020_4,OR,2020,4,1,176,6,2,2.70703125,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
452,OR_2020_4,OR,2020,4,1,95,6,1,3.046875,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
453,OR_2020_4,OR,2020,4,1,190,7,2,4.74609375,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
454,OR_2020_4,OR,2020,4,1,81,7,1,2.70703125,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
455,OR_2020_4,OR,2020,4,1,167,8,2,4.40625,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
456,OR_2020_4,OR,2020,4,1,123,8,1,2.70703125,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
457,OR_2020_4,OR,2020,4,1,46,9,2,0.1,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
458,OR_2020_4,OR,2020,4,1,160,9,1,4.06640625,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
459,OR_2020_4,OR,2020,4,1,18,10,2,2.3671875,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
460,OR_2020_4,OR,2020,4,1,202,10,1,4.06640625,2.3671875,4.06640625,2020-01-01,2020-10-08,50,50,281,50,820,1011
461,OR_2020_4,OR,2020,4,2,178,11,2,4.06640625,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
462,OR_2020_4,OR,2020,4,2,121,11,1,2.70703125,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
463,OR_2020_4,OR,2020,4,2,173,12,2,3.38671875,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
464,OR_2020_4,OR,2020,4,2,65,12,1,4.74609375,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
465,OR_2020_4,OR,2020,4,2,181,13,2,4.06640625,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
466,OR_2020_4,OR,2020,4,2,25,13,1,2.70703125,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
467,OR_2020_4,OR,2020,4,2,153,14,2,4.06640625,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
468,OR_2020_4,OR,2020,4,2,40,14,1,2.02734375,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
469,OR_2020_4,OR,2020,4,2,78,15,2,2.70703125,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
470,OR_2020_4,OR,2020,4,2,201,15,1,2.70703125,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
471,OR_2020_4,OR,2020,4,2,179,16,2,4.06640625,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
472,OR_2020_4,OR,2020,4,2,21,16,1,3.046875,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
473,OR_2020_4,OR,2020,4,2,59,17,2,2.70703125,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
474,OR_2020_4,OR,2020,4,2,92,17,1,6.78515625,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
475,OR_2020_4,OR,2020,4,2,27,18,2,0.667968749999999,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
476,OR_2020_4,OR,2020,4,2,193,18,1,4.40625,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
477,OR_2020_4,OR,2020,4,2,202,19,2,5.0859375,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
478,OR_2020_4,OR,2020,4,2,94,19,1,3.7265625,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
479,OR_2020_4,OR,2020,4,2,99,20,2,0.667968749999999,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
480,OR_2020_4,OR,2020,4,2,51,20,1,2.70703125,2.70703125,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
481,OR_2020_4,OR,2020,4,3,139,21,2,2.70703125,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
482,OR_2020_4,OR,2020,4,3,113,21,1,4.06640625,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
483,OR_2020_4,OR,2020,4,3,183,22,2,4.74609375,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
484,OR_2020_4,OR,2020,4,3,37,22,1,1.6875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
485,OR_2020_4,OR,2020,4,3,189,23,2,3.38671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
486,OR_2020_4,OR,2020,4,3,84,23,1,3.38671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
487,OR_2020_4,OR,2020,4,3,133,24,2,2.3671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
488,OR_2020_4,OR,2020,4,3,187,24,1,4.74609375,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
489,OR_2020_4,OR,2020,4,3,202,25,2,2.3671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
490,OR_2020_4,OR,2020,4,3,110,25,1,5.0859375,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
491,OR_2020_4,OR,2020,4,3,144,26,2,4.74609375,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
492,OR_2020_4,OR,2020,4,3,79,26,1,1.34765625,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
493,OR_2020_4,OR,2020,4,3,195,27,2,4.06640625,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
494,OR_2020_4,OR,2020,4,3,77,27,1,2.3671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
495,OR_2020_4,OR,2020,4,3,54,28,2,4.74609375,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
496,OR_2020_4,OR,2020,4,3,161,28,1,2.70703125,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
497,OR_2020_4,OR,2020,4,3,104,29,2,4.40625,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
498,OR_2020_4,OR,2020,4,3,177,29,1,3.38671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
499,OR_2020_4,OR,2020,4,3,4,30,2,2.3671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
500,OR_2020_4,OR,2020,4,3,201,30,1,3.38671875,3.38671875,2.3671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
501,OR_2020_4,OR,2020,4,4,108,31,2,4.06640625,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
502,OR_2020_4,OR,2020,4,4,197,31,1,4.40625,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
503,OR_2020_4,OR,2020,4,4,100,32,2,3.38671875,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
504,OR_2020_4,OR,2020,4,4,49,32,1,2.70703125,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
505,OR_2020_4,OR,2020,4,4,15,33,2,3.046875,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
506,OR_2020_4,OR,2020,4,4,201,33,1,2.02734375,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
507,OR_2020_4,OR,2020,4,4,13,34,2,2.02734375,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
508,OR_2020_4,OR,2020,4,4,63,34,1,2.70703125,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
509,OR_2020_4,OR,2020,4,4,191,35,2,2.70703125,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
510,OR_2020_4,OR,2020,4,4,44,35,1,4.06640625,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
511,OR_2020_4,OR,2020,4,4,102,36,2,3.38671875,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
512,OR_2020_4,OR,2020,4,4,115,36,1,3.38671875,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
513,OR_2020_4,OR,2020,4,4,202,37,2,3.38671875,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
514,OR_2020_4,OR,2020,4,4,112,37,1,1.0078125,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
515,OR_2020_4,OR,2020,4,4,131,38,2,3.7265625,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
516,OR_2020_4,OR,2020,4,4,85,38,1,0.328125,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
517,OR_2020_4,OR,2020,4,4,126,39,2,0.1,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
518,OR_2020_4,OR,2020,4,4,67,39,1,3.38671875,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
519,OR_2020_4,OR,2020,4,4,47,40,2,2.3671875,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
520,OR_2020_4,OR,2020,4,4,182,40,1,4.06640625,2.02734375,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
521,OR_2020_4,OR,2020,4,5,75,41,2,0.1,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
522,OR_2020_4,OR,2020,4,5,171,41,1,2.70703125,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
523,OR_2020_4,OR,2020,4,5,154,42,2,4.40625,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
524,OR_2020_4,OR,2020,4,5,119,42,1,3.046875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
525,OR_2020_4,OR,2020,4,5,201,43,2,2.70703125,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
526,OR_2020_4,OR,2020,4,5,17,43,1,2.3671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
527,OR_2020_4,OR,2020,4,5,22,44,2,2.3671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
528,OR_2020_4,OR,2020,4,5,202,44,1,3.38671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
529,OR_2020_4,OR,2020,4,5,82,45,2,2.02734375,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
530,OR_2020_4,OR,2020,4,5,50,45,1,2.3671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
531,OR_2020_4,OR,2020,4,5,134,46,2,2.3671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
532,OR_2020_4,OR,2020,4,5,62,46,1,2.70703125,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
533,OR_2020_4,OR,2020,4,5,29,47,2,0.1,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
534,OR_2020_4,OR,2020,4,5,122,47,1,4.06640625,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
535,OR_2020_4,OR,2020,4,5,137,48,2,1.6875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
536,OR_2020_4,OR,2020,4,5,71,48,1,2.3671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
537,OR_2020_4,OR,2020,4,5,41,49,2,3.38671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
538,OR_2020_4,OR,2020,4,5,39,49,1,0.1,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
539,OR_2020_4,OR,2020,4,5,28,50,2,0.1,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
540,OR_2020_4,OR,2020,4,5,38,50,1,2.3671875,2.70703125,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
541,OR_2020_4,OR,2020,4,6,201,51,2,3.38671875,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
542,OR_2020_4,OR,2020,4,6,116,51,1,0.667968749999999,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
543,OR_2020_4,OR,2020,4,6,60,52,2,3.046875,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
544,OR_2020_4,OR,2020,4,6,156,52,1,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
545,OR_2020_4,OR,2020,4,6,188,53,2,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
546,OR_2020_4,OR,2020,4,6,140,53,1,1.34765625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
547,OR_2020_4,OR,2020,4,6,76,54,2,1.6875,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
548,OR_2020_4,OR,2020,4,6,109,54,1,3.046875,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
549,OR_2020_4,OR,2020,4,6,101,55,2,2.70703125,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
550,OR_2020_4,OR,2020,4,6,185,55,1,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
551,OR_2020_4,OR,2020,4,6,146,56,2,5.0859375,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
552,OR_2020_4,OR,2020,4,6,202,56,1,5.0859375,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
553,OR_2020_4,OR,2020,4,6,129,57,2,2.3671875,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
554,OR_2020_4,OR,2020,4,6,87,57,1,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
555,OR_2020_4,OR,2020,4,6,150,58,2,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
556,OR_2020_4,OR,2020,4,6,155,58,1,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
557,OR_2020_4,OR,2020,4,6,98,59,2,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
558,OR_2020_4,OR,2020,4,6,3,59,1,4.06640625,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
559,OR_2020_4,OR,2020,4,6,88,60,2,1.6875,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
560,OR_2020_4,OR,2020,4,6,69,60,1,5.0859375,3.38671875,5.0859375,2020-01-01,2020-10-08,50,50,281,50,820,1011
561,OR_2020_4,OR,2020,4,7,149,61,2,2.3671875,2.3671875,3.38671875,2020-01-01,2020-10-08,50,50,281,50,820,1011
