gen,ID_2019_4,OR_2018_3,OR_2019_4,OR_2020_4,WA_2018_3,WA_2019_5,WA_2020_5
1,3.94513815007161,4.77091181106343,7.49476709360036,4.0664062066738,3.21486822486215,5.20081571907922,2.0495295362809
2,4.23524351967323,3.94563838858944,7.49476709359896,5.08593745667539,3.55933681098597,3.6582254466339,2.09662003202773
3,3.18418241891152,3.81513059777466,8.07173191126813,3.68408172581109,3.75628505184008,3.70698573448461,4.16868180242659
4,2.39528305061852,2.60256169714998,1.21367279235343,1.72714849844326,2.5133877802183,1.66393388311317,1.95983930379761
5,3.83420114731007,3.51927794680201,7.44928126822981,4.06640624422338,2.19337337089182,2.59664781974377,2.61666171259814
6,3.16606807897824,3.08508535902319,7.27898202952034,2.85571285921448,3.29586033944338,2.0181129340097,1.84703325053963
7,3.27552425742801,1.24428209439069,-0.173236513240875,0.347949214561935,2.33260256035218,4.69624962121744,1.88763910110802
8,2.56269034362845,0.0311432406767817,0.2201137368013,0.859130804136262,2.38646618266146,0.321677702577723,NA
9,2.66796034085486,0.321719805933997,0.484363815738562,0.0999999566753912,2.00333046830895,0.425240371439061,1.53622210571018
10,2.59765847638722,3.05881362375602,1.46086493226634,2.21850580413627,2.05681646917422,2.06788800684837,3.12323462119456
11,2.75069447453506,1.21074142122498,0.484363815738562,0.667968706675391,1.97597772950364,2.50064839947717,1.44204105982182
12,2.50884715052031,0.416597638370249,-0.0441356320080305,0.0999999566753908,1.55653479314999,0.835014832549477,NA
13,2.96136461338554,1.15130159212769,0.883900469661117,2.40966809222551,2.13161680569687,1.20059304640679,1.60688246889667
14,3.08372206817147,1.91710691059778,4.03297605720012,2.02734370667538,2.92595705335618,2.90359827017659,2.06083661272887
15,2.73259601723822,1.69409820785546,3.17754688011052,3.6869140789634,2.44014145447335,2.12286750921131,2.46098906767047
16,2.29082438910238,0.175175212822709,0.220113736801293,0.859130804136246,1.88195571379007,2.77990593620621,NA
17,3.04828739282825,2.16034982721652,2.02361536293315,2.3671875196405,2.22862273150383,1.43983146710985,NA
18,4.52071756028567,1.35101951229365,4.98187354824435,2.25879793297575,1.99247175073384,2.50064839947716,NA
19,1.641463004434,3.03202006170359,1.19661591852097,1.68749995667538,3.27402351097783,5.39965865930964,3.74052510971456
20,2.89155385971458,4.49029624112987,2.38772277140963,2.84786045839286,2.10616754651365,1.65659232216666,1.77168445674802
21,3.12499199796337,2.84141242819333,1.55779496198359,3.04687467073287,2.14758735061757,1.34053503228016,2.12958638289781
22,3.9722784406483,2.683536741914,1.57777863854845,2.82237217873141,2.07970378231789,2.81188677959832,2.78888279067842
23,2.64683522699047,2.61483918334673,1.44665097134074,2.68720702388484,2.90881794407808,2.79092970748977,1.45617494101534
24,2.89379991548812,1.52443803197776,0.484363460674586,0.859130994764617,2.31513688875162,2.35588749410469,1.6869195573061
25,5.38565346776645,5.47737387978117,5.01958599838243,2.70703092073287,6.65402268408136,8.06956575320851,7.34001566298885
26,3.84928290834964,4.36180397731339,4.60994122993326,2.36718745667539,1.79504100916046,3.10292973604435,4.35235536840709
27,2.4932567405426,0.664206519481834,-0.750065728948973,0.667968420732866,1.88268170019507,1.8733527878722,NA
28,2.16321386584192,0.385718637838264,0.220113026673359,0.100000147303699,1.38690845478656,0.518362751597269,NA
29,3.30668359831099,0.378874271641407,0.220113026673356,0.100000147303728,1.87981358834706,2.330928777949,0.764645371674819
30,2.80077714725366,2.67858614872484,2.03935155787568,1.57911043297575,1.76366675938318,2.34710134194549,NA
31,2.75607287266524,0.795306541391934,0.57118466573731,0.859130994764629,2.06043587037361,1.51183179641166,NA
32,3.0525169223574,2.64023323007985,1.50933030218892,2.51586910921449,3.9366440117345,4.71523834511171,4.93362926165038
33,2.68674958343792,0.0366207489067318,0.220113736801296,0.859130804136263,1.44011649711371,2.0413525471744,0.669740424034648
34,5.50014095760078,4.00617645225356,6.07658631413145,5.27709955413627,5.82358177631187,6.46823947320373,7.88684689711543
35,3.16385999571468,2.28987496601398,1.72511536626755,2.36718745667538,2.793849017456,7.42250589552942,6.09004612122967
36,3.12817899990297,2.13123840557743,0.619650745787831,1.68749995667538,2.09906898446507,2.18611307292941,2.1908205097537
37,2.78025756861723,0.69622651929269,0.0426852179907278,1.30517623832444,2.07778366900606,1.97264918376675,0.245916076411199
38,2.76014997661509,0.383696262215445,0.883899404469222,2.3671876473037,1.76520650112782,1.54989158896261,NA
39,2.57672938348064,0.371461337884433,0.220113026673357,0.100000147303712,1.69018906627704,1.19729650879902,1.53622210571019
40,2.43108688467627,1.09751084389787,-0.836886934011696,2.02734342073288,2.50800258573026,2.56060981333093,2.07618543429447
41,3.21736133546229,2.59197575171586,2.0378297499355,3.38671889730371,2.18667834659494,2.45188729398877,2.45654801936457
42,2.53925395013082,0.219462272587036,0.484363815738538,0.0999999566753869,1.51671424524757,-0.175566568680975,1.27560134362963
43,2.31968103196218,0.156436832815915,0.484363815738563,0.667968706675382,2.75773765004567,1.8733524082547,1.52680586407252
44,2.41280032963581,3.78946288299001,4.92265667879311,4.44873059222549,3.64292407089524,3.12946519571832,3.28334831442816
45,2.67515330541863,2.19482018900095,0.932365129455788,2.51586910921448,2.24920379456735,1.43907121060721,NA
46,2.75424416336787,-1.4983406569687,0.220113381737324,0.29116205413626,1.50459019276539,0.850668804523976,2.29643432613094
47,3.21168623508226,3.34716038401222,2.61479598786055,2.7495118422255,2.22174112242466,1.9446470271622,1.48508985930549
48,2.72932938975651,2.12565641531504,2.61479527773261,2.21850580413626,1.36747504213854,2.52237312540258,NA
49,2.93357221970362,2.20487672647855,0.88390046966112,3.0893555922255,2.43418624990864,2.4021122211501,1.72930214981387
50,3.04371664630362,2.21062556621128,1.46086457720236,2.36718764730372,1.67996481092113,3.14763046553788,2.35771011320173
51,2.73123720562596,2.93913212440224,-0.173100556215837,2.7070309207329,2.42107711819355,1.59463575146871,NA
52,2.6069424771225,-0.0762085519525075,0.22011373680129,0.291162054136246,1.97338728371548,1.43907083098973,2.32737433024038
53,3.00249174834177,2.95047921727311,5.18690640266626,2.36718745667401,1.15169112141236,2.61172288381288,2.48267510782268
54,4.78722873951907,4.14228864761675,8.12019763625469,4.36376998832444,3.47312120181888,4.96157733731204,2.80300745230729
55,2.90331217555328,5.34489387169019,7.21630230810178,4.38642577388484,2.47443574384013,4.46877873668112,2.4401906311072
56,3.58338130896377,4.96634987319709,8.5568662904365,5.9715909033143,NA,3.30463595322752,NA
57,3.20608017714948,0.415295571294658,-0.0441356320080327,0.66796870667539,1.88369476872876,2.7398867812456,NA
58,2.7572394599295,3.80807718471137,0.0426855730546937,2.02734370667539,1.96383444556528,1.73011344675339,1.84232507532588
59,2.91238553818758,1.29650386316225,0.403864616517303,2.70703092073286,2.93415819298445,3.35675359055567,2.91037152333209
60,4.52267138483857,3.46752333694567,4.60994087486929,2.66455047581109,3.64837584861747,3.51346492087891,2.49690426511171
61,4.46010064297233,6.35605304204785,5.23537212765296,4.06640620667538,6.31289241540466,6.91343500932312,6.23132719520042
62,2.47111565627059,3.53898835119258,3.19176009540178,2.70703139730372,2.17016933539698,2.30712720625397,NA
63,2.46152529155416,2.52281382403745,0.883900469661112,3.08935559222551,1.95114861649265,2.13912740801664,2.171968689832
64,2.95378766805987,3.85017005219237,4.92265632372914,3.57788080413627,2.86818542467207,2.93492997674216,2.16255267937297
65,4.52473005873783,3.39748125030419,4.44262082564929,4.74609342073287,2.30498409890629,2.82906340114319,2.99779786639496
66,4.20759989739669,6.52496374361618,8.69716316405181,4.74609370667539,2.32428654604434,4.50228148500928,3.23155951577196
67,3.34041685396246,5.10519004538142,4.92265667879311,3.76904309222551,3.12028541026252,4.8179465562214,2.18832430602826
68,2.1345888522778,1.67901843557967,0.30693494186403,1.53881830413628,1.98194249208512,4.09170185894074,3.49542055819506
