env,component,std.error,z.ratio
loc:gen!loc_ID,0.457251395858318,0.0702059747723432,6.51299832159651
loc:gen!loc_OR,2.12433230684346,0.221837855647933,9.57605860658367
loc:gen!loc_WA,1.19960847841884,0.134552599445379,8.91553551074885
