"gen","loc","predicted.value","standard.error","upper.Confidence.limit","lower.Confidence.limit","est.status"
"51","ID",2.73997412470217,0.24112914102831,3.21306922286772,2.26687902653662,"Estimable"
"51","OR",2.08281576364366,0.218668657874604,2.5118434196198,1.65378810766753,"Estimable"
"51","WA",2.03503592614664,0.230766481331181,2.48779949787054,1.58227235442274,"Estimable"
"52","ID",2.52672335258222,0.239873752759778,2.99735538040462,2.05609132475983,"Estimable"
"52","OR",0.179533169698067,0.216877020243707,0.60504563469707,-0.245979295300936,"Estimable"
"52","WA",1.94814953127997,0.159666735850054,2.26141548390859,1.63488357865135,"Estimable"
"53","ID",2.9870343609083,0.239953500967104,3.45782285462201,2.51624586719459,"Estimable"
"53","OR",3.26230982177512,0.217324250550654,3.68869975212346,2.83591989142678,"Estimable"
"53","WA",2.095752150193,0.197330123669102,2.48291362652943,1.70859067385658,"Estimable"
"54","ID",4.7512448475272,0.239962490201274,5.22205097810805,4.28043871694636,"Estimable"
"54","OR",5.17751491540936,0.217096994754696,5.60345897014665,4.75157086067207,"Estimable"
"54","WA",3.7008769229474,0.196543445079532,4.08649493679327,3.31525890910154,"Estimable"
"55","ID",3.03159666440287,0.243211331311923,3.50877701751697,2.55441631128878,"Estimable"
"55","OR",5.38703101485058,0.217071788053772,5.81292561406957,4.9611364156316,"Estimable"
"55","WA",3.02817642262283,0.196577280151721,3.41386082084153,2.64249202440413,"Estimable"
"56","ID",3.71307408902195,0.242641924665103,4.189137266948,3.23701091109591,"Estimable"
"56","OR",6.0931533805212,0.217197762511301,6.51929514148138,5.66701161956101,"Estimable"
"56","WA",3.59301260542568,0.512463991017621,4.59846636809772,2.58755884275364,"Estimable"
"57","ID",3.09032309952994,0.243218146747866,3.56751682452154,2.61312937453834,"Estimable"
"57","OR",0.480853469481005,0.217062176179724,0.906729210214132,0.054977728747877,"Estimable"
"57","WA",2.21496743348191,0.280996870449988,2.76628297105163,1.66365189591218,"Estimable"
"58","ID",2.74784716091985,0.239953370350767,3.21863539836446,2.27705892347524,"Estimable"
"58","OR",2.22448966416263,0.217058389348577,2.65035797513739,1.79862135318787,"Estimable"
"58","WA",1.8417077348149,0.196914109948209,2.22805299270803,1.45536247692178,"Estimable"
"59","ID",2.92129619236532,0.239995353467171,3.39216680063617,2.45042558409447,"Estimable"
"59","OR",1.64098556788482,0.218853344261205,2.07037557833967,1.21159555742998,"Estimable"
"59","WA",2.97737091464757,0.197295242434543,3.36446395404179,2.59027787525335,"Estimable"
"60","ID",4.44105362639199,0.239959217410823,4.91185333576172,3.97025391702225,"Estimable"
"60","OR",3.45793985087975,0.217359196516732,3.88439834517345,3.03148135658604,"Estimable"
"60","WA",3.23493309081173,0.196672898711,3.62080509253407,2.84906108908938,"Estimable"
"61","ID",4.65152391877435,0.240822463654394,5.12401731628398,4.17903052126472,"Estimable"
"61","OR",5.25565325061637,0.216892041893179,5.68119518807441,4.83011131315833,"Estimable"
"61","WA",6.39484076591091,0.161158588565893,6.71103373185712,6.0786477999647,"Estimable"
"62","ID",2.53016603762777,0.241119654337788,3.0032425229174,2.05708955233815,"Estimable"
"62","OR",3.11010543459094,0.216867183888721,3.53559860067274,2.68461226850914,"Estimable"
"62","WA",2.24202167790869,0.230933148059239,2.6951122495619,1.78893110625547,"Estimable"
"63","ID",2.4906229784754,0.239939447422561,2.96138389915083,2.01986205779996,"Estimable"
"63","OR",2.31624665726078,0.216909081326192,2.74182202606685,1.89067128845471,"Estimable"
"63","WA",2.0668551533112,0.167115701220404,2.39473596745382,1.73897433916859,"Estimable"
"64","ID",3.01353165378341,0.239931111807806,3.48427621999225,2.54278708757456,"Estimable"
"64","OR",3.95957301058647,0.216877045559916,4.38508552525584,3.53406049591709,"Estimable"
"64","WA",2.65868670867525,0.16705986271487,2.98645796773404,2.33091544961645,"Estimable"
"65","ID",4.44664821264088,0.241861505955892,4.92118020995446,3.97211621532731,"Estimable"
"65","OR",4.11535347514017,0.218669240008974,4.54438227326327,3.68632467701707,"Estimable"
"65","WA",2.75222798025061,0.170874966594823,3.08748446874662,2.41697149175459,"Estimable"
"66","ID",4.25744870830838,0.240320363003662,4.7289569849171,3.78594043169967,"Estimable"
"66","OR",6.33347180621606,0.217055999404453,6.75933542812319,5.90760818430893,"Estimable"
"66","WA",3.33775556509811,0.208216804151449,3.74627669605582,2.9292344341404,"Estimable"
"67","ID",3.47393485690854,0.326754156922768,4.11502613806244,2.83284357575464,"Estimable"
"67","OR",4.55848513925042,0.21695562233966,4.98415182147154,4.1328184570293,"Estimable"
"67","WA",3.26701045351094,0.167316664244375,3.59528555687612,2.93873535014576,"Estimable"
"68","ID",2.20529947275121,0.240195536492973,2.67656283988911,1.73403610561332,"Estimable"
"68","OR",1.3646844607895,0.216889139726678,1.79022070420019,0.939148217378801,"Estimable"
"68","WA",3.05355133171059,0.16118087391618,3.3697880214885,2.73731464193268,"Estimable"
"69","ID",3.80058593348266,0.239960896407677,4.2713889370423,3.32978292992303,"Estimable"
"69","OR",5.15869326293804,0.217201167004672,5.58484170351032,4.73254482236576,"Estimable"
"69","WA",3.18820618846957,0.161957713191809,3.50596703601537,2.87044534092377,"Estimable"
"70","ID",3.2501890157834,0.239993864467319,3.72105670263824,2.77932132892855,"Estimable"
"70","OR",4.57442354155697,0.217327441535375,5.00081973261367,4.14802735050027,"Estimable"
"70","WA",3.79596547071212,0.196622303318364,4.18173820433214,3.41019273709211,"Estimable"
"71","ID",3.05464235589516,0.240033509110926,3.52558782549529,2.58369688629502,"Estimable"
"71","OR",1.91956235543827,0.217042183678028,2.345398870906,1.49372583997054,"Estimable"
"71","WA",2.19483539989041,0.196647617635565,2.58065780017175,1.80901299960908,"Estimable"
"72","ID",2.31237891445862,0.241242852520838,2.78569711444211,1.83906071447514,"Estimable"
"72","OR",3.13774421934499,0.217056049038723,3.5636079386345,2.71188050005548,"Estimable"
"72","WA",2.13864207721808,0.280046517404734,2.6880930232029,1.58919113123326,"Estimable"
"73","ID",4.20675203135942,0.239953433389671,4.67754039248629,3.73596367023256,"Estimable"
"73","OR",4.98682465959031,0.217059696122535,5.41269553445408,4.56095378472655,"Estimable"
"73","WA",2.90994824669924,0.197328662595238,3.29710685641041,2.52278963698806,"Estimable"
"74","ID",3.1244109527778,0.239899746214555,3.59509397972866,2.65372792582694,"Estimable"
"74","OR",-0.000529447125096694,0.216877027100722,0.424983031327361,-0.426041925577555,"Estimable"
"74","WA",2.3920464555776,0.167059843085349,2.7198176761233,2.06427523503191,"Estimable"
"75","ID",2.58076120112527,0.241585970947923,3.0547525990692,2.10676980318135,"Estimable"
"75","OR",0.236810460385691,0.217046654075069,0.662655746767286,-0.189034825995905,"Estimable"
"75","WA",1.39441059249679,0.280677438499395,1.94509940494579,0.843721780047799,"Estimable"
"76","ID",3.14005049930392,0.239879535436878,3.61069387273216,2.66940712587569,"Estimable"
"76","OR",1.20780171449856,0.217182614154653,1.63391375440038,0.781689674596743,"Estimable"
"76","WA",3.35999660768196,0.159667879986662,3.67326480510529,3.04672841025863,"Estimable"
"77","ID",2.00553984745077,0.239954448316563,2.47633019986303,1.5347494950385,"Estimable"
"77","OR",1.82080184875791,0.217108176888645,2.24676784282919,1.39483585468663,"Estimable"
"77","WA",1.87072469543793,0.197776846800914,2.25876264204666,1.48268674882921,"Estimable"
"78","ID",2.71885760414805,0.2398836933317,3.18950913536116,2.24820607293494,"Estimable"
"78","OR",0.648052388739044,0.218666007676134,1.07707484502882,0.219029932449268,"Estimable"
"78","WA",2.74537593502208,0.15967425960464,3.05865664924856,2.43209522079559,"Estimable"
"79","ID",2.74200099147954,0.240010247210896,3.2129008212585,2.27110116170059,"Estimable"
"79","OR",0.778240450707497,0.217097251181687,1.20418500855425,0.352295892860743,"Estimable"
"79","WA",2.34049924414538,0.19658526760509,2.72619931373843,1.95479917455233,"Estimable"
"80","ID",2.70699825527978,0.327058264215334,3.34868619459294,2.06531031596663,"Estimable"
"80","OR",3.04957071216155,0.217236462380384,3.4757884022205,2.6233530221026,"Estimable"
"80","WA",3.40039394622268,0.159771797086962,3.71386602887763,3.08692186356773,"Estimable"
"81","ID",2.62916926928642,0.241235104982079,3.10247226860774,2.1558662699651,"Estimable"
"81","OR",2.63189781922632,0.217053775303162,3.05775707744927,2.20603856100337,"Estimable"
"81","WA",1.97369825214951,0.280249697405143,2.52354783706212,1.42384866723689,"Estimable"
"82","ID",3.30558961227634,0.239952609183948,3.77637635631252,2.83480286824016,"Estimable"
"82","OR",2.43794052170609,0.217041885462424,2.86377645207514,2.01210459133703,"Estimable"
"82","WA",2.6484053587098,0.196543934393765,3.03402433258963,2.26278638482997,"Estimable"
"83","ID",3.75927390251161,0.243075725413938,4.23618819700937,3.28235960801384,"Estimable"
"83","OR",2.32981835675035,0.217191832049793,2.75594848215186,1.90368823134884,"Estimable"
"83","WA",2.5274807164974,0.230840861971335,2.98039022295198,2.07457121004282,"Estimable"
"84","ID",3.09358148637078,0.239954080419406,3.56437111696925,2.62279185577232,"Estimable"
"84","OR",2.83652824976733,0.217108176719609,3.26249424350696,2.4105622560277,"Estimable"
"84","WA",2.9014094660572,0.197776846371939,3.28944741182428,2.51337152029012,"Estimable"
"85","ID",2.44780412752348,0.240010744830282,2.9187049336311,1.97690332141586,"Estimable"
"85","OR",0.416570400086978,0.217089050996958,0.842498869180698,-0.00935806900674269,"Estimable"
"85","WA",2.28771242347548,0.197096256180638,2.67441505206774,1.90100979488323,"Estimable"
"86","ID",2.72598674126651,0.240789196949808,3.19841486953989,2.25355861299313,"Estimable"
"86","OR",1.52162639925996,0.217053060096333,1.94748425424793,1.09576854427199,"Estimable"
"86","WA",2.02685621824452,0.196615514283349,2.41261563178562,1.64109680470341,"Estimable"
"87","ID",4.13683875073553,0.239919227849707,4.60756000063222,3.66611750083885,"Estimable"
"87","OR",3.77238696126279,0.217184153135483,4.19850202064323,3.34627190188235,"Estimable"
"87","WA",2.28369489141753,0.16724621835011,2.61183178001895,1.95555800281611,"Estimable"
"88","ID",3.04540822615608,0.240015047070427,3.51631747325393,2.57449897905823,"Estimable"
"88","OR",1.10059212978924,0.217196220317687,1.52673086496733,0.674453394611155,"Estimable"
"88","WA",2.26263681635467,0.178264172702115,2.6123909187591,1.91288271395025,"Estimable"
"89","ID",3.16007386000503,0.239936954882109,3.63082989031895,2.6893178296911,"Estimable"
"89","OR",3.33933329039897,0.217203027524678,3.76548538130937,2.91318119948858,"Estimable"
"89","WA",3.51006220797508,0.162555552622518,3.82899601579832,3.19112840015184,"Estimable"
"90","ID",2.25462058263226,0.240195389896587,2.72588366214821,1.7833575031163,"Estimable"
"90","OR",0.908983200380187,0.217481383981107,1.33568142633887,0.482284974421502,"Estimable"
"90","WA",2.53946031423847,0.159666929214165,2.85272664624725,2.22619398222968,"Estimable"
"91","ID",4.10135225349026,0.239962387803681,4.57215818316714,3.63054632381337,"Estimable"
"91","OR",3.69497238982618,0.217055843347883,4.12083570555049,3.26910907410186,"Estimable"
"91","WA",4.20623351478088,0.196704376038303,4.59216727498329,3.82029975457846,"Estimable"
"92","ID",6.02241236552373,0.239884546529948,6.49306557071082,5.55175916033664,"Estimable"
"92","OR",6.15301154151562,0.218674633352412,6.58205092137236,5.72397216165888,"Estimable"
"92","WA",3.07724220565314,0.160713198051062,3.39256131592003,2.76192309538625,"Estimable"
"93","ID",3.27518898861992,0.239954912977939,3.74598025269727,2.80439772454257,"Estimable"
"93","OR",1.74153587409427,0.217195953214541,2.16767408521629,1.31539766297225,"Estimable"
"93","WA",1.95591554081877,0.160366253517358,2.27055394630842,1.64127713532913,"Estimable"
"94","ID",2.97330760703415,0.239973651065133,3.44413563521708,2.50247957885121,"Estimable"
"94","OR",2.59659653671976,0.218857882745794,3.02599545167616,2.16719762176336,"Estimable"
"94","WA",3.32688735219406,0.202445530251845,3.72408525037937,2.92968945400875,"Estimable"
"95","ID",3.79882295248389,0.293035752469962,4.37375876277036,3.22388714219742,"Estimable"
"95","OR",2.50207899617338,0.21690357018578,2.92764355212828,2.07651444021848,"Estimable"
"95","WA",2.69805308206833,0.159746444750371,3.01147542346796,2.3846307406687,"Estimable"
"96","ID",2.92273329250594,0.239986513658419,3.39358655708215,2.45188002792972,"Estimable"
"96","OR",3.17086157551804,0.217057699374274,3.59672853276401,2.74499461827207,"Estimable"
"96","WA",2.49450902823246,0.197271211716812,2.88155491938605,2.10746313707887,"Estimable"
"97","ID",2.92352290789489,0.241239660330049,3.39683484480371,2.45021097098608,"Estimable"
"97","OR",0.198996771384604,0.217335834213385,0.625409428865937,-0.22741588609673,"Estimable"
"97","WA",1.94122047117267,0.28012134905099,2.49081823676163,1.39162270558371,"Estimable"
"98","ID",4.32375011180932,0.23995338612085,4.79453838019482,3.85296184342383,"Estimable"
"98","OR",4.61502601467845,0.217362398234385,5.04149079073852,4.18856123861838,"Estimable"
"98","WA",4.6302598103339,0.196978014491917,5.01673044886849,4.24378917179931,"Estimable"
"99","ID",2.49860530465721,0.243211955135241,2.97578688171195,2.02142372760248,"Estimable"
"99","OR",0.124502727058919,0.218852501500861,0.553891084018933,-0.304885629901096,"Estimable"
"99","WA",3.80484600398707,0.196657926533461,4.19068863031425,3.41900337765988,"Estimable"
"100","ID",2.22907035599583,0.241246297944955,2.70239531589748,1.75574539609418,"Estimable"
"100","OR",1.59428448104741,0.217092540879871,2.0202197972874,1.16834916480741,"Estimable"
"100","WA",2.80392547153072,0.281385492479075,3.35600348507584,2.2518474579856,"Estimable"
"101","ID",3.07309649146401,0.239973094434879,3.54392342753903,2.60226955538899,"Estimable"
"101","OR",2.58235554031782,0.217366265357581,3.00882790366917,2.15588317696647,"Estimable"
"101","WA",3.11226359229973,0.202229754408122,3.50903813852711,2.71548904607236,"Estimable"
"102","ID",4.20889264842339,0.247984059707711,4.69543708917656,3.72234820767022,"Estimable"
"102","OR",4.56856379511615,0.216912716851345,4.9941462968184,4.1429812934139,"Estimable"
"102","WA",3.30505502815491,0.159726972585608,3.6184391651896,2.99167089112021,"Estimable"
