"gen","predicted.value","std.error","weight","lower_95","upper_95"
"1",3.77368457829569,0.286433542970262,14.381008882845,3.30250140010961,4.24486775648177
"2",3.58321570819549,0.286433542970267,14.3810088828446,3.1120325300094,4.05439888638158
"3",2.99843477045683,0.286433542970267,14.3810088828446,2.52725159227074,3.46961794864292
"4",3.16130948221559,0.286433542970266,14.3810088828446,2.6901263040295,3.63249266040168
"5",3.03271609251714,0.286433542970267,14.3810088828446,2.56153291433105,3.50389927070323
"6",2.89843477045683,0.286433542970267,14.3810088828446,2.42725159227074,3.36961794864292
"7",4.16130948221559,0.286433542970266,14.3810088828446,3.6901263040295,4.63249266040168
"8",3.14224722241663,0.286433542970266,14.3810088828446,2.67106404423054,3.61343040060271
"9",3.58321570819549,0.286433542970267,14.3810088828446,3.11203253000941,4.05439888638158
"10",2.90796590035632,0.286433542970266,14.3810088828446,2.43678272217023,3.37914907854241
"11",4.14224722241662,0.286433542970266,14.3810088828446,3.67106404423054,4.61343040060271
"12",3.78605967437642,0.286433542970267,14.3810088828446,3.31487649619033,4.25724285256251
"13",3.38605967437642,0.286433542970267,14.3810088828446,2.91487649619033,3.85724285256251
"14",3.12034099643673,0.286433542970267,14.3810088828446,2.64915781825064,3.59152417462282
"15",2.67368457829595,0.286433542970266,14.3810088828446,2.20250140010986,3.14486775648204
"16",3.86130948221559,0.286433542970266,14.3810088828446,3.3901263040295,4.33249266040168
"17",3.42034099643673,0.286433542970267,14.3810088828446,2.94915781825064,3.89152417462282
"18",3.03315631331663,0.286433542970266,14.3810088828446,2.56197313513054,3.50433949150271
"19",3.43271609251714,0.286433542970266,14.3810088828446,2.96153291433105,3.90389927070323
"20",3.16130948221559,0.286433542970266,14.3810088828446,2.6901263040295,3.63249266040168
"21",3.17368457829595,0.286433542970266,14.3810088828446,2.70250140010986,3.64486775648204
"22",3.60796590035632,0.286433542970267,14.3810088828446,3.13678272217023,4.07914907854241
"23",3.42034099643673,0.286433542970267,14.3810088828446,2.94915781825064,3.89152417462282
"24",3.69843477045683,0.286433542970267,14.3810088828446,3.22725159227074,4.16961794864292
"25",3.23271609251714,0.286433542970266,14.3810088828446,2.76153291433105,3.70389927070323
"26",3.58605967437642,0.286433542970267,14.3810088828446,3.11487649619033,4.05724285256251
"27",3.44224722241663,0.286433542970266,14.3810088828446,2.97106404423054,3.91343040060271
"28",3.20796590035632,0.286433542970266,14.3810088828446,2.73678272217023,3.67914907854241
"29",4.28605967437642,0.286433542970267,14.3810088828446,3.81487649619034,4.75724285256251
"30",3.28321570819549,0.286433542970267,14.3810088828446,2.81203253000941,3.75439888638158
"31",3.56130948221559,0.286433542970266,14.3810088828446,3.0901263040295,4.03249266040168
"32",3.48605967437642,0.286433542970267,14.3810088828446,3.01487649619033,3.95724285256251
"33",3.48605967437642,0.286433542970267,14.3810088828446,3.01487649619033,3.95724285256251
"34",3.19843477045683,0.286433542970266,14.3810088828446,2.72725159227074,3.66961794864292
"35",3.79843477045683,0.286433542970266,14.3810088828446,3.32725159227074,4.26961794864292
"36",3.18605967437642,0.286433542970267,14.3810088828446,2.71487649619033,3.65724285256251
"37",3.78605967437642,0.286433542970267,14.3810088828446,3.31487649619033,4.25724285256251
"38",3.54224722241663,0.286433542970266,14.3810088828446,3.07106404423054,4.01343040060271
"39",3.18321570819549,0.286433542970267,14.3810088828446,2.71203253000941,3.65439888638158
"40",3.58605967437642,0.286433542970267,14.3810088828446,3.11487649619033,4.05724285256251
"41",4.23271609251714,0.286433542970266,14.3810088828446,3.76153291433105,4.70389927070323
"42",3.80796590035632,0.286433542970266,14.3810088828446,3.33678272217023,4.27914907854241
"43",3.49843477045683,0.286433542970266,14.3810088828446,3.02725159227074,3.96961794864292
"44",3.70796590035632,0.286433542970266,14.3810088828446,3.23678272217023,4.17914907854241
"45",3.44224722241663,0.286433542970266,14.3810088828446,2.97106404423054,3.91343040060271
"46",4.33271609251714,0.286433542970266,14.3810088828446,3.86153291433105,4.80389927070323
"47",4.20796590035632,0.286433542970266,14.3810088828446,3.73678272217023,4.67914907854241
"48",3.30796590035632,0.286433542970266,14.3810088828446,2.83678272217023,3.7791490785424
"49",3.47368457829595,0.286433542970266,14.3810088828446,3.00250140010986,3.94486775648204
"50",3.28605967437642,0.286433542970267,14.3810088828446,2.81487649619033,3.75724285256251
"51",3.84224722241662,0.286433542970266,14.3810088828446,3.37106404423054,4.31343040060271
"52",3.29843477045683,0.286433542970267,14.3810088828446,2.82725159227074,3.76961794864292
"53",4.00796590035632,0.286433542970266,14.3810088828446,3.53678272217023,4.47914907854241
"54",3.64224722241662,0.286433542970266,14.3810088828446,3.17106404423054,4.11343040060271
"55",4.26130948221559,0.286433542970267,14.3810088828446,3.79012630402951,4.73249266040168
"56",3.70796590035632,0.286433542970267,14.3810088828446,3.23678272217023,4.17914907854241
"57",3.27368457829595,0.286433542970266,14.3810088828446,2.80250140010986,3.74486775648204
"58",3.50796590035632,0.286433542970266,14.3810088828446,3.03678272217023,3.97914907854241
"59",3.97368457829595,0.286433542970266,14.3810088828446,3.50250140010986,4.44486775648204
"60",3.4832157081955,0.286433542970267,14.3810088828446,3.01203253000941,3.95439888638158
"61",4.20796590035632,0.286433542970267,14.3810088828446,3.73678272217023,4.67914907854241
"62",3.5832157081955,0.286433542970266,14.3810088828446,3.11203253000941,4.05439888638158
"63",2.96130948221559,0.286433542970266,14.3810088828446,2.4901263040295,3.43249266040168
